SOrg|SaTy|Sales_Doc|Sold_to|Name_1|Ship_to|Name_11|CustLoy|FocCust|Territory|On|Typ|Material|Item_Description|Order_Qty|Corrqty|ConfirmQty|SU|BO_value|Crcy|InitReqDt|promised|MatAvDt|DlvDate|DS|DB|BOstatus|BO|BOstat_changed|GM|unc|Description|Shp_Cond|Route|Reqdlvdt|key_material
3000|OR|574645774|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2332784|Conector MT-C-GLP T A OC|144.0|144.0|144.0|PC|29.939,47|MXN|2025-04-18|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation|S1|ZMXA05|2025-04-18|3000/2332784
3000|OR|574645774|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2272068|Unión en ángulo MT-C-GS A OC adjustable|100.0|100.0|100.0|PC|10.320,41|MXN|2025-04-18|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-04-18|3000/2272068
3000|OR|574645774|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268365|Viga MT-70 OC|102.0|102.0|102.0|M|79.137,80|MXN|2025-04-18|2025-05-21|2025-06-09|2025-06-13|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-04-18|3000/2268365
3000|OR|574645774|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2268367|Viga MT-80 OC|108.0|108.0|108.0|M|nan|MXN|2025-04-18|2025-05-21|2025-04-10|2025-04-18|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-04-18|3000/2268367
3000|OR|574645774|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2210255|Ultimate exp anc KB-TZ2 1/2x4 1/2|1240.0|1240.0|1240.0|PC|nan|MXN|2025-04-18|2025-04-18|2025-04-10|2025-04-18|A|nan|Resolved|nan||A|nan|Anchors Mechanical|S1|ZMXA05|2025-04-18|3000/2210255
3000|OR|574645774|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2353810|Conector MT-B-EDB A OC|290.0|290.0|290.0|PC|54.572,84|MXN|2025-04-18|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-04-18|3000/2353810
3000|OR|574645774|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272066|Unión en ángulo MT-C-GL OC|440.0|440.0|440.0|PC|119.497,10|MXN|2025-04-18|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-04-18|3000/2272066
3000|OR|574645774|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268369|Viga MT-90 OC|960.0|960.0|960.0|M|nan|MXN|2025-04-18|2025-04-18|2025-04-10|2025-04-18|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-04-18|3000/2268369
3000|OR|574645774|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272069|Unión en ángulo MT-C-GL A OC adjustable|690.0|690.0|690.0|PC|187.323,03|MXN|2025-04-18|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-04-18|3000/2272069
3000|OR|574645774|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272084|Thread forming bolt MT-TFB OC|12500.0|12500.0|12500.0|PC|nan|MXN|2025-04-18|2025-05-08|2025-04-10|2025-04-18|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-04-18|3000/2272084
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2353803|Conector MT-B-GL EDB A OC|12.0|12.0|12.0|PC|nan|MXN|2025-04-29|2025-04-29|2025-04-22|2025-04-29|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-04-29|3000/2353803
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2272100|Placa de base MT-B-GS T OC|22.0|22.0|22.0|PC|9.196,53|MXN|2025-04-29|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation|S1|ZMXA05|2025-04-29|3000/2272100
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2332784|Conector MT-C-GLP T A OC|128.0|128.0|128.0|PC|26.620,76|MXN|2025-04-29|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation|S1|ZMXA05|2025-04-29|3000/2332784
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2272068|Unión en ángulo MT-C-GS A OC adjustable|90.0|90.0|90.0|PC|9.291,12|MXN|2025-04-29|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-04-29|3000/2272068
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268365|Viga MT-70 OC|96.0|96.0|96.0|M|74.504,74|MXN|2025-04-29|2025-05-21|2025-06-09|2025-06-13|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-04-29|3000/2268365
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2268367|Viga MT-80 OC|96.0|66.0|66.0|M|nan|MXN|2025-04-29|2025-05-21|2025-04-22|2025-04-29|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-04-29|3000/2268367
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2268367|Viga MT-80 OC|0.0|30.0|30.0|M|43.373,83|MXN|2025-04-29|2025-05-21|2025-06-09|2025-06-13|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-04-29|3000/2268367
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2210255|Ultimate exp anc KB-TZ2 1/2x4 1/2|1200.0|1200.0|1200.0|PC|nan|MXN|2025-04-29|2025-04-29|2025-04-22|2025-04-29|A|nan|Resolved|nan||A|nan|Anchors Mechanical|S1|ZMXA05|2025-04-29|3000/2210255
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2353810|Conector MT-B-EDB A OC|290.0|290.0|290.0|PC|54.589,04|MXN|2025-04-29|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-04-29|3000/2353810
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272066|Unión en ángulo MT-C-GL OC|420.0|420.0|420.0|PC|114.099,27|MXN|2025-04-29|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-04-29|3000/2272066
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268369|Viga MT-90 OC|960.0|960.0|960.0|M|nan|MXN|2025-04-29|2025-04-29|2025-04-22|2025-04-29|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-04-29|3000/2268369
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272069|Unión en ángulo MT-C-GL A OC adjustable|680.0|680.0|680.0|PC|184.662,98|MXN|2025-04-29|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-04-29|3000/2272069
3000|OR|574645775|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272084|Thread forming bolt MT-TFB OC|12000.0|12000.0|12000.0|PC|nan|MXN|2025-04-29|2025-05-08|2025-04-22|2025-04-29|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-04-29|3000/2272084
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2353803|Conector MT-B-GL EDB A OC|12.0|4.0|4.0|PC|nan|MXN|2025-05-06|2025-05-06|2025-04-28|2025-05-06|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2353803
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2353803|Conector MT-B-GL EDB A OC|0.0|8.0|8.0|PC|4.837,58|MXN|2025-05-06|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2353803
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268491|Viga MT-100 OC|54.0|54.0|54.0|M|nan|MXN|2025-05-06|2025-05-06|2025-04-28|2025-05-06|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2268491
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2272100|Placa de base MT-B-GS T OC|16.0|16.0|16.0|PC|6.680,51|MXN|2025-05-06|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation|S1|ZMXA05|2025-05-06|3000/2272100
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2332784|Conector MT-C-GLP T A OC|184.0|184.0|184.0|PC|38.222,26|MXN|2025-05-06|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation|S1|ZMXA05|2025-05-06|3000/2332784
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2272068|Unión en ángulo MT-C-GS A OC adjustable|160.0|160.0|160.0|PC|16.498,09|MXN|2025-05-06|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2272068
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268365|Viga MT-70 OC|138.0|138.0|138.0|M|106.974,39|MXN|2025-05-06|2025-05-21|2025-06-09|2025-06-13|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2268365
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272076|Splice connector MT-ES-90 OC|20.0|12.0|12.0|PC|nan|MXN|2025-05-06|2025-05-06|2025-04-28|2025-05-06|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2272076
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272076|Splice connector MT-ES-90 OC|0.0|8.0|8.0|PC|7.566,37|MXN|2025-05-06|2025-05-06|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2272076
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2268367|Viga MT-80 OC|102.0|102.0|102.0|M|147.297,29|MXN|2025-05-06|2025-05-21|2025-06-09|2025-06-13|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2268367
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2210255|Ultimate exp anc KB-TZ2 1/2x4 1/2|1200.0|1200.0|1200.0|PC|nan|MXN|2025-05-06|2025-05-06|2025-04-28|2025-05-06|A|nan|Resolved|nan||A|nan|Anchors Mechanical|S1|ZMXA05|2025-05-06|3000/2210255
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2353810|Conector MT-B-EDB A OC|290.0|290.0|290.0|PC|54.524,72|MXN|2025-05-06|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2353810
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272066|Unión en ángulo MT-C-GL OC|420.0|420.0|420.0|PC|113.964,84|MXN|2025-05-06|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2272066
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268369|Viga MT-90 OC|942.0|942.0|942.0|M|nan|MXN|2025-05-06|2025-05-06|2025-04-28|2025-05-06|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2268369
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272069|Unión en ángulo MT-C-GL A OC adjustable|680.0|680.0|680.0|PC|184.445,43|MXN|2025-05-06|2025-05-08|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2272069
3000|OR|574645777|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272084|Thread forming bolt MT-TFB OC|12750.0|12750.0|12750.0|PC|nan|MXN|2025-05-06|2025-05-08|2025-04-28|2025-05-06|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-05-06|3000/2272084
3000|OR|574645780|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2353803|Conector MT-B-GL EDB A OC|12.0|12.0|12.0|PC|7.324,57|MXN|2025-05-16|2025-05-16|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-16|3000/2353803
3000|OR|574645780|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2272100|Placa de base MT-B-GS T OC|6.0|6.0|6.0|PC|2.528,74|MXN|2025-05-16|2025-05-16|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation|S1|ZMXA05|2025-05-16|3000/2272100
3000|OR|574645780|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2332784|Conector MT-C-GLP T A OC|104.0|104.0|104.0|PC|21.806,93|MXN|2025-05-16|2025-05-16|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation|S1|ZMXA05|2025-05-16|3000/2332784
3000|OR|574645780|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2272068|Unión en ángulo MT-C-GS A OC adjustable|100.0|100.0|100.0|PC|10.408,22|MXN|2025-05-16|2025-05-16|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-16|3000/2272068
3000|OR|574645780|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268365|Viga MT-70 OC|72.0|72.0|72.0|M|56.337,28|MXN|2025-05-16|2025-05-21|2025-06-09|2025-06-13|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-16|3000/2268365
3000|OR|574645780|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2210255|Ultimate exp anc KB-TZ2 1/2x4 1/2|740.0|740.0|740.0|PC|nan|MXN|2025-05-16|2025-05-16|2025-05-09|2025-05-16|A|nan|Resolved|nan||A|nan|Anchors Mechanical|S1|ZMXA05|2025-05-16|3000/2210255
3000|OR|574645780|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2353810|Conector MT-B-EDB A OC|200.0|200.0|200.0|PC|37.956,68|MXN|2025-05-16|2025-05-16|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-16|3000/2353810
3000|OR|574645780|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272066|Unión en ángulo MT-C-GL OC|250.0|250.0|250.0|PC|68.473,78|MXN|2025-05-16|2025-05-16|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-16|3000/2272066
3000|OR|574645780|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268369|Viga MT-90 OC|708.0|708.0|708.0|M|nan|MXN|2025-05-16|2025-05-16|2025-05-09|2025-05-16|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-05-16|3000/2268369
3000|OR|574645780|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272069|Unión en ángulo MT-C-GL A OC adjustable|420.0|420.0|420.0|PC|114.992,88|MXN|2025-05-16|2025-05-16|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-16|3000/2272069
3000|OR|574645780|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272084|Thread forming bolt MT-TFB OC|7750.0|7750.0|7750.0|PC|nan|MXN|2025-05-16|2025-05-16|2025-05-09|2025-05-16|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-05-16|3000/2272084
3000|OR|574645782|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2353803|Conector MT-B-GL EDB A OC|12.0|12.0|12.0|PC|7.327,92|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2353803
3000|OR|574645782|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2272100|Placa de base MT-B-GS T OC|6.0|6.0|6.0|PC|2.529,89|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation|S1|ZMXA05|2025-05-29|3000/2272100
3000|OR|574645782|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2332784|Conector MT-C-GLP T A OC|96.0|96.0|96.0|PC|20.138,68|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation|S1|ZMXA05|2025-05-29|3000/2332784
3000|OR|574645782|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2272068|Unión en ángulo MT-C-GS A OC adjustable|100.0|100.0|100.0|PC|10.412,98|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2272068
3000|OR|574645782|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268365|Viga MT-70 OC|72.0|72.0|72.0|M|56.363,04|MXN|2025-05-29|2025-05-29|2025-06-09|2025-06-13|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2268365
3000|OR|574645782|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2210255|Ultimate exp anc KB-TZ2 1/2x4 1/2|740.0|740.0|740.0|PC|nan|MXN|2025-05-29|2025-05-29|2025-05-22|2025-05-29|A|nan|Resolved|nan||A|nan|Anchors Mechanical|S1|ZMXA05|2025-05-29|3000/2210255
3000|OR|574645782|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2353810|Conector MT-B-EDB A OC|200.0|200.0|200.0|PC|37.974,03|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2353810
3000|OR|574645782|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272066|Unión en ángulo MT-C-GL OC|250.0|250.0|250.0|PC|68.505,09|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2272066
3000|OR|574645782|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268369|Viga MT-90 OC|690.0|690.0|690.0|M|nan|MXN|2025-05-29|2025-05-29|2025-05-22|2025-05-29|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2268369
3000|OR|574645782|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272069|Unión en ángulo MT-C-GL A OC adjustable|430.0|430.0|430.0|PC|117.784,63|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2272069
3000|OR|574645782|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272084|Thread forming bolt MT-TFB OC|7750.0|7750.0|7750.0|PC|nan|MXN|2025-05-29|2025-05-29|2025-05-22|2025-05-29|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2272084
3000|OR|574645785|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2353803|Conector MT-B-GL EDB A OC|12.0|12.0|12.0|PC|7.327,92|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2353803
3000|OR|574645785|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2272100|Placa de base MT-B-GS T OC|6.0|6.0|6.0|PC|2.529,89|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation|S1|ZMXA05|2025-05-29|3000/2272100
3000|OR|574645785|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2332784|Conector MT-C-GLP T A OC|96.0|96.0|96.0|PC|20.138,68|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation|S1|ZMXA05|2025-05-29|3000/2332784
3000|OR|574645785|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2272068|Unión en ángulo MT-C-GS A OC adjustable|100.0|100.0|100.0|PC|10.412,98|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2272068
3000|OR|574645785|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268365|Viga MT-70 OC|72.0|72.0|72.0|M|56.363,04|MXN|2025-05-29|2025-05-29|2025-06-09|2025-06-13|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2268365
3000|OR|574645785|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2210255|Ultimate exp anc KB-TZ2 1/2x4 1/2|740.0|740.0|740.0|PC|nan|MXN|2025-05-29|2025-05-29|2025-05-22|2025-05-29|A|nan|Resolved|nan||A|nan|Anchors Mechanical|S1|ZMXA05|2025-05-29|3000/2210255
3000|OR|574645785|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2353810|Conector MT-B-EDB A OC|200.0|200.0|200.0|PC|37.974,03|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2353810
3000|OR|574645785|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272066|Unión en ángulo MT-C-GL OC|250.0|250.0|250.0|PC|68.505,09|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2272066
3000|OR|574645785|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|ND|2268369|Viga MT-90 OC|690.0|690.0|690.0|M|nan|MXN|2025-05-29|2025-05-29|2025-05-22|2025-05-29|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2268369
3000|OR|574645785|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272069|Unión en ángulo MT-C-GL A OC adjustable|430.0|430.0|430.0|PC|117.784,63|MXN|2025-05-29|2025-05-29|2025-05-26|2025-05-30|A|nan|Unproc|X||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2272069
3000|OR|574645785|30856199|INMOBILIARIA ANCORE|30856019|INMOBILIARIA ANCORE|nan|X|TMXS015804|2025-02-28|X6|2272084|Thread forming bolt MT-TFB OC|7750.0|7750.0|7750.0|PC|nan|MXN|2025-05-29|2025-05-29|2025-05-22|2025-05-29|A|nan|Resolved|nan||A|nan|Installation MT|S1|ZMXA05|2025-05-29|3000/2272084
