
	SOrg.	Delivery	Item	Material	Item Description	 Dlv.Qty	SU	Batch	OPS	PickingSts	WM	GM	Route	Sp.Stck No	Sold-to	Name of Sold-to Party	Pur. Doc.	TrpPlanDt
	8300	329077056	  20	2261810	Módulo subst. (coroa) 82 P-U abras.	      2	PC					A	ZBRSI2		29101743	EFETIVA INSTALACOES	574679132	28.03.2025
	8300	329077056	  30	2261745	Módulo subst. (coroa) 112 P-U abras.	      1	PC					A	ZBRSI2		29101743	EFETIVA INSTALACOES	574679132	28.03.2025
	8300	329077059	  10	2250851	Doseador a bateria HDE 500-22 caixa	      1	PC					A	ZBRSA3		16880733	ESTEL SERVICOS INDUSTRIAIS LTDA	574685345	02.04.2025
	8300	329077062	  10	2123404	Químico injeção HIT-RE 500 V3/500/1	      3	PC					A	ZBRSF6		16899074	SEEL SERVICOS ESPECIAIS DE	574685396	02.04.2025
	8300	329077062	  20	2005641	Dispensador HDM 500 caixa	      1	PC					A	ZBRSF6		16899074	SEEL SERVICOS ESPECIAIS DE	574685396	02.04.2025
	8300	329077062	  30	2007057	Porta-cartucho HIT-CB 500	      1	PC					A	ZBRSF6		16899074	SEEL SERVICOS ESPECIAIS DE	574685396	02.04.2025
	8300	329077275	  10	2388394	Carreg. bateria C 4-22 220V caixa	      2	PC					A	ZBRSI3		28945073	GAMA LOCACOES EIRELI	574670939	24.03.2025
	8300	329077275	  20	2251355	Bateria B 22-110 Li-ion	      2	PC					A	ZBRSI3		28945073	GAMA LOCACOES EIRELI	574670939	24.03.2025
	8300	329077275	  30	2314529	Ferramenta fixação bateria BX 3-L-22 mal	      2	PC					A	ZBRSI3		28945073	GAMA LOCACOES EIRELI	574670939	24.03.2025
	8300	329077275	  40	2167744	Mart. demolidor TE 1000-AVR 230V cabo un	      8	PC					A	ZBRSI3		28945073	GAMA LOCACOES EIRELI	574670939	24.03.2025
	8300	329077275	  50	2372878	Carreg. bateria C 4/12-50 230V caixa	      2	PC					A	ZBRSI3		28945073	GAMA LOCACOES EIRELI	574670939	24.03.2025
	8300	329077275	  60	2333570	Bateria B 12-30 Li-ion	      2	PC					A	ZBRSI3		28945073	GAMA LOCACOES EIRELI	574670939	24.03.2025
	8300	329077275	  70	2131536	Laser rotativo PR 2-HS A12	      1	PC					A	ZBRSI3		28945073	GAMA LOCACOES EIRELI	574670939	24.03.2025
	8300	329077275	  80	2107220	Escala de medição PUA 53 CM	      2	PC					A	ZBRSI3		28945073	GAMA LOCACOES EIRELI	574670939	24.03.2025
	8300	329077275	  90	2107119	Tripé PUA 25	      2	PC					A	ZBRSI3		28945073	GAMA LOCACOES EIRELI	574670939	24.03.2025
	8300	329077275	 100	2149475	Mart. demolidor TE 2000-AVR 230V	      2	PC					A	ZBRSI3		28945073	GAMA LOCACOES EIRELI	574670939	24.03.2025
	8300	329077340	  10	24806	Cola CA-CG KW.B.3400	     60	PC					A	ZBRSL4		29304358	SJP BILD DESENVOLVIMENTO	574663621	19.03.2025
	8300	329077345	  10	2333570	Bateria B 12-30 Li-ion	      1	PC					A	ZBRSD3		31727614	CONSERVAR MONTAGENS E INFRA	574677603	27.03.2025
	8300	329077345	  20	2372878	Carreg. bateria C 4/12-50 230V caixa	      1	PC					A	ZBRSD3		31727614	CONSERVAR MONTAGENS E INFRA	574677603	27.03.2025
	8300	329077345	  30	2107119	Tripé PUA 25	      1	PC					A	ZBRSD3		31727614	CONSERVAR MONTAGENS E INFRA	574677603	27.03.2025
	8300	329077593	  10	2101534	Massa ved anti-fogo FS-ONE MAX 10.1OZ CA	      3	PC					A	ZBRSD7		16903170	MAYEKAWA DO BRASIL EQUIPAMENTOS	5800738	02.04.2025
	8300	329077593	  20	2281190	Pintura ablativa CP 670 17,5kg	      1	PC					A	ZBRSD7		16903170	MAYEKAWA DO BRASIL EQUIPAMENTOS	5800738	02.04.2025
	8300	329077593	  30	2223019	Placa lã de rocha 1200x600x50 160 kg/m3	      1	PC					A	ZBRSD7		16903170	MAYEKAWA DO BRASIL EQUIPAMENTOS	5800738	02.04.2025
	8300	329077933	  10	2156393	Prego para aço X-S 14 B3 MX BULK	     12	PAC					A	ZBR888		16895399	ARCELORMITTAL BRASIL S A	574685573	02.04.2025
	8300	329077936	  10	2156393	Prego para aço X-S 14 B3 MX BULK	     12	PAC					A	ZBR888		16895399	ARCELORMITTAL BRASIL S A	574685613	02.04.2025
	8300	329077936	  20	2156393	Prego para aço X-S 14 B3 MX BULK	     12	PAC					A	ZBR888		16895399	ARCELORMITTAL BRASIL S A	574685613	02.04.2025
	8300	329078214	  10	2123994	Prego para betão X-C 24 B3 MX	      2	PAC					A	ZBRSA3		23171938	AGUIAR DE PAULA ENGENHARIA LTDA EPP	574664718	19.03.2025
	8300	329078214	  20	2207024	Arruela Cônica X-CW S23	     10	PAC					A	ZBRSA3		23171938	AGUIAR DE PAULA ENGENHARIA LTDA EPP	574664718	19.03.2025
	8300	329078214	  30	285718	Fixador de calha X-ET MX	      4	PAC					A	ZBRSA3		23171938	AGUIAR DE PAULA ENGENHARIA LTDA EPP	574664718	19.03.2025
	8300	329078220	  10	24806	Cola CA-CG KW.B.3400	     25	PC					A	ZBRSD3		30597157	PEDRO PAULO GIUBBINA LORENZINI	574685686	02.04.2025
	8300	329078506	  10	2251351	Bateria B 22-85 Li-ion	      1	PC					A	ZBRSL4		29484102	HIDROCABOS COMERCIO DE MATERIAIS	5800743	02.04.2025
	8300	329078539	  10	436064	Prego para betão X-CS 47 P8	     20	PAC					A	ZBRSD3		16902010	CONSTRUTORA COZMAN LTDA	574664795	19.03.2025
	8300	329078539	  20	2123404	Químico injeção HIT-RE 500 V3/500/1	      2	PC					A	ZBRSD3		16902010	CONSTRUTORA COZMAN LTDA	574664795	19.03.2025
	8300	329078551	  10	2156393	Prego para aço X-S 14 B3 MX BULK	      2	PAC					A	ZBR888		16895399	ARCELORMITTAL BRASIL S A	574685722	02.04.2025
	8300	329078860	  10	2149989	Prego para betão X-C 36 B3 MX	     30	PAC					A	ZBRSD3		19401187	TENDA NEGOCIOS IMOBILIARIOS SA	574670899	24.03.2025
	8300	329078862	  10	2133384	Fita intumesc. em rolo CFS-W P	      5	PC					A	ZBRSD3		27279823	SK REALTY EMPREENDIMENTOS	574684223	01.04.2025
	8300	329078866	  10	2156393	Prego para aço X-S 14 B3 MX BULK	     36	PAC					A	ZBR888		16895399	ARCELORMITTAL BRASIL S A	574685773	02.04.2025
	8300	329079223	  10	2210795	Cartucho DX 6.8/11 M10 amarelo	      2	PAC					A	ZBRSD7		31023155	LAUSANNE SWISS PARK EMPREEND	574675057	26.03.2025
	8300	329079223	  20	436067	Prego para betão X-CS 27 P8 S23 C	      2	PAC					A	ZBRSD7		31023155	LAUSANNE SWISS PARK EMPREEND	574675057	26.03.2025
	8300	329079225	  10	2006020	Martelo perf. TE 1 220V mala	      2	PC					A	ZBRSE3		28189589	LADEIRA - LOCACAO DE MAQUINAS	574675415	31.03.2025
	8300	329079226	  10	304939	Broca helicoidal HSS 1-13 (25) pack	      2	PC					A	ZBRSL4		16891822	SANTHER FABRICA DE PAPEL	574676710	27.03.2025
	8300	329079230	  10	2150734	Disco de corte AC-D SP 180x2.5	     12	PAC					A	ZBRSD3		28958371	UNIDA CARDOSO NEW SERVICOS	574679012	31.03.2025
	8300	329079232	  10	2165909	Broca p/ perfurar TE-YX 26/52 1"-21"	      6	PC					A	ZBRSD3		27038588	CONSORCIO LINHA 02 VERDE VILA	574679629	31.03.2025
	8300	329079233	  10	2031400	Químico injeção HIT-MM PLUS 500/2	    120	PC					A	ZBRSD7		29616284	DI FRANCESCO INCORPORACOES LTDA	574681672	01.04.2025
	8300	329079233	  20	2007057	Porta-cartucho HIT-CB 500	      2	PC					A	ZBRSD7		29616284	DI FRANCESCO INCORPORACOES LTDA	574681672	01.04.2025
	8300	329079233	  30	2005641	Dispensador HDM 500 caixa	      1	PC					A	ZBRSD7		29616284	DI FRANCESCO INCORPORACOES LTDA	574681672	01.04.2025
	8300	329079234	  10	2216412	Braço de calha OS S-M SB-Z 200 M6 + M10	      6	PC					A	ZBRSG3		28468729	PETROLEO BRASILEIRO S A PETROBRAS	574685717	02.04.2025
	8300	329079237	  10	2095931	Rebarb./Esmerilh. AG 115-8D	      2	PC					A	ZBRSI2		29346324	LA ROCCA DALLO EMPREENDIMENTOS	574685837	02.04.2025
	8300	329079237	  20	411287	Tripé PMA 20	      2	PC					A	ZBRSI2		29346324	LA ROCCA DALLO EMPREENDIMENTOS	574685837	02.04.2025
	8300	329079237	  30	438579	Mart. demolidor TE 700-AVR 220V	      1	PC					A	ZBRSI2		29346324	LA ROCCA DALLO EMPREENDIMENTOS	574685837	02.04.2025
	8300	329079237	  40	2122713	Martelo perf. TE 3-ML 220V mala	      3	PC					A	ZBRSI2		29346324	LA ROCCA DALLO EMPREENDIMENTOS	574685837	02.04.2025
	8300	329079237	  50	2322754	Laser linha PM 2-LG	      2	PC					A	ZBRSI2		29346324	LA ROCCA DALLO EMPREENDIMENTOS	574685837	02.04.2025
	8300	329079925	  10	2149226	Univ. cable tie holder X-UCT-E MX	      8	PAC					A	ZBRSI2		31701091	FATOR INCORPORACOES LTDA	574685399	02.04.2025
	8300	329079925	  20	2156390	High performance nail X-P 20 B3 MX BULK	      2	PAC					A	ZBRSI2		31701091	FATOR INCORPORACOES LTDA	574685399	02.04.2025
	8300	329079928	  10	2261799	Coroa B 82/430+ P-U abras.	      4	PC					A	ZBRSI2		30198882	STILLO D'AGUA COMERCIO	574685684	02.04.2025
	8300	329079928	  20	2261724	Coroa B 52/430+ P-U abras.	      1	PC					A	ZBRSI2		30198882	STILLO D'AGUA COMERCIO	574685684	02.04.2025
	8300	329079928	  30	305542	Encabadouro/Encaixe BL (M41)	      1	PC					A	ZBRSI2		30198882	STILLO D'AGUA COMERCIO	574685684	02.04.2025
	8300	329079928	  40	2261810	Módulo subst. (coroa) 82 P-U abras.	      3	PC					A	ZBRSI2		30198882	STILLO D'AGUA COMERCIO	574685684	02.04.2025
	8300	329079929	  10	432947	Fita para cabos X-ECT 40 MX	     10	PAC					A	ZBRSI2		25703355	P B INTERNACIONAL EMPREENDIMENTOS	574685855	02.04.2025
	8300	329079931	  10	2149225	Suporte de anilha X-WHC B3 embal.	      2	PC					A	ZBR888		26369127	ARCELORMITTAL BRASIL S.A.	574685906	02.04.2025
	8300	329079934	  10	2116103	Espuma poliuret. p/ isolam. CF-I 65  ECO	     48	PC					A	ZBRSI2		19165171	RDO EMPREENDIMENTOS	574685928	02.04.2025
	8300	329079934	  20	24631	Dissolvente CFR1 500ML	     12	PC					A	ZBRSI2		19165171	RDO EMPREENDIMENTOS	574685928	02.04.2025
	8300	329079935	  10	2149225	Suporte de anilha X-WHC B3 embal.	      4	PC					A	ZBR888		26369127	ARCELORMITTAL BRASIL S.A.	574685944	02.04.2025
	8300	329079936	  10	2203502	End cover Mekano 100-2T EC TPV	    440	PC					A	ZBRSG3		16895297	PETROLEO BRASILEIRO S A PETROBRAS	574685978	02.04.2025
	8300	329080235	  10	436064	Prego para betão X-CS 47 P8	     10	PAC					A	ZBRSD3		31230879	PLANO TAPAJOS EMPREENDIMENTOS	574686030	02.04.2025
	8300	329080236	  10	2133384	Fita intumesc. em rolo CFS-W P	     54	PC					A	ZBRSB3		31265705	MORELIA EMPREENDIMENTOS	574686033	02.04.2025
	8300	329080238	  10	436064	Prego para betão X-CS 47 P8	     10	PAC					A	ZBRSD3		31230879	PLANO TAPAJOS EMPREENDIMENTOS	574686037	02.04.2025
	8300	329080240	  10	436064	Prego para betão X-CS 47 P8	     10	PAC					A	ZBRSD3		31230879	PLANO TAPAJOS EMPREENDIMENTOS	574686042	02.04.2025
	8300	329080538	  10	2346083	Broca escalonada TS-BT 5.3-65 S	      2	PC					A	ZBRSG3		16895297	PETROLEO BRASILEIRO S A PETROBRAS	574562014	02.04.2025
	8300	329080840	  10	2149989	Prego para betão X-C 36 B3 MX	     15	PAC					A	ZBRSB4		31391625	SMART SAO JUDAS SPE LTDA	574686113	02.04.2025
	8300	329080841	  10	2123994	Prego para betão X-C 24 B3 MX	     10	PAC					A	ZBRSL4		31616774	VALPELINE EMPREENDIMENTOS	574686136	02.04.2025
	8300	329080841	  20	2149989	Prego para betão X-C 36 B3 MX	     12	PAC					A	ZBRSL4		31616774	VALPELINE EMPREENDIMENTOS	574686136	02.04.2025
	8300	329080844	  10	2149989	Prego para betão X-C 36 B3 MX	      4	PAC					A	ZBRSG2		31498609	EMCCAMP INCORPORACAO SC 20 SPE LTDA	574686148	02.04.2025
	8300	329081760	  10	2291205	Chave impacto a bat. SIW 4AT-22 1/2'' ma	      1	PC					A	ZBR888		22097883	BRASKEM SA	574683209	24.06.2025
	8300	329081760	  20	2251351	Bateria B 22-85 Li-ion	      1	PC					A	ZBR888		22097883	BRASKEM SA	574683209	24.06.2025
	8300	329081760	  30	2333283	Carreg. bateria C 6-22 220V caixa	      1	PC					A	ZBR888		22097883	BRASKEM SA	574683209	24.06.2025
	8300	329081760	  40	2291201	Módulo de controlo de torque SI-AT-22 po	      1	PC					A	ZBR888		22097883	BRASKEM SA	574683209	24.06.2025
	8300	329081763	  10	2345768	Cavilha/Pino rosc. S-BT-MF M8/7 AN 6 HL	      1	PAC					A	ZBR888		17385064	BRASKEM S A	574681116	23.07.2025
	8300	329081769	  10	304054	Ângulo de 4 furos MQW-4-R	     40	PC					A	ZBR888		22097883	BRASKEM SA	574681918	23.07.2025
	8300	329083054	  10	2133384	Fita intumesc. em rolo CFS-W P	      3	PC					A	ZBRSO7		31500625	GAMELEIRA EMPREEND IMOBILIARIO LTDA	574685984	02.04.2025
	8300	329083054	  20	2281190	Pintura ablativa CP 670 17,5kg	      3	PC					A	ZBRSO7		31500625	GAMELEIRA EMPREEND IMOBILIARIO LTDA	574685984	02.04.2025
	8300	329083054	  30	2223019	Placa lã de rocha 1200x600x50 160 kg/m3	     31	PC					A	ZBRSO7		31500625	GAMELEIRA EMPREEND IMOBILIARIO LTDA	574685984	02.04.2025
	8300	329083054	  40	209625	Ved anti-fogo juntas CP 606 310ml branco	     15	PC					A	ZBRSO7		31500625	GAMELEIRA EMPREEND IMOBILIARIO LTDA	574685984	02.04.2025
	8300	329083055	  10	2142303	Químico injeção HIT-RE 10 580/1-WH	      4	PC					A	ZBRSD7		22486536	CENTRO NACIONAL DE PESQUISA EM	574686075	02.04.2025
	8300	329083055	  20	337111	Bico misturador HIT-RE-M	     10	PC					A	ZBRSD7		22486536	CENTRO NACIONAL DE PESQUISA EM	574686075	02.04.2025
	8300	329083055	  30	304259	Abraç. cargas elev. MP-MI-F 3/4"	     80	PC					A	ZBRSD7		22486536	CENTRO NACIONAL DE PESQUISA EM	574686075	02.04.2025
	8300	329083055	  40	386402	Abraç residencial MP-HI 8-12 M8/M10	    125	PC					A	ZBRSD7		22486536	CENTRO NACIONAL DE PESQUISA EM	574686075	02.04.2025
	8300	329083055	  50	2008829	Abraçadeira de aperto vertical MH-EMTV 1	     50	PC					A	ZBRSD7		22486536	CENTRO NACIONAL DE PESQUISA EM	574686075	02.04.2025
	8300	329083055	  60	2008831	Abraçadeira de aperto vertical MH-EMTV 1	    100	PC					A	ZBRSD7		22486536	CENTRO NACIONAL DE PESQUISA EM	574686075	02.04.2025
	8300	329083055	  70	304260	Abraç. cargas elev. MP-MI-F 1"	     50	PC					A	ZBRSD7		22486536	CENTRO NACIONAL DE PESQUISA EM	574686075	02.04.2025
	8300	329083055	  80	304258	Abraç. cargas elev. MP-MI-F 1/2"	     50	PC					A	ZBRSD7		22486536	CENTRO NACIONAL DE PESQUISA EM	574686075	02.04.2025
	8300	329083055	  90	284385	Calha de instalação MQ-21-D-HDG plus 6m	     60	M					A	ZBRSD7		22486536	CENTRO NACIONAL DE PESQUISA EM	574686075	02.04.2025
	8300	329083055	 100	304264	Abraç. cargas elev. MP-MI-F 2"	     10	PC					A	ZBRSD7		22486536	CENTRO NACIONAL DE PESQUISA EM	574686075	02.04.2025
	8300	329083056	  10	2222545	Químico injeção HIT-RE 100-HC 580/1	     30	PC					A	ZBRSH6		27943906	ATHIVABRASIL SPE OSWALDO ARANHA	574686170	02.04.2025
	8300	329083057	  10	2005641	Dispensador HDM 500 caixa	      1	PC					A	ZBRSI2		31325903	W ALL LTDA	574686354	02.04.2025
	8300	329083285	  10	2134761	Laser rotativo PR 30-HVS A12	      1	PC					A	ZBRSE3		21186351	MRV ENGENHARIA E PARTICIPACOES SA	574684634	02.04.2025
	8300	329083285	  20	2107119	Tripé PUA 25	      1	PC					A	ZBRSE3		21186351	MRV ENGENHARIA E PARTICIPACOES SA	574684634	02.04.2025
	8300	329083285	  30	2107220	Escala de medição PUA 53 CM	      1	PC					A	ZBRSE3		21186351	MRV ENGENHARIA E PARTICIPACOES SA	574684634	02.04.2025
	8300	329083285	  40	2333570	Bateria B 12-30 Li-ion	      2	PC					A	ZBRSE3		21186351	MRV ENGENHARIA E PARTICIPACOES SA	574684634	02.04.2025
	8300	329083286	  10	2123994	Prego para betão X-C 24 B3 MX	      4	PAC					A	ZBRSI3		18279155	MRV ENGENHARIA E PARTICIPACOES	574684635	02.04.2025
	8300	329083286	  20	2149989	Prego para betão X-C 36 B3 MX	      4	PAC					A	ZBRSI3		18279155	MRV ENGENHARIA E PARTICIPACOES	574684635	02.04.2025
	8300	329083286	  30	2105698	Lata de gás GC 42	      8	PC					A	ZBRSI3		18279155	MRV ENGENHARIA E PARTICIPACOES	574684635	02.04.2025
	8300	329083291	  10	2133384	Fita intumesc. em rolo CFS-W P	      5	PC					A	ZBRSD7		16881402	RILE COMERCIAL LTDA	574685240	01.04.2025
	8300	329083291	  20	386341	Lata de gás GC 22 (ROW)	      1	PC					A	ZBRSD7		16881402	RILE COMERCIAL LTDA	574685240	01.04.2025
	8300	329083291	  30	2261725	Coroa B 62/430+ P-U abras.	      1	PC					A	ZBRSD7		16881402	RILE COMERCIAL LTDA	574685240	01.04.2025
	8300	329083291	  40	2261799	Coroa B 82/430+ P-U abras.	      1	PC					A	ZBRSD7		16881402	RILE COMERCIAL LTDA	574685240	01.04.2025
	8300	329083291	  50	2261730	Coroa B 112/430+ P-U abras.	      1	PC					A	ZBRSD7		16881402	RILE COMERCIAL LTDA	574685240	01.04.2025
	8300	329083291	  60	2261736	Coroa B 162/430+ P-U abras.	      1	PC					A	ZBRSD7		16881402	RILE COMERCIAL LTDA	574685240	01.04.2025
	8300	329083293	  10	2123404	Químico injeção HIT-RE 500 V3/500/1	      7	PC					A	ZBRSE3		31736894	L P ROVER ENGENHARIA CIVIL	574685990	02.04.2025
	8300	329083294	  10	24806	Cola CA-CG KW.B.3400	      6	PC					A	ZBRSL4		29702709	PRIME MARCENARIA TECNICA LTDA.	574686132	02.04.2025
	8300	329083295	  10	2341252	Ponteiro TE-SX SM 43 (4)	      4	PAC					A	ZBRSI2		16907206	LOCADORA SUL  MAQUINAS E	574686372	02.04.2025
	8300	329083295	  20	2168891	Escopro TE-SX FM 43 (4)	      4	PAC					A	ZBRSI2		16907206	LOCADORA SUL  MAQUINAS E	574686372	02.04.2025
	8300	329083299	  10	2203505	Placa de reforço OS S-M GP-CH100-2T SS	     41	PC					A	ZBRSG3		16895297	PETROLEO BRASILEIRO S A PETROBRAS	574686377	02.04.2025
	8300	329083300	  10	2123994	Prego para betão X-C 24 B3 MX	      6	PAC					A	ZBRSA9		20107684	MRV ENGENHARIA E PARTICIPACOES SA	574686384	02.04.2025
	8300	329083300	  20	2149988	Prego para betão X-C 30 B3 MX	      4	PAC					A	ZBRSA9		20107684	MRV ENGENHARIA E PARTICIPACOES SA	574686384	02.04.2025
	8300	329083480	  10	2123994	Prego para betão X-C 24 B3 MX	     18	PAC					A	ZBRSE3		25430671	DABOL ENGENHARIA E CONSTRUCOES	574686389	02.04.2025
	8300	329083480	  20	2207024	Arruela Cônica X-CW S23	    108	PAC					A	ZBRSE3		25430671	DABOL ENGENHARIA E CONSTRUCOES	574686389	02.04.2025
	8300	329083729	  10	2405805	Porca+anilha HAS-NW-105 3/4"	      6	PAC					A	ZBRSA8		31044054	ELECNOR AZULAO SPE LTDA	574678751	28.03.2025
	8300	329083999	  10	2361528	Chave impacto a bat. SIW 10-22 3/4" mala	      1	PC					A	ZBR888		16888192	COMPANHIA BRASILEIRA DE ALUMINIO	574686408	02.04.2025
	8300	329084000	  10	2127987	Fixação de expansão HKV 3/8"x30	     56	PAC					A	ZBRSD3		16894053	MENDES HOLLER ENGENHARIA LTDA	574686450	02.04.2025
	3000	329084403	  10	2198013	Varilla anclaje HAS-E-55 1-1/4"x16"	     50	PC					A	ZMX998		15411138	LASSER INGENIERIA Y CONSTRUCCION	574686430	03.04.2025
	8750	329090972	  10	2207577	Cápsula química HVU2 M12x165	     80	PC					A	ZAR003		15907824	SIDERCA  S.A.I.C.	574528523	28.03.2025
	8750	329090974	  10	2105718	Anclaje macho HST3 M12x105 30/10	     25	PC					A	ZAR24B		15907749	PECOM SERVICIOS ENERGIA SA	574538085	27.03.2025
	8750	329090978	  10	2206617	Broca para taladro TE-CX 20/32	      6	PC					A	ZAR013		21584488	GRUPO CMX SA	574548654	28.03.2025
	8300	329090981	  10	2018446	Varão de bucha HIT-Z 5/8" x 6"	      1	PAC					A	ZBRSB4		30209916	COMAU DO BRASIL AUTOMACAO E	5798825	25.03.2025
	8750	329090982	  10	267720	Campana antipolvo (rozas) DC-EX 125/5"M	      1	PC					A	ZAR997		19697659	COMPANIA DE APLICACIONES	574550187	02.04.2025
	8750	329090988	  10	2223835	YR93115963Varilla anc HAS-U 8.8 M16x190	     40	PC					A	ZAR013		18455948	TOYOTA ARGENTINA S.A.	574552444	28.03.2025
	8300	329090992	  10	2105719	Fixação met. segurança HST3 M12x115 40/2	  8.500	PC					A	ZBRSD7		16899508	RENIL DO BRASIL INDUSTRIAL EIRELI	5799016	02.04.2025
	8300	329090992	  20	2105859	Fixação met. segurança HST3 M16x145 45/2	    696	PC					A	ZBRSD7		16899508	RENIL DO BRASIL INDUSTRIAL EIRELI	5799016	02.04.2025
	8750	329090998	  10	2223827	Varilla anclaje HAS-U 5.8 M12x220	    140	PC					A	ZAR020		15907671	SACDE SOCIEDAD ARGENTINA DE	574554434	28.03.2025
	8650	329090999	  10	2238576	Vaso diamantado DG-CW 115/4.5" P (2) uni	      2	PC					A	ZCL112		17488856	CONSTRUCTORA NOVAL LTDA	574684228	27.03.2025
	8750	329091007	  10	2039216	Adaptador para puntas S-BH IMP 75/3" RM	      5	PC					A	ZAR023		15909985	RAC  S.R.L.	574556403	28.03.2025
	8750	329091015	  10	2270820	Vaso diamantado DG-CW 150/6" SPX acabado	      1	PC					A	ZAR003		17783637	ARCOR SAIC	574558269	28.03.2025
	8300	329091021	  10	2334277	Químico injeção HY 200-R V3 500/1/WH	      8	PC					A	ZBRSB4		30209916	COMAU DO BRASIL AUTOMACAO E	5800753	02.04.2025
	8750	329091024	  10	237335	Clavo universal X-U 37 P8	    100	PC					A	ZAR003		15907848	TERNIUM ARGENTINA SA	574558297	28.03.2025
	8650	329091028	  10	2179720	Hoja sierra sable SP 23 10 (5) metal	     50	PC					A	ZCL125		15913253	SOCIEDAD CONTRACTUAL MINERA	574685548	27.03.2025
	8750	329091033	  10	2253770	Herr. fijación a batería BX 3-ME-22 male	      1	PC					A	ZAR003		25072061	LEITEN S. A.	574559710	28.03.2025
	8300	329091035	  10	2252534	Cravadora NUN 54-22 mala	      1	PC					A	ZBRSD3		31733615	LELIS ESPARTEL	529285115	04.04.2025
	8750	329091037	  10	2253770	Herr. fijación a batería BX 3-ME-22 male	      1	PC					A	ZAR003		25072061	LEITEN S. A.	574582061	28.03.2025
	8650	329091041	  10	2095933	Amoladora angular AG 180-20D	      8	PC					A	ZCL150		24088316	ASTURIAS FERRETERIA	574685645	27.03.2025
	8650	329091041	  20	2095931	Amoladora angular AG 115-8D	      8	PC					A	ZCL150		24088316	ASTURIAS FERRETERIA	574685645	27.03.2025
	8750	329091046	  10	2287620	Varilla anclaje HIT-Z M10x115	  7.000	PC					A	ZAR020		30563190	CRUCI S. R. L.	574587597	28.03.2025
	8650	329091052	  10	228103	Martillo perforador TE 2-S 230V maletín	      1	PC					A	ZCL114		30981310	PROINGENIERIA SPA	574686277	27.03.2025
	8750	329091054	  10	2039190	Juego de puntas S-BSC+ UNI 25/1" IMP (10	      1	PC					A	ZAR020		26660481	ALIMENTOS MODERNOS S.A	574590511	28.03.2025
	8750	329091063	  10	2021999	Broca para taladro TE-CX 6/22 MP8	      8	PC					A	ZAR24A		23453386	TECNOBAHIA S.A.	574608421	27.03.2025
	8750	329091071	  10	2261697	Broca B 202/430 P-U abras	      2	PC					A	ZAR013		30596816	CREAURBANA	574617576	28.03.2025
	8300	329091074	  10	2143261	Limitador profundidade S-DG BT M10-W10/1	      2	PC					A	ZBRSG3		16895297	PETROLEO BRASILEIRO S A PETROBRAS	574521060	02.04.2025
	8750	329091078	  10	2237409	Taco HSL4 M16 d24x138 10/-/-	     20	PC					A			15908937	TERMAIR S.A.	574619920	27.03.2025
	8750	329091079	  10	2139006	Broca C+ 12/150 SPX-T abras	      7	PC					A	ZAR013		15908937	TERMAIR S.A.	574667841	28.03.2025
	8750	329091079	  20	2139006	Broca C+ 12/150 SPX-T abras	      3	PC					A	ZAR013		15908937	TERMAIR S.A.	574667841	28.03.2025
	8300	329091086	  10	2158107	Coroa BS-F 300/450 SP-H abras.	      1	PC					A	ZBRSL4		25631678	BARRETO CORTES E FUROS EM CONCRETO	574522146	02.04.2025
	8750	329091090	  10	2151634	Broca para taladro TE-CX 14/17	      2	PC					A	ZAR003		15907757	TECHINT CIA. TECNICA INTERNAC.	574628117	28.03.2025
	8650	329091091	  10	2123404	Adhesivo inyecc. HIT-RE 500 V3/500/1	     15	PC					A	ZCL134		15920063	SACYR CHILE S.A	574686431	27.03.2025
	8300	329091095	  10	2158107	Coroa BS-F 300/450 SP-H abras.	      1	PC					A	ZBRSD7		18049928	MONTADORA PISO FACIL LTDA ME	574525548	02.04.2025
	8750	329091100	  10	2261697	Broca B 202/430 P-U abras	      2	PC					A	ZAR997		15907732	OBRAS Y SISTEMAS S.A	574632803	02.04.2025
	8650	329091101	  10	436062	Clavo para hormigón X-CS 27 P8	  5.000	PC					A	ZCL112		15920281	CONSTRUCTORA CUEVAS Y PURCELL S A	574686432	27.03.2025
	8650	329091101	  20	2210796	DX cartucho 6.8/11 M10 rojo	  5.000	PC					A	ZCL112		15920281	CONSTRUCTORA CUEVAS Y PURCELL S A	574686432	27.03.2025
	8750	329091105	  10	2242387	Vaso diamantado DG-CW 125/5" P (6) univ	     36	PC					A	ZAR020		15907707	CRIBA  S.A.	574634184	28.03.2025
	8300	329091112	  10	2158107	Coroa BS-F 300/450 SP-H abras.	      1	PC					A	ZBRSD7		30885535	PILAR SERVICOS TECNICOS EM	574540213	02.04.2025
	8750	329091114	  10	2206617	Broca para taladro TE-CX 20/32	      4	PC					A	ZAR24A		15907858	A EVANGELISTA S A	574634954	27.03.2025
	8750	329091114	  20	2199637	Broca BI 30/320 SP-L abras	      1	PC					A	ZAR24A		15907858	A EVANGELISTA S A	574634954	27.03.2025
	8750	329091118	  10	2105888	Anclaje macho HST3 M8x75 -/10	    300	PC					A	ZAR24A		26762197	YPF SOCIEDAD ANONIMA	574644503	27.03.2025
	8750	329091120	  10	2262095	Saco para polvo VC 40-X/150-10 X (10) pl	     10	PC					A	ZAR020		25072061	LEITEN S. A.	574654161	28.03.2025
	8750	329091121	  10	2341237	Cincel puntero TE-SX SM 36	      2	PC					A	ZAR013		15907707	CRIBA  S.A.	574657733	28.03.2025
