
		SOrg.	SaTy	Sales Doc.	Sold-to	Name 1	Ship-to	Name 1	CustLoy	Foc.Cust	Territory	Created On	Typ	Material	Item Description	Order Qty	Corr.qty	ConfirmQty	SU	      BO value	Crcy	InitReqDt	promised	Mat.Av.Dt.	Dlv.Date	DS	DB	BOstatus	BO	   BO status changed	GM	unc.	Description	Shp. Cond.	Route	Req.dlv.dt
		3000	OR	574582325	29015313	ICA FLUOR DANIEL	28606672	ICA FLUOR DANIEL S. DE R.L. DE C.V.		X	TMXS012951	16.01.2025	X5	259271	Equipo de limpieza DX		      4	        4	PC	    10.499,20	MXN	17.01.2025	01.04.2025	13.05.2025	20.05.2025	A		Unproc	X	 16.01.2025 23:09:42	A		DX	SV	ZMXA04	17.01.2025
		8300	OR	574582348	26563451	ALUGAMAQUINAS ALUGUEL DE BENS	26563451	ALUGAMAQUINAS ALUGUEL DE BENS		X	TBR2020604	16.01.2025	X6	2014739	Bico de protecção 10,5	       3	      3	        3	PC	        10,62	BRL	17.01.2025	06.03.2025	19.02.2025	06.03.2025	A		Unproc	X	 16.01.2025 21:08:42	A		REPAIR PARTS	S0	ZBR7E6	17.01.2025
		8300	OR	574582348	26563451	ALUGAMAQUINAS ALUGUEL DE BENS	26563451	ALUGAMAQUINAS ALUGUEL DE BENS		X	TBR2020604	16.01.2025	X6	2082534	Escova carvão 220-240V pack	       1	      1	        1	PC	       201,82	BRL	17.01.2025	06.03.2025	19.02.2025	06.03.2025	A		Unproc	X	 16.01.2025 21:08:42	A		REPAIR PARTS	S0	ZBR7E6	17.01.2025
		8300	OR	574582348	26563451	ALUGAMAQUINAS ALUGUEL DE BENS	26563451	ALUGAMAQUINAS ALUGUEL DE BENS		X	TBR2020604	16.01.2025	X6	2115009	Anel de vedação 22x15x5	       1	      1	        1	PC	        13,21	BRL	17.01.2025	06.03.2025	19.02.2025	06.03.2025	A		Unproc	X	 16.01.2025 21:08:42	A		REPAIR PARTS	S0	ZBR7E6	17.01.2025
		8300	OR	574582348	26563451	ALUGAMAQUINAS ALUGUEL DE BENS	26563451	ALUGAMAQUINAS ALUGUEL DE BENS		X	TBR2020604	16.01.2025	X6	2150956	Anel de vedação 22x17,1x4,6	       1	      1	        1	PC	        52,24	BRL	17.01.2025	06.03.2025	19.02.2025	06.03.2025	A		Unproc	X	 16.01.2025 21:08:42	A		REPAIR PARTS	S0	ZBR7E6	17.01.2025
		8300	OR	574582348	26563451	ALUGAMAQUINAS ALUGUEL DE BENS	26563451	ALUGAMAQUINAS ALUGUEL DE BENS		X	TBR2020604	16.01.2025	X6	2192349	Rotor TE 500-X 220-230V kit de serviço	       1	      1	        1	PC	       313,27	BRL	17.01.2025	06.03.2025	19.02.2025	06.03.2025	A		Unproc	X	 16.01.2025 21:08:42	A		REPAIR PARTS	S0	ZBR7E6	17.01.2025
		8300	OR	574582348	26563451	ALUGAMAQUINAS ALUGUEL DE BENS	26563451	ALUGAMAQUINAS ALUGUEL DE BENS		X	TBR2020604	16.01.2025	X6	2201177	Placa rolamento assy embal.	       1	      1	        1	PC	       210,72	BRL	17.01.2025	06.03.2025	19.02.2025	06.03.2025	A		Unproc	X	 16.01.2025 21:08:42	A		REPAIR PARTS	S0	ZBR7E6	17.01.2025
		8300	OR	574582348	26563451	ALUGAMAQUINAS ALUGUEL DE BENS	26563451	ALUGAMAQUINAS ALUGUEL DE BENS		X	TBR2020604	16.01.2025	X6	2208351	Folha de metal	       1	      1	        1	PC	        24,48	BRL	17.01.2025	06.03.2025	19.02.2025	06.03.2025	A		Unproc	X	 16.01.2025 21:08:42	A		REPAIR PARTS	S0	ZBR7E6	17.01.2025
		8300	OR	574582348	26563451	ALUGAMAQUINAS ALUGUEL DE BENS	26563451	ALUGAMAQUINAS ALUGUEL DE BENS		X	TBR2020604	16.01.2025	X6	2152978	Anel magnético SAG 125-13S	       2	      2	        2	PC	        43,09	BRL	17.01.2025	06.03.2025	19.02.2025	06.03.2025	A		Unproc	X	 16.01.2025 21:08:42	A		REPAIR PARTS	S0	ZBR7E6	17.01.2025
		8300	OR	574582348	26563451	ALUGAMAQUINAS ALUGUEL DE BENS	26563451	ALUGAMAQUINAS ALUGUEL DE BENS		X	TBR2020604	16.01.2025	X6	2198133	Regulador de velocidade DGH 130 230V	       1	      1	        1	PC	       516,18	BRL	17.01.2025	06.03.2025	19.02.2025	06.03.2025	A		Unproc	X	 16.01.2025 21:08:42	A		REPAIR PARTS	S0	ZBR7E6	17.01.2025
		8300	OR	574582348	26563451	ALUGAMAQUINAS ALUGUEL DE BENS	26563451	ALUGAMAQUINAS ALUGUEL DE BENS		X	TBR2020604	16.01.2025	X6	2198138	Colector de pó DGH 130	       2	      2	        2	PC	       542,16	BRL	17.01.2025	06.03.2025	19.02.2025	06.03.2025	A		Unproc	X	 16.01.2025 21:08:42	A		REPAIR PARTS	S0	ZBR7E6	17.01.2025
		8300	OR	574582348	26563451	ALUGAMAQUINAS ALUGUEL DE BENS	26563451	ALUGAMAQUINAS ALUGUEL DE BENS		X	TBR2020604	16.01.2025	ND	2238299	Fuso M6 cpl embal.	       1	      1	        1	PC	        21,11	BRL	17.01.2025	01.04.2025	20.03.2025	01.04.2025	A		Unproc	X	 16.01.2025 21:08:42	A		Diamond Light	S0	ZBRSE3	17.01.2025
		3000	OR	574582384	23688926	BERTHA YANETH AGUIRRE CHAVEZ	23688926	BERTHA YANETH AGUIRRE CHAVEZ			TMXISAM105	16.01.2025	X6	260353	Taco tirafondo HPS-1 8/10x40	     200	    200	      200	PC	     4.071,00	MXN	17.01.2025	27.03.2025	13.05.2025	19.05.2025	A		Unproc	X	 16.01.2025 21:38:54	A		Anchors Mechanical	S1	ZMXA05	17.01.2025
		8650	ZRO	7236606560	19969824	POSTEC SPA	19969824	POSTEC SPA		X	TCL3100011	16.01.2025	X6	279316	Rodamiento de bolas 12X32X10	       1	      1		PC	       32.400	CLP		21.01.2025		16.01.2025		Z3	Unproc	X	 17.01.2025 16:52:57		X	REPAIR PARTS	0Q	ZCL402	16.01.2025
		8650	ZRO	7236606560	19969824	POSTEC SPA	19969824	POSTEC SPA		X	TCL3100011	16.01.2025	X6	280097	Escobilla de carbón 220V-240V juego	       1	      1		PC	       47.000	CLP		21.01.2025		16.01.2025		Z3	Unproc	X	 17.01.2025 16:52:57		X	REPAIR PARTS	0Q	ZCL402	16.01.2025
		8650	ZRO	7236606560	19969824	POSTEC SPA	19969824	POSTEC SPA		X	TCL3100011	16.01.2025	X6	345158	Retén para ejes 14,8x25x7	       1	      1		PC	       13.900	CLP		21.01.2025		16.01.2025		Z3	Unproc	X	 17.01.2025 16:52:57		X	REPAIR PARTS	0Q	ZCL402	16.01.2025
		8650	ZRO	7236606560	19969824	POSTEC SPA	19969824	POSTEC SPA		X	TCL3100011	16.01.2025	X6	279361	Árbol Z26	       1	      1		PC	       43.100	CLP		21.01.2025		16.01.2025		Z3	Unproc	X	 17.01.2025 16:52:57		X	REPAIR PARTS	0Q	ZCL402	16.01.2025
		8650	ZRO	7236606560	19969824	POSTEC SPA	19969824	POSTEC SPA		X	TCL3100011	16.01.2025	X6	279319	Junta 1,5	       1	      1		PC	        6.300	CLP		21.01.2025		16.01.2025		Z3	Unproc	X	 17.01.2025 16:52:57		X	REPAIR PARTS	0Q	ZCL402	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	278562	Junta tórica 50X2	       1	      1	        1	PC	        24,20	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	2113876	Engranaje TS20E lagerschild cpl	       1	      1	        1	PC	    45.126,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	356622	Junta tórica 90X2 recub	       2	      2	        2	PC	       854,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	275831	Junta tórica 81.5X1.5	       1	      1	        1	PC	       139,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357938	Rueda dentada interior	       1	      1	        1	PC	     9.416,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	ND	357283	Rueda satelite Z=24 cpl	       4	      4	        4	PC	     4.664,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357939	Soporte engranaje planetario	       1	      1	        1	PC	     5.426,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	ND	357282	Pivote de articulación	       4	      4	        4	PC	     5.896,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357955	Embrague de seguridad	       1	      1	        1	PC	    19.111,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357237	Rodamiento ranurado de bolas 100X125X13	       1	      1	        1	PC	     1.980,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357359	Soporte engranaje planetario cpl	       1	      1	        1	PC	     2.881,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357451	Junta	       1	      1	        1	PC	       374,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	358034	Junta tórica 157X3 recub	       1	      1	        1	PC	       256,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357254	Junta SA	       1	      1	        1	PC	       317,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357462	Junta Wasser	       1	      1	        1	PC	       267,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357509	Retén para ejes BABSL-25x42x6-NIF	       2	      2	        2	PC	       318,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357930	Rueda dentada	       1	      1	        1	PC	     9.834,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	276735	Junta tórica 106X2	       2	      2	        2	PC	        39,60	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	2017800	Retén para ejes BAUSLX 27-45x55xB7	       1	      1	        1	PC	       678,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357937	Tapa de carcasa	       1	      1	        1	PC	    14.036,00	MXN	16.01.2025	24.02.2025	24.02.2025	24.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357935	Rueda dentada	       1	      1	        1	PC	     4.224,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357772	Rodamiento ranurado de bolas 35X62X9	       1	      1	        1	PC	       425,00	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	327953	Junta tórica 74X2	       1	      1	        1	PC	         8,80	MXN	16.01.2025	07.02.2025	07.02.2025	07.02.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	ZRO	7236613418	15472465	AMS REPARACION INTERNA MX	15472465	AMS REPARACION INTERNA MX			TMXISAM106	16.01.2025	X6	357188	Rodamiento ranurado de bolas 80X100X10	       2	      2	        2	PC	     5.148,00	MXN	16.01.2025	07.02.2025	25.03.2025	25.03.2025	A		Unproc	X	 07.02.2025 00:32:13	A		REPAIR PARTS	0P	ZMX914	16.01.2025
		3000	OR	574583751	23010277	MER GROUP INTEGRATED	23010277	MER GROUP INTEGRATED		X	TMXS015405	17.01.2025	X6	2184368	Conexión a carril MQN-C		    900	      900	PC	    42.993,00	MXN	20.01.2025	28.03.2025	09.04.2025	16.04.2025	A		Unproc	X	 20.01.2025 22:22:30	A		Installation	ST	ZMX998	20.01.2025
		3000	OR	574583751	23010277	MER GROUP INTEGRATED	23010277	MER GROUP INTEGRATED		X	TMXS015405	17.01.2025	X6	370598	Tapa de carril MQZ-E21	      50	     50	       50	PC	       216,77	MXN	20.01.2025	11.04.2025	13.05.2025	20.05.2025	A		Unproc	X	 17.01.2025 15:37:03	A		Installation	ST	ZMX998	20.01.2025
		3000	OR	574583751	23010277	MER GROUP INTEGRATED	23010277	MER GROUP INTEGRATED		X	TMXS015405	17.01.2025	X6	339590	Conector MV 3/2 D-X	      80	     80	       80	PC		MXN	20.01.2025	28.03.2025	09.04.2025	16.04.2025			Resolved		 25.03.2025 20:59:42			Installation	ST	ZMX998	20.01.2025
		3000	OR	574583751	23010277	MER GROUP INTEGRATED	23010277	MER GROUP INTEGRATED		X	TMXS015405	17.01.2025	X6	339590	Conector MV 3/2 D-X	      50	     50	       50	PC	    65.348,00	MXN	20.01.2025	16.04.2025	09.04.2025	16.04.2025	A		Unproc	X	 25.03.2025 20:59:42	A		Installation	ST	ZMX998	20.01.2025
		3000	OR	574584031	25989048	MINERA SAN JULIAN	27285621	MINERA SAN JULIAN SA DE CV		X	TMXS012201	17.01.2025	X6	2118050	Disco de corte SP-SL 125 (2) univ	      20	     20	       20	PC	    28.500,00	MXN	20.01.2025	01.04.2025	13.05.2025	19.05.2025	A		Unproc	X	 17.01.2025 18:09:23	A		Diamond Light	S1	ZMXA05	20.01.2025
		8750	OR	574584136	29661719	ACON TIMBER S.A.U.	29908417	ACON TIMBER S.A.U.		X	TAR0110502	17.01.2025	X6	2008138	Varilla anclaje HAS 8.8 M27x1000	      10	     10	       10	PC	       750,11	USD	21.01.2025	09.04.2025	11.04.2025	16.04.2025	A		Unproc	X	 17.01.2025 20:06:23	A		Anchors Chemical	S1	ZAR013	21.01.2025
		8650	OR	574584220	15922806	CONSTRUCTORA ALTIUS S A	31262041	CONSTRUCTORA ALTIUS S A			TCL3300013	17.01.2025	X0	2411236	Anclaje tornillo KH-EZ 3/8"X3"	      50	     50	       50	PC	       56.064	CLP	20.01.2025	18.04.2025	23.04.2025	24.04.2025	A		Unproc	X	 19.03.2025 01:10:29	A		Anchors Mechanical	S0	ZCL140	18.04.2025
		3000	ZCSC	2103331181	31509612	ARACELI RAMIREZ SEGURA	31509612	ARACELI RAMIREZ SEGURA			TMXISAM102	17.01.2025	X7	2123401	Adhesivo inyecc. HIT-RE 500 V3/330/1	       1	      1		PC	     2.449,80	MXN				17.01.2025		ZP	Unproc	X	 17.01.2025 20:54:07		X	Anchors Chemical	ST		17.01.2025
		8300	OR	574585306	27926775	FISCHER INCORPORACOES S.A	30109960	FISCHER INCORPORACOES S.A		X	TBR2010109	20.01.2025	X6	2158349	Módulo subst. (coroa) 225 SPX-H abras.	       3	      3	        3	PC	     4.117,12	BRL	21.01.2025	07.05.2025	22.04.2025	07.05.2025	A		Unproc	X	 20.01.2025 12:42:19	A		Diamond Light	S0	ZBRSI2	21.01.2025
		8750	OR	574585438	15909569	CONSAR AUSTRAL S.A.	15909569	CONSAR AUSTRAL S.A.		X	TAR0120105	20.01.2025	X6	435442	Pinza receptor p. soporte perimetr. obra	       1	      1	        1	PC	        79,85	USD	21.01.2025	04.04.2025	14.04.2025	23.04.2025	A		Unproc	X	 20.01.2025 13:19:19	A		Measuring	S1	ZAR023	21.01.2025
		8750	OR	574585438	15909569	CONSAR AUSTRAL S.A.	15909569	CONSAR AUSTRAL S.A.		X	TAR0120105	20.01.2025	X6	435441	Soporte perimetr.obra PRA 750	       1	      1	        1	PC	       183,92	USD	21.01.2025	04.04.2025	14.04.2025	23.04.2025	A		Unproc	X	 20.01.2025 13:19:19	A		Measuring	S1	ZAR023	21.01.2025
		8750	OR	574585708	15909445	SURI S.A.	15909445	SURI S.A.		X	TAR0120105	20.01.2025	ND	282990	Husillo de sujeción DD-CS-1/2"	       2	      2	        2	PC	       201,02	USD	21.01.2025	01.04.2025	02.06.2025	05.06.2025	A		Unproc	X	 20.01.2025 14:36:04	A		Diamond Light	S1	ZAR24A	21.01.2025
		8300	OR	574585739	17020931	MULTIMAQUINAS COMERCIO E LOCACAO	17020931	MULTIMAQUINAS COMERCIO E LOCACAO			TBR2020510	20.01.2025	X6	2198132	Parafuso Bearing plate	       3	      3	        3	PC	        22,22	BRL	21.01.2025	26.02.2025	21.02.2025	26.02.2025	A		Unproc	X	 20.01.2025 14:43:47	A		REPAIR PARTS	S0	ZBR3A2	21.01.2025
		8300	OR	574585739	17020931	MULTIMAQUINAS COMERCIO E LOCACAO	17020931	MULTIMAQUINAS COMERCIO E LOCACAO			TBR2020510	20.01.2025	X6	2153047	Anel SAG 125-13S	       1	      1	        1	PC	         1,93	BRL	21.01.2025	26.02.2025	21.02.2025	26.02.2025	A		Unproc	X	 20.01.2025 14:43:47	A		REPAIR PARTS	S0	ZBR3A2	21.01.2025
		8300	OR	574585739	17020931	MULTIMAQUINAS COMERCIO E LOCACAO	17020931	MULTIMAQUINAS COMERCIO E LOCACAO			TBR2020510	20.01.2025	X6	2198140	Alavanca	       1	      1	        1	PC	        83,12	BRL	21.01.2025	26.02.2025	21.02.2025	26.02.2025	A		Unproc	X	 20.01.2025 14:43:47	A		REPAIR PARTS	S0	ZBR3A2	21.01.2025
		8300	OR	574585739	17020931	MULTIMAQUINAS COMERCIO E LOCACAO	17020931	MULTIMAQUINAS COMERCIO E LOCACAO			TBR2020510	20.01.2025	X6	2198138	Colector de pó DGH 130	       1	      1	        1	PC	       308,41	BRL	21.01.2025	26.02.2025	21.02.2025	26.02.2025	A		Unproc	X	 20.01.2025 14:43:47	A		REPAIR PARTS	S0	ZBR3A2	21.01.2025
		8300	OR	574585739	17020931	MULTIMAQUINAS COMERCIO E LOCACAO	17020931	MULTIMAQUINAS COMERCIO E LOCACAO			TBR2020510	20.01.2025	X6	2153052	Retentor do eixo SAG 125-13S	       1	      1	        1	PC	         6,47	BRL	21.01.2025	26.02.2025	21.02.2025	26.02.2025	A		Unproc	X	 20.01.2025 14:43:47	A		REPAIR PARTS	S0	ZBR3A2	21.01.2025
		8300	OR	574585782	22362955	BRASKEM SA	26000177	BRASKEM SA		X	TBR3010203	20.01.2025	ND	2140258	Ligador MIQC-90-MI-V		      8	        8	PC		BRL	30.04.2025	30.04.2025	22.04.2025	30.04.2025	A		Resolved		 22.01.2025 17:40:31	A		Installation	ST	ZBR888	30.04.2025
		8300	OR	574585782	22362955	BRASKEM SA	26000177	BRASKEM SA		X	TBR3010203	20.01.2025	Y1	2273682	Ângulo MT-FA-G M12 1/2 OC fixation		    260	      260	PC		BRL	30.04.2025	30.04.2025	22.04.2025	30.04.2025	A		Resolved		 20.01.2025 17:54:38	A		Installation MT	ST	ZBR888	30.04.2025
		8300	OR	574585782	22362955	BRASKEM SA	26000177	BRASKEM SA		X	TBR3010203	20.01.2025	Y1	2330924	Abraçadeira de base MP-PS L1-1 32-37 1"		      5	        5	PC		BRL	30.04.2025	30.04.2025	22.04.2025	30.04.2025	A		Resolved		 22.01.2025 17:40:31	A		Installation	ST	ZBR888	30.04.2025
		8300	OR	574586212	22362955	BRASKEM SA	26000177	BRASKEM SA		X	TBR3010203	20.01.2025	Y1	2288408	Grampo tipo U MP-UB 60 2" M10 OC	      60	     60	       60	PC	     1.005,69	BRL	30.04.2025	26.03.2025	02.05.2025	09.05.2025	A		Unproc	X	 06.03.2025 01:29:38	A		Installation MT	ST	ZBR888	30.04.2025
		8300	OR	574586212	22362955	BRASKEM SA	26000177	BRASKEM SA		X	TBR3010203	20.01.2025	Y1	2288405	Grampo tipo U MP-UB 33 1" M8 OC	      80	     80	       80	PC	       621,40	BRL	30.04.2025	26.03.2025	02.05.2025	09.05.2025	A		Unproc	X	 06.03.2025 01:29:38	A		Installation MT	ST	ZBR888	30.04.2025
		8300	OR	574586212	22362955	BRASKEM SA	26000177	BRASKEM SA		X	TBR3010203	20.01.2025	X6	2330931	Abraçadeira de base MP-PS L1-1 88-94 3"	       1	      4	        4	PC	     1.236,46	BRL	30.04.2025	30.04.2025	29.05.2025	05.06.2025	A		Unproc	X	 06.03.2025 01:29:38	A		Installation	ST	ZBR888	30.04.2025
		8300	OR	574586212	22362955	BRASKEM SA	26000177	BRASKEM SA		X	TBR3010203	20.01.2025	X6	2268490	Viga MT-100 S OC	      30	     30	       30	M	    39.473,60	BRL	30.04.2025	30.04.2025	08.05.2025	15.05.2025	A		Unproc	X	 06.03.2025 01:29:38	A		Installation MT	ST	ZBR888	30.04.2025
		8300	OR	574586212	22362955	BRASKEM SA	26000177	BRASKEM SA		X	TBR3010203	20.01.2025	X6	2288404	Grampo tipo U MP-UB 26 3/4" M8 OC	      80	     80	       80	PC	       795,70	BRL	30.04.2025	30.04.2025	02.05.2025	09.05.2025	A		Unproc	X	 06.03.2025 01:29:38	A		Installation	ST	ZBR888	30.04.2025
		8300	OR	574586212	22362955	BRASKEM SA	26000177	BRASKEM SA		X	TBR3010203	20.01.2025	X6	2330979	Abraçadeira de base MP-PS L2-2 59-65 2"	      84	     84	       84	PC	    39.304,86	BRL	30.04.2025	19.05.2025	12.05.2025	19.05.2025	A		Unproc	X	 06.03.2025 01:29:38	A		Installation	ST	ZBR888	30.04.2025
		3000	OR	574586353	22592547	INGENIERIA Y SERVICIOS ADM	31560028	INGENIERIA Y SERVICIOS ADM			TMXS015602	20.01.2025	X0	2231454	Premium exp anc KB1 3/8x2 1/2		  1.650	    1.650	PC	    18.480,00	MXN	21.01.2025	17.02.2025	31.03.2025	03.04.2025	A		Unproc	X	 21.01.2025 20:40:38	A		Anchors Mechanical	S1	ZMXA02	21.01.2025
		8300	ZBFC	574586383	20268267	ACCIOLY ITAJAI ALUGUEL DE	20268267	ACCIOLY ITAJAI ALUGUEL DE		X	TBR2020606	20.01.2025	X6	389724	Punho para cinzel cpl	       1	      1	        1	PC	        90,03	BRL	21.01.2025	07.03.2025	21.02.2025	07.03.2025	A		Unproc	X	 20.01.2025 19:06:53	A		REPAIR PARTS	S0	ZBR7I1	21.01.2025
		8300	OR	574586439	25128092	MODEC SERVICOS DE PETROLEO DO	31396647	MODEC SERVICOS DE PETROLEO DO		X	TBR3020108	20.01.2025	X6	2203483	Iniciante OS S-M BS-125-CH100-2T-5 SS	       4	      4	        4	PC	     1.464,68	BRL	21.01.2025	22.05.2025	15.04.2025	22.05.2025	A		Unproc	X	 20.01.2025 20:17:12	A		Oegland	UH	ZBRSF4	21.01.2025
		8300	OR	574586439	25128092	MODEC SERVICOS DE PETROLEO DO	31396647	MODEC SERVICOS DE PETROLEO DO		X	TBR3020108	20.01.2025	X6	2203483	Iniciante OS S-M BS-125-CH100-2T-5 SS	       4	      4	        4	PC	     1.464,68	BRL	21.01.2025	22.05.2025	15.04.2025	22.05.2025	A		Unproc	X	 20.01.2025 20:17:12	A		Oegland	UH	ZBRSF4	21.01.2025
