13.09.2024                                                        Dynamic List Display                                                                                                                  1


		CoCd	Plnt	Material	SLoc	MvT	Mat. Doc.	Item	Pstng Date	  Qty in UnE	EUn	Material Description	PO	Movement Type Text	  Amount in LC	Quantity	Supplier	Rec	Mvt	Counter	TETy
		5211	8790	282303		101	5065195116	   1	25.01.2024	          1	PC	Scaling chisel TE-CX SC 25/6	4536084111	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5211	8790	282341	8710	101	5066460684	   1	30.05.2024	          1	PC	Quick-release chuck TE 16/TE 30	4536797826	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	282987		101	5066636691	   1	17.06.2024	          1	PC	Chuck DD-CS-BL	4536893530	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	282990		101	5067244378	   1	22.08.2024	          1	PC	Jack screw DD-CS-1/2"	4537221298	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	282990	0160	101	5066590725	   1	12.06.2024	          1	PC	Jack screw DD-CS-1/2"	4536869624	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	282990		101	5066120504	   1	24.04.2024	          1	PC	Jack screw DD-CS-1/2"	4536604271	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	282990		101	5065917551	   1	04.04.2024	          1	PC	Jack screw DD-CS-1/2"	4536466442	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	282990		101	5065889996	   1	02.04.2024	          1	PC	Jack screw DD-CS-1/2"	4536469176	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	282990		101	5065269476	   1	02.02.2024	          1	PC	Jack screw DD-CS-1/2"	4535835424	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5241	8690	282990		101	5065477183	   1	22.02.2024	          1	PC	Jack screw DD-CS-1/2"	4536245556	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	282990		101	5065349839	   1	09.02.2024	          1	PC	Jack screw DD-CS-1/2"	4536172637	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5251	3090	282991		101	5066872649	   1	10.07.2024	          1	PC	Jack screw DD-CS-5/8"	4537018422	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	282991	0171	101	5066846042	   1	08.07.2024	          1	PC	Jack screw DD-CS-5/8"	4537009950	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	282991		101	5066637323	   1	17.06.2024	          1	PC	Jack screw DD-CS-5/8"	4536892832	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	282991		101	5065336611	   1	08.02.2024	          1	PC	Jack screw DD-CS-5/8"	4535835424	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5241	8690	282991		101	5065010378	   1	08.01.2024	          1	PC	Jack screw DD-CS-5/8"	4535985866	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5251	3090	283507		101	5065917554	   1	04.04.2024	      1.000	PC	Sheet metal nail X-ENP-19 L15MX	4536466443	GR st.in tr:ac.assg.	         0,00	  1.000		X	B		WE
		5251	3090	283507	0166	101	5065393566	   1	14.02.2024	      1.000	PC	Sheet metal nail X-ENP-19 L15MX	4536194130	GR stock in transit	         0,00	  1.000		X	B		WE
		5251	3090	283512	0218	101	5066678913	   1	20.06.2024	        100	PC	Sheet metal nail X-ENP-21 HVB	4536917629	GR stock in transit	         0,00	    100		X	B		WE
		5251	3090	283512	0120	101	5066353486	   1	20.05.2024	        100	PC	Sheet metal nail X-ENP-21 HVB	4536737645	GR stock in transit	         0,00	    100		X	B		WE
		5251	3090	283512		101	5066185185	   1	30.04.2024	        100	PC	Sheet metal nail X-ENP-21 HVB	4536646411	GR st.in tr:ac.assg.	         0,00	    100		X	B		WE
		5251	3090	283512	0166	101	5065890000	   1	02.04.2024	        100	PC	Sheet metal nail X-ENP-21 HVB	4536478395	GR stock in transit	         0,00	    100		X	B		WE
		5251	3090	283512	0263	101	5065760446	   1	20.03.2024	        100	PC	Sheet metal nail X-ENP-21 HVB	4536389369	GR stock in transit	         0,00	    100		X	B		WE
		5241	8690	283512		101	5067167070	   1	13.08.2024	        100	PC	Sheet metal nail X-ENP-21 HVB	4537196933	GR st.in tr:ac.assg.	            0	    100		X	B		WE
		5241	8690	283512		101	5065705685	   1	14.03.2024	        100	PC	Sheet metal nail X-ENP-21 HVB	4536379333	GR st.in tr:ac.assg.	            0	    100		X	B		WE
		5211	8790	283870	8737	101	5065136075	   1	19.01.2024	          5	PC	Pilot bit 6 mm	4536053415	GR stock in transit	         0,00	      5		X	B		WE
		5241	8690	283923	0542	101	5066450217	   1	29.05.2024	          1	PC	Hand-drive tool HD	4536794451	GR stock in transit	            0	      1		X	B		WE
		5251	3090	284978		101	5066859121	   1	09.07.2024	          1	PC	Dust extr. hood DC-EX 125/5"C cutting	4536988885	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	284978		101	5066472787	   1	31.05.2024	          1	PC	Dust extr. hood DC-EX 125/5"C cutting	4536798327	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	284978		101	5065706099	   1	14.03.2024	          1	PC	Dust extr. hood DC-EX 125/5"C cutting	4536336182	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	284978	0243	101	5065225149	   1	29.01.2024	          1	PC	Dust extr. hood DC-EX 125/5"C cutting	4536100883	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	284978		101	5065151451	   1	22.01.2024	          1	PC	Dust extr. hood DC-EX 125/5"C cutting	4536060997	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5241	8690	284978		101	5067345279	   1	03.09.2024	          1	PC	Dust extr. hood DC-EX 125/5"C cutting	4537293059	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	284978		101	5067294342	   1	28.08.2024	          1	PC	Dust extr. hood DC-EX 125/5"C cutting	4537270685	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	284978		101	5065704927	   1	14.03.2024	          1	PC	Dust extr. hood DC-EX 125/5"C cutting	4536377509	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5251	3090	285486	0120	101	5066353373	   1	20.05.2024	          1	PC	Fastener guide X-76-F-HVB	4536737645	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285486	0181	101	5066203145	   1	02.05.2024	          1	PC	Fastener guide X-76-F-HVB	4536655065	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285486	0166	101	5065889999	   1	02.04.2024	          1	PC	Fastener guide X-76-F-HVB	4536478395	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285486	0263	101	5065760447	   1	20.03.2024	          1	PC	Fastener guide X-76-F-HVB	4536389369	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285486	0245	101	5065760444	   1	20.03.2024	          1	PC	Fastener guide X-76-F-HVB	4536403239	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285488	0166	101	5066897233	   1	12.07.2024	          1	PC	Piston X-76-P-ENP	4537042065	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285493	0245	101	5066489796	   1	03.06.2024	          1	PC	Piston X-76-P-HVB	4536813682	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285493	0120	101	5066353485	   1	20.05.2024	          1	PC	Piston X-76-P-HVB	4536737645	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285493		101	5066213905	   1	03.05.2024	          1	PC	Piston X-76-P-HVB	4536655177	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	285493	0166	101	5065889998	   1	02.04.2024	          1	PC	Piston X-76-P-HVB	4536478395	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285493	0263	101	5065760448	   1	20.03.2024	          1	PC	Piston X-76-P-HVB	4536389369	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285494	0120	101	5066353374	   1	20.05.2024	          1	PC	Piston stopper X-76-PS	4536737645	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285494		101	5066212444	   1	03.05.2024	          1	PC	Piston stopper X-76-PS	4536655177	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	285494	0263	101	5065760449	   1	20.03.2024	          1	PC	Piston stopper X-76-PS	4536389369	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285718		101	5067145415	   1	09.08.2024	        250	PC	Cable trunking fastener X-ET MX	4537184720	GR st.in tr:ac.assg.	         0,00	    250		X	B		WE
		5251	3090	285718		101	5066178832	   1	30.04.2024	        250	PC	Cable trunking fastener X-ET MX	4536637795	GR st.in tr:ac.assg.	         0,00	    250		X	B		WE
		5241	8690	285718		101	5067023112	   1	26.07.2024	        250	PC	Cable trunking fastener X-ET MX	4537116234	GR st.in tr:ac.assg.	            0	    250		X	B		WE
		5251	3090	285794	0144	101	5066490240	   1	03.06.2024	          1	PC	Powder-actuated tool DX 76 MX	4536577161	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285794	0176	101	5065888365	   1	02.04.2024	          1	PC	Powder-actuated tool DX 76 MX	4536449921	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285794	0245	101	5065887924	   1	02.04.2024	          1	PC	Powder-actuated tool DX 76 MX	4536403239	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	285794	0166	101	5065393567	   1	14.02.2024	          1	PC	Powder-actuated tool DX 76 MX	4536194130	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	286794	0205	101	5066202821	   1	02.05.2024	          1	PC	Connection end BS (M41)	4536654663	GR stock in transit	         0,00	      1		X	B		WE
		5241	8690	286794		101	5067423915	   1	10.09.2024	          1	PC	Connection end BS (M41)	4537342284	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	286794		101	5066779000	   1	01.07.2024	          1	PC	Connection end BS (M41)	4536973246	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	286794		101	5066559291	   1	10.06.2024	          1	PC	Connection end BS (M41)	4536854026	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	286794		101	5066351730	   1	20.05.2024	          1	PC	Connection end BS (M41)	4536737291	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	286794		101	5064995752	   1	05.01.2024	          1	PC	Connection end BS (M41)	4535978171	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	286794		101	5064995751	   1	05.01.2024	          1	PC	Connection end BS (M41)	4535978171	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	286794		101	5064995749	   1	05.01.2024	          1	PC	Connection end BS (M41)	4535978171	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5211	8790	286794		101	5067388158	   1	06.09.2024	          1	PC	Connection end BS (M41)	4537315729	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5211	8790	286794		101	5067221457	   1	20.08.2024	          1	PC	Connection end BS (M41)	4537228999	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5211	8790	286794		101	5065597231	   1	05.03.2024	          1	PC	Connection end BS (M41)	4536318393	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5211	8790	286794		101	5064977100	   1	03.01.2024	          1	PC	Connection end BS (M41)	4535966687	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	292918		101	5066452534	   1	29.05.2024	          1	PC	Hammer drill bit TE-YX 1"-36"	4536788453	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	293027		101	5066436651	   1	28.05.2024	          1	PC	Hammer drill bit TE-YX 1 1/4"-36"	4536778644	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	293027		101	5065707496	   1	14.03.2024	          1	PC	Hammer drill bit TE-YX 1 1/4"-36"	4536379512	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	293180		101	5066833481	   1	05.07.2024	          1	PC	Hammer drill bit TE-YX 22/130	4537002648	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	293180		101	5066547369	   1	07.06.2024	          1	PC	Hammer drill bit TE-YX 22/130	4536838186	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	293180		101	5066132709	   1	25.04.2024	          1	PC	Hammer drill bit TE-YX 22/130	4536569275	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5211	8790	293410		101	5065462802	   1	21.02.2024	          1	PC	Hammer drill bit TE-YX 32/92	4536231612	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	293474		101	5066721580	   1	25.06.2024	          1	PC	Hammer drill bit TE-YX 3/4"-36"	4536943319	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	293474		101	5066452615	   1	29.05.2024	          1	PC	Hammer drill bit TE-YX 3/4"-36"	4536788453	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5211	8790	295161	8728	101	5065445418	   1	20.02.2024	          1	PC	Assembly tool DS-WMT	4536220778	GR stock in transit	         0,00	      1		X	B		WE
		5241	8690	299937		101	5065811439	   1	25.03.2024	        100	PC	Ceiling clip X-CC DKH48P8S15	4536429493	GR st.in tr:ac.assg.	            0	    100		X	B		WE
		5241	8690	299937		101	5065179123	   1	24.01.2024	        100	PC	Ceiling clip X-CC DKH48P8S15	4536077647	GR st.in tr:ac.assg.	            0	    100		X	B		WE
		5211	8790	304197	8714	101	5066736213	   1	26.06.2024	         20	PC	Bored plate MQZ-L11-F	4536949617	GR stock in transit	         0,00	     20		X	B		WE
		5251	3090	304264		101	5066408127	   1	24.05.2024	         10	PC	Heavy-d. pipe ring MP-MI-F 2"	4536762210	GR st.in tr:ac.assg.	         0,00	     10		X	B		WE
		5251	3090	304529		101	5066422945	   1	27.05.2024	          1	PC	Fastener guide X-5-460-F8	4536770804	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	304529		101	5066213906	   1	03.05.2024	          1	PC	Fastener guide X-5-460-F8	4536655168	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	304750		101	5066437461	   1	28.05.2024	          1	PC	Impact socket S-NSD 1/2"-1/2" S	4536787999	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	304750		101	5066012412	   1	15.04.2024	          1	PC	Impact socket S-NSD 1/2"-1/2" S	4536534065	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5211	8790	304773		101	5066707100	   1	24.06.2024	         20	PC	Threaded rod AM10x1000-F 4.8	4536909580	GR st.in tr:ac.assg.	         0,00	     20		X	B		WE
		5241	8690	304916		101	5066451532	   1	29.05.2024	         10	PC	Twist drill bit HSS 5,0x86mm "MP10	4536795128	GR st.in tr:ac.assg.	            0	     10		X	B		WE
		5241	8690	304916		101	5066045484	   1	17.04.2024	         10	PC	Twist drill bit HSS 5,0x86mm "MP10	4536568685	GR st.in tr:ac.assg.	            0	     10		X	B		WE
		5241	8690	304923		101	5066389381	   1	23.05.2024	         10	PC	Twist drill bit HSS 6,0x93mm "MP10	4536737396	GR st.in tr:ac.assg.	            0	     10		X	B		WE
		5241	8690	304923		101	5065625671	   1	07.03.2024	         10	PC	Twist drill bit HSS 6,0x93mm "MP10	4536327765	GR st.in tr:ac.assg.	            0	     10		X	B		WE
		5241	8690	304924		101	5067304241	   1	29.08.2024	         10	PC	Twist drill bit HSS 6,5x101mm "MP10	4537271384	GR st.in tr:ac.assg.	            0	     10		X	B		WE
		5241	8690	304927		101	5065959403	   1	09.04.2024	         10	PC	Twist drill bit HSS 8.0x117mm "MP10	4536519175	GR st.in tr:ac.assg.	            0	     10		X	B		WE
		5241	8690	304931		101	5067231626	   1	21.08.2024	         10	PC	Twist drill bit HSS 10.0x133mm "MP10	4537234738	GR st.in tr:ac.assg.	            0	     10		X	B		WE
		5241	8690	304931		101	5066389382	   1	23.05.2024	         10	PC	Twist drill bit HSS 10.0x133mm "MP10	4536737396	GR st.in tr:ac.assg.	            0	     10		X	B		WE
		5211	8790	304935		101	5067151882	   1	12.08.2024	          5	PC	Twist drill bit HSS 12.0x151mm "MP5	4537184119	GR st.in tr:ac.assg.	         0,00	      5		X	B		WE
		5211	8790	304936	8723	101	5067069188	   1	01.08.2024	          5	PC	Twist drill bit HSS 12.5x151mm "MP5	4537138023	GR stock in transit	         0,00	      5		X	B		WE
		5241	8690	304937		101	5067364878	   1	04.09.2024	          5	PC	Twist drill bit HSS 13.0x151mm "MP5	4537309320	GR st.in tr:ac.assg.	            0	      5		X	B		WE
		5251	3090	304939	0218	101	5067453615	   1	12.09.2024	          1	PC	Twist drill bit HSS 1-13 (25) set	4537317223	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	304939		101	5067408798	   1	09.09.2024	          1	PC	Twist drill bit HSS 1-13 (25) set	4537301860	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	304939	0160	101	5067350763	   1	03.09.2024	          1	PC	Twist drill bit HSS 1-13 (25) set	4537301595	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	304939		101	5066560606	   1	10.06.2024	          1	PC	Twist drill bit HSS 1-13 (25) set	4536846624	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	304939		101	5066365699	   1	21.05.2024	          1	PC	Twist drill bit HSS 1-13 (25) set	4536737426	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5241	8690	304939		101	5065009206	   1	08.01.2024	          1	PC	Twist drill bit HSS 1-13 (25) set	4535985469	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5211	8790	304939		101	5065988307	   1	11.04.2024	          1	PC	Twist drill bit HSS 1-13 (25) set	4536533185	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5211	8790	304939		101	5065195118	   1	25.01.2024	          1	PC	Twist drill bit HSS 1-13 (25) set	4536084111	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5211	8790	305019		101	5064985318	   1	04.01.2024	          1	PC	Twist drill bit 12x101/151	4535967418	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	305114		101	5066707021	   1	24.06.2024	          1	PC	Impact socket S-NSD 1/2"-9/16" S	4536934741	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	305114	0260	101	5066590744	   1	12.06.2024	          1	PC	Impact socket S-NSD 1/2"-9/16" S	4536869601	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	305114	0160	101	5065254607	   1	31.01.2024	          1	PC	Impact socket S-NSD 1/2"-9/16" S	4536110568	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	305448		101	5066420404	   1	27.05.2024	          1	PC	Piston X-6-5-PGR	4536770804	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	305448	0120	101	5066353488	   1	20.05.2024	          1	PC	Piston X-6-5-PGR	4536737645	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	305537		101	5067154832	   1	12.08.2024	          1	PC	Guide rail extension DD-HD30-XT	4537184722	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5241	8690	305538	0568	301	4915382217	   2	04.06.2024	          1	PC	Vacuum baseplate DD-HD30-VBP		TF tfr plnt to plnt	      579.158	      1					WA
		5241	8690	305538		101	5065882763	   1	02.04.2024	          1	PC	Vacuum baseplate DD-HD30-VBP	4536469014	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5251	3090	305542	0171	101	5066847065	   1	08.07.2024	          1	PC	Connection end BL (M41)	4537009950	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	305542	0142	101	5066453436	   1	29.05.2024	          2	PC	Connection end BL (M41)	4536795397	GR stock in transit	         0,00	      2		X	B		WE
		5251	3090	305542	0205	101	5066202822	   1	02.05.2024	          1	PC	Connection end BL (M41)	4536654663	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	305542		101	5065990143	   1	11.04.2024	          1	PC	Connection end BL (M41)	4536533570	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	305542		101	5065974307	   1	10.04.2024	          1	PC	Connection end BL (M41)	4536519502	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	305542	0266	101	5065264253	   1	01.02.2024	          1	PC	Connection end BL (M41)	4536070685	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	305903	0171	101	5066846043	   1	08.07.2024	          1	PC	Core bit extension DD-BL-ET 300	4537009950	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	305910	0205	101	5066202824	   1	02.05.2024	          1	PC	Adapter BL/BS/BR	4536654663	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	305910		101	5065917553	   1	04.04.2024	          1	PC	Adapter BL/BS/BR	4536466442	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	305910		101	5065352147	   1	09.02.2024	          1	PC	Adapter BL/BS/BR	4536173266	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5211	8790	305940		101	5067154833	   1	12.08.2024	          1	PC	Jack screw DD-HD30-SL	4537184722	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5241	8690	308976		101	5067037055	   1	29.07.2024	          1	PC	Spray 66 ML	4537123415	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	308976		101	5065668602	   1	12.03.2024	          1	PC	Spray 66 ML	4536353912	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	308976		101	5065329983	   1	08.02.2024	          1	PC	Spray 66 ML	4536157528	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	308976		101	5065315002	   1	07.02.2024	          1	PC	Spray 66 ML	4536149810	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5211	8790	310633		101	5067304002	   1	29.08.2024	          1	PC	Firestop sealant CP 601S 310ML white	4537271268	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5241	8690	311628		101	5066971430	   1	22.07.2024	      1.000	PC	Self-drill screw 12-24x1 1/4" HWH5 KS	4537087445	GR st.in tr:ac.assg.	            0	  1.000		X	B		WE
		5251	3090	314721	0202	101	5066272684	   1	10.05.2024	          1	PC	Firestop putty stick CP 618	4536694520	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	314721		101	5066272678	   1	10.05.2024	          1	PC	Firestop putty stick CP 618	4536694290	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	314721		101	5064977209	   1	03.01.2024	          4	PC	Firestop putty stick CP 618	4535959303	GR st.in tr:ac.assg.	         0,00	      4		X	B		WE
		5211	8790	315834	8728	101	5067155604	   1	12.08.2024	          1	PC	Release pulley DS-WSRW	4537190492	GR stock in transit	         0,00	      1		X	B		WE
		5211	8790	331112	8732	101	5065023233	   1	09.01.2024	          1	PC	Hammer drill UH 700 220V	4535993228	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	334897		101	5067170503	   1	13.08.2024	          1	PC	Firestop mortar CP 636 20KG	4537184730	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	335506		101	5067051132	   1	30.07.2024	        150	PC	Light-duty anchor HLD 2	4537131289	GR st.in tr:ac.assg.	         0,00	    150		X	B		WE
		5241	8690	335506		101	5067157205	   1	12.08.2024	        150	PC	Light-duty anchor HLD 2	4537191532	GR st.in tr:ac.assg.	            0	    150		X	B		WE
		5241	8690	335507		101	5066407878	   1	24.05.2024	        100	PC	Light-duty anchor HLD 3	4536770515	GR st.in tr:ac.assg.	            0	    100		X	B		WE
		5241	8690	335508		101	5066449769	   1	29.05.2024	        100	PC	Light-duty anchor HLD 4	4536794248	GR st.in tr:ac.assg.	            0	    100		X	B		WE
		5251	3090	336246		101	5066897755	   1	12.07.2024	         50	PC	Sleeve anchor HLC-HX 3/8x1 7/8	4537042156	GR st.in tr:ac.assg.	         0,00	     50		X	B		WE
		5251	3090	336247	0153	101	5065959482	   1	09.04.2024	         50	PC	Sleeve anchor HLC-HX 3/8x3	4536518909	GR stock in transit	         0,00	     50		X	B		WE
		5251	3090	336247		101	5065876365	   1	01.04.2024	         50	PC	Sleeve anchor HLC-HX 3/8x3	4536449806	GR st.in tr:ac.assg.	         0,00	     50		X	B		WE
		5251	3090	336428		101	5066637321	   1	17.06.2024	         25	PC	Flush anchor HDI 5/8"	4536892832	GR st.in tr:ac.assg.	         0,00	     25		X	B		WE
		5251	3090	336428		101	5065975351	   1	10.04.2024	         25	PC	Flush anchor HDI 5/8"	4536526435	GR st.in tr:ac.assg.	         0,00	     25		X	B		WE
		5251	3090	336428		101	5065464465	   1	21.02.2024	         25	PC	Flush anchor HDI 5/8"	4536238520	GR st.in tr:ac.assg.	         0,00	     25		X	B		WE
		5241	8690	336429		101	5066088232	   1	22.04.2024	         25	PC	Flush anchor HDI 3/4"	4536586253	GR st.in tr:ac.assg.	            0	     25		X	B		WE
		5251	3090	336431		101	5066833479	   1	05.07.2024	         50	PC	Flush anchor HDI 3/8" SS303	4537002681	GR st.in tr:ac.assg.	         0,00	     50		X	B		WE
		5251	3090	336431		101	5066132714	   1	25.04.2024	         50	PC	Flush anchor HDI 3/8" SS303	4536611963	GR st.in tr:ac.assg.	         0,00	     50		X	B		WE
		5211	8790	336548		101	5066922142	   1	16.07.2024	          1	PC	Round steel brush HIT-RB 12	4537049680	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5211	8790	336551		101	5066736211	   1	26.06.2024	          1	PC	Round steel brush HIT-RB 18	4536949556	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	337111		101	5067381348	   1	05.09.2024	          1	PC	Mixer HIT-RE-M	4537316918	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	337111		101	5067283997	   1	27.08.2024	          1	PC	Mixer HIT-RE-M	4537264413	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	337111		101	5067283562	   1	27.08.2024	          1	PC	Mixer HIT-RE-M	4537256080	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	337111	0170	101	5066447462	   1	29.05.2024	          1	PC	Mixer HIT-RE-M	4536762345	GR stock in transit	         0,00	      1		X	B		WE
		5251	3090	337111		101	5066327137	   1	16.05.2024	          1	PC	Mixer HIT-RE-M	4536712137	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5251	3090	337111	0218	101	5065791901	   1	22.03.2024	         10	PC	Mixer HIT-RE-M	4536363970	GR stock in transit	         0,00	     10		X	B		WE
		5251	3090	337111	0167	101	5065538052	   1	28.02.2024	         20	PC	Mixer HIT-RE-M	4536281433	GR stock in transit	         0,00	     20		X	B		WE
		5251	3090	337111		101	5065209584	   1	26.01.2024	          1	PC	Mixer HIT-RE-M	4536093664	GR st.in tr:ac.assg.	         0,00	      1		X	B		WE
		5241	8690	337111		101	5067450387	   1	12.09.2024	          1	PC	Mixer HIT-RE-M	4537356633	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	337111		101	5067276675	   1	27.08.2024	          1	PC	Mixer HIT-RE-M	4537256084	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	337111		101	5066661057	   1	19.06.2024	          1	PC	Mixer HIT-RE-M	4536908415	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	337111		101	5065928396	   1	05.04.2024	          1	PC	Mixer HIT-RE-M	4536501781	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	337111		101	5065477222	   1	22.02.2024	          1	PC	Mixer HIT-RE-M	4536239130	GR st.in tr:ac.assg.	            0	      1		X	B		WE
		5241	8690	337111		101	5065190920	   1	25.01.2024	          1	PC	Mixer HIT-RE-M	4536078660	GR st.in tr:ac.assg.	            0	      1		X	B		WE
