27.03.2025			                                                                                                                                  Inbound deliveries per HAG invoices (extended 2)																													  1


		Doc. No.		Shipment	Purch.Doc.	 Item	Material	Material Description	Plnt	SLoc	    PO Quantity	OUn	OUn	  Item	Delivery	Reference	Supplier	POrg	PGr	Vendor	ShPt	Deliv.Date	Doc. Date	Ext. Order Pos	Ext. Order Number	Suppl.Vndr	TrackingNo	Reservation	Reservation item	Reservation order date	Diff.days
		4051557477		10832277	4538143203	00001	2052753	Chuck TE-C/TE 30 (02)	8330	0001	            24	PC	PC	000010	681792846	58297398	HLI0550	8300	L08	9999	8330	03.04.2025	10.02.2025	0030	56502763	HLI0550	D795058003	0013795058	            0003	20.01.2025	       0
		4051557477		10832277	4538143206	00001	2167744	Breaker TE 1000-AVR 230V univ cord	8330	0001	            10	PC	PC	000010	681792849	58296181	HLI0550	8300	L08	9999	8330	03.04.2025	10.02.2025	0060	56502897	HLI0550	D796417010	0013796417	            0010	20.01.2025	      14
		4051557477		10832277	4538143207	00001	2167744	Breaker TE 1000-AVR 230V univ cord	8330	0001	            10	PC	PC	000010	681792850	58296180	HLI0550	8300	L08	9999	8330	03.04.2025	10.02.2025	0060	56502897	HLI0550	D796417010	0013796417	            0010	20.01.2025	      14
		4051557477		10832277	4538143208	00001	2167744	Breaker TE 1000-AVR 230V univ cord	8330	0001	            10	PC	PC	000010	681792852	58296179	HLI0550	8300	L08	9999	8330	03.04.2025	10.02.2025	0060	56502897	HLI0550	D796417010	0013796417	            0010	20.01.2025	      14
		4051557477		10832277	4538143209	00001	2167744	Breaker TE 1000-AVR 230V univ cord	8330	0001	            10	PC	PC	000010	681792853	58296178	HLI0550	8300	L08	9999	8330	03.04.2025	10.02.2025	0060	56502897	HLI0550	D796417010	0013796417	            0010	20.01.2025	      14
		4051557477		10832277	4538143211	00001	2167744	Breaker TE 1000-AVR 230V univ cord	8330	0001	            10	PC	PC	000010	681792855	58296177	HLI0550	8300	L08	9999	8330	03.04.2025	10.02.2025	0060	56502897	HLI0550	D796417010	0013796417	            0010	20.01.2025	      14
		4051557477		10832277	4538143212	00001	2167744	Breaker TE 1000-AVR 230V univ cord	8330	0001	            10	PC	PC	000010	681792856	58296176	HLI0550	8300	L08	9999	8330	03.04.2025	10.02.2025	0060	56502897	HLI0550	D796417010	0013796417	            0010	20.01.2025	      14
		4051557477		10832277	4538143213	00001	2223019	Mineral wool board 1200x600x50 160 kg/m3	8330	0001	            16	PC	PC	000010	681792857	58296601	HLI0550	8300	L03	9999	8330	03.04.2025	10.02.2025	0010	56506288	HLI0550	D803784001	0013803784	            0001	22.01.2025	       0
		4051557477		10832277	4538143214	00001	2223019	Mineral wool board 1200x600x50 160 kg/m3	8330	0001	            16	PC	PC	000010	681792858	58297004	HLI0550	8300	L03	9999	8330	03.04.2025	10.02.2025	0010	56506288	HLI0550	D803784001	0013803784	            0001	22.01.2025	       0
		4051557477		10832277	4538143215	00001	2223019	Mineral wool board 1200x600x50 160 kg/m3	8330	0001	            16	PC	PC	000010	681792859	58297006	HLI0550	8300	L03	9999	8330	03.04.2025	10.02.2025	0010	56506288	HLI0550	D803784001	0013803784	            0001	22.01.2025	       0
		4051557477		10832277	4538143217	00001	2112751	Setting tool HKD-TE-CX M10 3/8"x30	8330	0001	             8	PC	PC	000010	681792861	58297398	HLI0550	8300	L09	9999	8330	03.04.2025	10.02.2025	0010	56507360	HLI0550	D805905001	0013805905	            0001	23.01.2025	       0
		4051560332		10849473	4538179569	00001	2453019	Flat chisel TE-S FM 50	8330	0001	            49	PC	PC	000010	681821100	58303446	HLI0550	8300	L09	9999	8330	08.04.2025	17.02.2025	0010	56517935	HLI0550	D831731001	0013831731	            0001	04.02.2025	       0
		4051560332		10849473	4538179572	00001	2261725	Core bit B 62/430+ P-U abras	8330	0001	            18	PC	PC	000010	681821103	58303452	HLI0550	8300	L05	9999	8330	08.04.2025	17.02.2025	0010	56518321	HLI0550	D832453004	0013832453	            0004	04.02.2025	       0
		4051560332		10849473	4538179573	00001	2168891	Flat chisel TE-SX FM 43 (4)	8330	0001	           112	PC	PC	000010	681821104	58303452	HLI0550	8300	L09	9999	8330	08.04.2025	17.02.2025	0010	56519155	HLI0550	D834039001	0013834039	            0001	05.02.2025	       0
		4051560332		10849473	4538179575	00001	2396134	Core bit B 77/430+ P-U	8330	0001	             6	PC	PC	000010	681821106	58303446	HLI0550	8300	L05	9999	8330	08.04.2025	17.02.2025	0080	56521527	HLI0550	D837823001	0013837823	            0001	07.02.2025	       0
		4051560332		10849473	4538179577	00001	432947	Cable tie with holder X-ECT 40 MX	8330	0001	        12.800	PC	PC	000010	681821108	58302063	HLI0550	8300	L04	9999	8330	08.04.2025	17.02.2025	0110	56522761	HLI0550	D839624016	0013839624	            0016	08.02.2025	       0
		4051560332		10849473	4538179578	00001	432947	Cable tie with holder X-ECT 40 MX	8330	0001	        12.800	PC	PC	000010	681821109	58302062	HLI0550	8300	L04	9999	8330	08.04.2025	17.02.2025	0110	56522761	HLI0550	D839624016	0013839624	            0016	08.02.2025	       0
		4051560363		10851348	4538180320	00001	2261818	Change module 152 P-U abras	8330	0001	             2	PC	PC	000010	681821695	58303451	HLI0550	8300	L05	9999	8330	08.04.2025	17.02.2025	0050	56518321	HLI0550	D832453007	0013832453	            0007	04.02.2025	       0
		4051560363		10851348	4538180324	00001	2149225	Washer holder X-WHC B3 packed	8330	0001	             9	PC	PC	000010	681821698	58303451	HLI0550	8300	L04	9999	8330	08.04.2025	17.02.2025	0060	56521527	HLI0550	D837823013	0013837823	            0013	07.02.2025	       0
		4051560363		10851348	4538180325	00001	2076508	Core bit C+ 22/300 SPX-T	8330	0001	             2	PC	PC	000010	681821699	58303451	HLI0550	8300	L05	9999	8330	08.04.2025	17.02.2025	0070	56521527	HLI0550	D837823009	0013837823	            0009	07.02.2025	       0
		4051560363		10851348	4538180327	00001	2396134	Core bit B 77/430+ P-U	8330	0001	             2	PC	PC	000010	681821701	58303451	HLI0550	8300	L05	9999	8330	08.04.2025	17.02.2025	0090	56521527	HLI0550	D837823002	0013837823	            0002	07.02.2025	-7
		4051560363		10851348	4538180329	00001	2361442	Stud holder S-SH BT M10/W10	8330	0001	            15	PC	PC	000010	681821703	58303451	HLI0550	8300	L10	9999	8330	08.04.2025	17.02.2025	0040	56522761	HLI0550	D839624005	0013839624	            0005	08.02.2025	       0
		4051561173		10855148	4538195923	00001	2160223	Combihammer TE 30-AVR 120V case	3000	0001	             8	PC	PC	000010	681834118	58304035	HLI0550	3000	MX1	9999	3000	12.05.2025	19.02.2025	0010	56489328	HLI0550	D752899051	0013752899	            0051	00.00.0000	       0
		4051562697		10867120	4538222492	00001	2149245	Nut setter S-NS 15 95/3 3/4 C - 1/4"	8330	0001	             1	PC	PC	000010	681855513	58309128	HLI0550	8300	L10	9999	8330	15.04.2025	24.02.2025	0060	56530205	HLI0550	D854513035	0013854513	            0035	15.02.2025	       0
		4051562697		10867120	4538222496	00001	2349142	Grating disc X-FCM-R HL 23/28	8330	0001	           300	PC	PC	000010	681855521	58309557	HLI0550	8300	L04	9999	8330	15.04.2025	24.02.2025	0090	56530205	HLI0550	D854513001	0013854513	            0001	15.02.2025	       0
		4051562697		10867120	4538222497	00001	2117878	Cutting disc SP-S 305/22 univ	8330	0001	             2	PC	PC	000010	681855523	58309128	HLI0550	8300	L05	9999	8330	15.04.2025	24.02.2025	0100	56530205	HLI0550	D854513014	0013854513	            0014	15.02.2025	       0
		4051562697		10867120	4538222499	00001	2101255	Receptacle X-PT B3	8330	0001	             1	PC	PC	000010	681855528	58308142	HLI0550	8300	L04	9999	8330	15.04.2025	24.02.2025	0120	56530205	HLI0550	D854513030	0013854513	            0030	15.02.2025	       0
		4051562697		10867120	4538222502	00001	2076510	Core bit C+ 25/300 SPX-T	8330	0001	             8	PC	PC	000010	681855533	58309129	HLI0550	8300	L05	9999	8330	15.04.2025	24.02.2025	0150	56530205	HLI0550	D854513012	0013854513	            0012	15.02.2025	       0
		4051562697		10867120	4538222503	00001	2076510	Core bit C+ 25/300 SPX-T	8330	0001	            16	PC	PC	000010	681855536	58309480	HLI0550	8300	L05	9999	8330	15.04.2025	24.02.2025	0150	56530205	HLI0550	D854513012	0013854513	            0012	15.02.2025	       0
		4051562697		10867120	4538222504	00001	2076510	Core bit C+ 25/300 SPX-T	8330	0001	             4	PC	PC	000010	681855538	58309130	HLI0550	8300	L05	9999	8330	15.04.2025	24.02.2025	0150	56530205	HLI0550	D854513012	0013854513	            0012	15.02.2025	       0
		4051562697		10867120	4538222505	00001	2076510	Core bit C+ 25/300 SPX-T	8330	0001	             2	PC	PC	000010	681855541	58309128	HLI0550	8300	L05	9999	8330	15.04.2025	24.02.2025	0150	56530205	HLI0550	D854513012	0013854513	            0012	15.02.2025	       0
		4051562998		10869794	4538224334	00001	2207193	Scaling chisel TE-YX SC 50/12	3000	0001	            10	PC	PC	000010	681856892	58310524	HLI0550	3000	MX1	9999	3000	07.04.2025	24.02.2025	0010	56535087	HLI0550	D865656001	0013865656	            0001	19.02.2025	-56
		4051565324		10885285	4538278022	00001	2199665	Core bit B 35/430 SP-H abras	8330	0001	            15	PC	PC	000010	681898747	58315313	HLI0550	8300	L05	9999	8330	29.04.2025	05.03.2025	0090	56515267	HLI0550	D820870008	0013820870	            0008	01.02.2025	       0
		4051565324		10885285	4538278025	00001	2107119	Tripod PUA 25	8330	0001	            16	PC	PC	000010	681898750	58315167	HLI0550	8300	L07	9999	8330	29.04.2025	05.03.2025	0020	56524498	HLI0550	D845688010	0013845688	            0010	11.02.2025	       8
		4051565324		10885285	4538278026	00001	305910	Adapter BL/BS/BR	8330	0001	            11	PC	PC	000010	681898751	58315313	HLI0550	8300	L05	9999	8330	29.04.2025	05.03.2025	0070	56524498	HLI0550	D845688001	0013845688	            0001	11.02.2025	       8
		4051565324		10885285	4538278028	00001	305904	Chuck DD-CS-BS/BR	8330	0001	             2	PC	PC	000010	681898753	58315311	HLI0550	8300	L05	9999	8330	29.04.2025	05.03.2025	0140	56530205	HLI0550	D854513032	0013854513	            0032	15.02.2025	      15
		4051565878		10888553	4538278323	00001	2261696	Core bit B 172/430 P-U abras	3000	0001	             1	PC	PC	000010	681899064	58317501	HLI0550	3000	MX1	9999	3000	12.05.2025	05.03.2025	0010	56518327	HLI0550	D832456003	0013832456	            0003	04.02.2025	      13
		4051567781		10911436	4538307099	00001	2039190	Bit set S-BSC+ UNI 25/1" IMP (10)	8750	0001	             1	PC	PC	000010	681922735	58320215	HLI0550	8750	L10	9999	8750	07.05.2025	10.03.2025	0030	56521549	HLI0550	D837678012	0013837678	            0012	07.02.2025	       0
		4051567781		10911436	4538307102	00001	2261691	Core bit B 122/430 P-U abras	8750	0001	            32	PC	PC	000010	681922738	58319087	HLI0550	8750	L05	9999	8750	07.05.2025	10.03.2025	0010	56524011	HLI0550	D843954001	0013843954	            0001	10.02.2025	       0
		4051567781		10911436	4538307103	00001	2261683	Core bit B 72/430 P-U abras	8750	0001	            12	PC	PC	000010	681922739	58320138	HLI0550	8750	L05	9999	8750	07.05.2025	10.03.2025	0020	56524011	HLI0550	D843954002	0013843954	            0002	10.02.2025	       0
		4051567781		10911436	4538307105	00001	2261694	Core bit B 152/430 P-U abras	8750	0001	             6	PC	PC	000010	681922741	58320544	HLI0550	8750	L05	9999	8750	07.05.2025	10.03.2025	0040	56524011	HLI0550	D843954004	0013843954	            0004	10.02.2025	       0
		4051567783		10911428	4538307186	00001	2267004	Diamond grinder DGH 130 230V box	8650	0001	             8	PC	PC	000010	681922796	58318583	HLI0550	8650	CL1	9999	8650	06.05.2025	10.03.2025	0140	56530210	HLI0550	D854313010	0013854313	            0010	15.02.2025	      14
		4051567738		10911314	4538307203	00001	2167744	Breaker TE 1000-AVR 230V univ cord	8330	0001	            10	PC	PC	000010	681922968	58318624	HLI0550	8300	L08	9999	8330	06.05.2025	10.03.2025	0070	56502897	HLI0550	D796417011	0013796417	            0011	20.01.2025	       6
		4051567738		10911314	4538307206	00001	2167744	Breaker TE 1000-AVR 230V univ cord	8330	0001	            10	PC	PC	000010	681922969	58318625	HLI0550	8300	L08	9999	8330	06.05.2025	10.03.2025	0070	56502897	HLI0550	D796417011	0013796417	            0011	20.01.2025	       6
		4051567738		10911314	4538307209	00001	2167744	Breaker TE 1000-AVR 230V univ cord	8330	0001	            10	PC	PC	000010	681922970	58318626	HLI0550	8300	L08	9999	8330	06.05.2025	10.03.2025	0070	56502897	HLI0550	D796417011	0013796417	            0011	20.01.2025	       6
		4051567738		10911314	4538307215	00001	2007633	Slitting machine DCH 180-SL 220V	8330	0001	             1	PC	PC	000010	681922973	58319951	HLI0550	8300	L05	9999	8330	06.05.2025	10.03.2025	0010	56524411	HLI0550	D845198002	0013845198	            0002	10.02.2025	       6
		4051567738		10911314	4538307218	00001	2063001	Combihammer TE 70-AVR 220V	8330	0001	            10	PC	PC	000010	681922974	58318783	HLI0550	8300	L08	9999	8330	06.05.2025	10.03.2025	0010	56524527	HLI0550	D845694003	0013845694	            0003	11.02.2025	       6
		4051567738		10911314	4538307220	00001	2063001	Combihammer TE 70-AVR 220V	8330	0001	             1	PC	PC	000010	681922975	58319183	HLI0550	8300	L08	9999	8330	06.05.2025	10.03.2025	0010	56524527	HLI0550	D845694003	0013845694	            0003	11.02.2025	       6
		4051567738		10911314	4538307225	00001	2168891	Flat chisel TE-SX FM 43 (4)	8330	0001	           168	PC	PC	000010	681922979	58320185	HLI0550	8300	L09	9999	8330	06.05.2025	10.03.2025	0010	56528284	HLI0550	D850377001	0013850377	            0001	13.02.2025	      21
		4051567738		10911314	4538307227	00001	2133384	Firestop wrap strip CFS-W P	8330	0001	           240	PC	PC	000010	681922981	58319706	HLI0550	8300	L03	9999	8330	06.05.2025	10.03.2025	0010	56537236	HLI0550	D869196001	0013869196	            0001	21.02.2025	       6
		4051570432		10929433	4538346963	00001	2112764	Setting tool HDI(-L)+ 3/8"	8330	0001	             3	PC	PC	000010	681954072	58325803	HLI0550	8300	L09	9999	8330	13.05.2025	17.03.2025	0250	56554382	HLI0550	D908493035	0013908493	            0035	10.03.2025	       0
		4051570432		10929433	4538346966	00001	284978	Dust extr. hood DC-EX 125/5"C cutting	8330	0001	             3	PC	PC	000010	681954075	58325804	HLI0550	8300	L05	9999	8330	13.05.2025	17.03.2025	0030	56554625	HLI0550	D910434005	0013910434	            0005	11.03.2025	       0
		4051570432		10929433	4538346967	00001	2305652	Diamond wire DS-W 10.8-25m EP SP-M/H ST	8330	0001	            50	M	M	000010	681954076	58325710	HLI0550	8300	L12	9999	8330	13.05.2025	17.03.2025	0010	56490976	HLI0550	D772247001	0013772247	            0001	08.01.2025	      28
		4051570432		10929433	4538346969	00001	2396138	Core bit B 107/430+ P-U	8330	0001	             1	PC	PC	000010	681954078	58325800	HLI0550	8300	L05	9999	8330	13.05.2025	17.03.2025	0020	56524088	HLI0550	D832453003	0013832453	            0003	04.02.2025	       0
		4051570432		10929433	4538346970	00001	2396138	Core bit B 107/430+ P-U	8330	0001	             4	PC	PC	000010	681954079	58325802	HLI0550	8300	L05	9999	8330	13.05.2025	17.03.2025	0020	56524088	HLI0550	D832453003	0013832453	            0003	04.02.2025	       0
		4051571314		10935231	4538359364	00001	2148350	E-Spring 3/4" 30mm+ / 1 1/8"+ MP5	8650	0001	           200	PC	PC	000010	681963964	58328312	HLI0550	8650	CL1	9999	8650	28.03.2025	18.03.2025	0010	56557372	HLI0550	D915495001	0013915495	            0001	12.03.2025	       0
		4051572890		10943242	4538390694	00001	2238581	Diamond cup DG-CW 180/7" P (2) univ	8330	0001	            48	PC	PC	000010	681988356	58330861	HLI0550	8300	L05	9999	8330	20.05.2025	24.03.2025	0010	56532510	HLI0550	D861655001	0013861655	            0001	18.02.2025	      35
		4051572890		10943242	4538390697	00001	2361650	Steel nail X-S 14 B4 MX bulk	8330	0001	        36.000	PC	PC	000010	681988359	58331140	HLI0550	8300	L04	9999	8330	20.05.2025	24.03.2025	0030	56544358	HLI0550	D883747002	0013883747	            0002	27.02.2025	       7
		4051572890		10943242	4538390698	00001	2133384	Firestop wrap strip CFS-W P	8330	0001	           240	PC	PC	000010	681988360	58330192	HLI0550	8300	L03	9999	8330	20.05.2025	24.03.2025	0030	56547161	HLI0550	D894136005	0013894136	            0005	03.03.2025	       0
		4051572890		10943242	4538390699	00001	2133384	Firestop wrap strip CFS-W P	8330	0001	           240	PC	PC	000010	681988361	58330191	HLI0550	8300	L03	9999	8330	20.05.2025	24.03.2025	0030	56547161	HLI0550	D894136005	0013894136	            0005	03.03.2025	       0
		4051572890		10943242	4538390700	00001	2133384	Firestop wrap strip CFS-W P	8330	0001	           240	PC	PC	000010	681988362	58330190	HLI0550	8300	L03	9999	8330	20.05.2025	24.03.2025	0030	56547161	HLI0550	D894136005	0013894136	            0005	03.03.2025	       0
		4051572890		10943242	4538390702	00001	2399633	Laser receiver holder PRA 83 (02)	8330	0001	             6	PC	PC	000010	681988364	58330861	HLI0550	8300	L07	9999	8330	20.05.2025	24.03.2025	0020	56554382	HLI0550	D908493002	0013908493	            0002	10.03.2025	       0
		4051546168		10740682	4537962203	00001	293027	Hammer drill bit TE-YX 1 1/4"-36"	3000	0001	             8	PC	PC	000010	681647998	58270215	HLI0550	3000	MX1	9999	3000	04.04.2025	08.01.2025	0020	56475904	HLI0550	D736472010	0013736472	            0010	12.12.2024	       0
		4051550441		10783032	4538020826	00001	305539	Spacer DD-HD30-SP	8330	0001	             5	PC	PC	000010	681694555	58279663	HLI0550	8300	L05	9999	8330	04.04.2025	20.01.2025	0030	56478956	HLI0550	D742271010	0013742271	            0010	17.12.2024	      15
		4051550441		10783032	4538020828	00001	333477	Nut DD-LR-CLN	8330	0001	             1	PC	PC	000010	681694557	58279669	HLI0550	8300	L05	9999	8330	04.04.2025	20.01.2025	0210	56478956	HLI0550	D742271003	0013742271	            0003	17.12.2024	      15
		4051550441		10783032	4538020831	00001	304309	Firestop wrap strip CP 648-E 1,75" x 33'	8330	0001	           144	PC	PC	000010	681694560	58278456	HLI0550	8300	L03	9999	8330	04.04.2025	20.01.2025	0010	56481864	HLI0550	D746640001	0013746640	            0001	19.12.2024	       0
		4051550441		10783032	4538020835	00001	2261459	Core bit B 37/430 P-U abras	8330	0001	            24	PC	PC	000010	681694564	58279663	HLI0550	8300	L05	9999	8330	04.04.2025	20.01.2025	0010	56486279	HLI0550	D753008023	0013753008	            0023	00.00.0000	       0
		4051550441		10783032	4538020854	00001	2140721	Recip. saw blade SPX 30 68 (10) univ	8330	0001	            30	PC	PC	000010	681694583	58279669	HLI0550	8300	L09	9999	8330	04.04.2025	20.01.2025	0040	56494423	HLI0550	D778568007	0013778568	            0007	11.01.2025	       0
		4051551578		10788905	4538036558	00001	2076516	Core bit C+ 1-1/4"/12" SPX-T	3000	0001	            20	PC	PC	000010	681706871	58282676	HLI0550	3000	MX1	9999	3000	05.04.2025	22.01.2025	0290	56478953	HLI0550	D742270005	0013742270	            0005	00.00.0000	       0
		4051555959		10822443	4538114734	00001	377616	Powder-actuated tool DX 351 BT G	3000	0001	             1	PC	PC	000010	681769921	58293227	HLI0550	3000	MX1	9999	3000	09.05.2025	05.02.2025	0010	56484185	HLI0550	D752828003	0013752828	            0003	23.12.2024	      14
		4051555959		10822443	4538114735	00001	377616	Powder-actuated tool DX 351 BT G	3000	0001	             4	PC	PC	000010	681769922	58293151	HLI0550	3000	MX1	9999	3000	09.05.2025	05.02.2025	0010	56484185	HLI0550	D752828003	0013752828	            0003	23.12.2024	      14
		4051557544		10832397	4538137970	00001	2207193	Scaling chisel TE-YX SC 50/12	8650	0001	            60	PC	PC	000010	681788307	58297500	HLI0550	8650	CL1	9999	8650	31.03.2025	10.02.2025	0080	56489083	HLI0550	D766746009	0013766746	            0009	06.01.2025	       0
		4051557544		10832397	4538137983	00001	2095931	Angle grinder AG 115-8D	8650	0001	            96	PC	PC	000010	681788319	58296708	HLI0550	8650	CL1	9999	8650	31.03.2025	10.02.2025	0010	56499148	HLI0550	D790906001	0013790906	            0001	16.01.2025	       7
		4051557544		10832397	4538137984	00001	2095931	Angle grinder AG 115-8D	8650	0001	            96	PC	PC	000010	681788320	58296709	HLI0550	8650	CL1	9999	8650	31.03.2025	10.02.2025	0010	56499148	HLI0550	D790906001	0013790906	            0001	16.01.2025	       7
		4051557431		10832399	4538143124	00001	2156391	High performance nail X-P 24 B3 MX BULK	8750	0001	         1.000	PC	PC	000010	681792763	58297430	HLI0550	8750	L04	9999	8750	10.04.2025	11.02.2025	0090	56488349	HLI0550	D764188001	0013764188	            0001	04.01.2025	      28
		4051557431		10832399	4538143126	00001	428942	Breaker TE 700-AVR 220V	8750	0001	            10	PC	PC	000010	681792765	58296706	HLI0550	8750	L08	9999	8750	10.04.2025	11.02.2025	0010	56490722	HLI0550	D771644001	0013771644	            0001	07.01.2025	       0
		4051557431		10832399	4538143127	00001	2117978	Cutting disc EQD SPX 400/25 univ	8750	0001	             8	PC	PC	000010	681792766	58296648	HLI0550	8750	L05	9999	8750	10.04.2025	11.02.2025	0010	56492750	HLI0550	D774535002	0013774535	            0002	08.01.2025	       0
		4051557431		10832399	4538143130	00001	2270778	Diamond cup DG-CW 150/6" SPX univ	8750	0001	             2	PC	PC	000010	681792769	58297430	HLI0550	8750	L05	9999	8750	10.04.2025	11.02.2025	0010	56493974	HLI0550	D777601001	0013777601	            0001	10.01.2025	       0
		4051557431		10832399	4538143132	00001	2270778	Diamond cup DG-CW 150/6" SPX univ	8750	0001	            50	PC	PC	000010	681792770	58297425	HLI0550	8750	L05	9999	8750	10.04.2025	11.02.2025	0010	56493974	HLI0550	D777601001	0013777601	            0001	10.01.2025	       0
		4051557431		10832399	4538143145	00001	435442	Batter board receiver holder PRA 751	8750	0001	             1	PC	PC	000010	681792782	58297424	HLI0550	8750	L07	9999	8750	10.04.2025	11.02.2025	0050	56507457	HLI0550	D806139014	0013806139	            0014	24.01.2025	       0
		4051557477		10832277	4538143216	00001	304309	Firestop wrap strip CP 648-E 1,75" x 33'	8330	0001	           144	PC	PC	000010	681792860	58296036	HLI0550	8300	L03	9999	8330	03.04.2025	10.02.2025	0010	56506703	HLI0550	D804982001	0013804982	            0001	23.01.2025	       0
		4051557477		10832277	4538143218	00001	2314550	Batt.-actuated tool BX 3-ME-22 case	8330	0001	             9	PC	PC	000010	681792862	58296040	HLI0550	8300	L04	9999	8330	03.04.2025	10.02.2025	0040	56507470	HLI0550	D806337011	0013806337	            0011	00.00.0000	       0
		4051557477		10832277	4538143219	00001	2374499	Fastener guide X-FG B4-IF 01 packed	8330	0001	             5	PC	PC	000010	681792863	58297385	HLI0550	8300	L04	9999	8330	03.04.2025	10.02.2025	0210	56507470	HLI0550	D806337020	0013806337	            0020	00.00.0000	       0
		4051557477		10832277	4538143221	00001	2238581	Diamond cup DG-CW 180/7" P (2) univ	8330	0001	            30	PC	PC	000010	681792865	58297398	HLI0550	8300	L05	9999	8330	03.04.2025	10.02.2025	0090	56508735	HLI0550	D807927012	0013807927	            0012	25.01.2025	       7
		4051557477		10832277	4538143225	00001	2117878	Cutting disc SP-S 305/22 univ	8330	0001	             2	PC	PC	000010	681792869	58297385	HLI0550	8300	L05	9999	8330	03.04.2025	10.02.2025	0050	56515260	HLI0550	D820866008	0013820866	            0008	01.02.2025	       0
		4051560332		10849473	4538179574	00001	2076508	Core bit C+ 22/300 SPX-T	8330	0001	            12	PC	PC	000010	681821105	58303446	HLI0550	8300	L05	9999	8330	08.04.2025	17.02.2025	0070	56521527	HLI0550	D837823009	0013837823	            0009	07.02.2025	       0
		4051560332		10849473	4538179576	00001	2335647	Circ. saw blade SCBW WU SPX 190 A (5)	8330	0001	            30	PC	PC	000010	681821107	58303446	HLI0550	8300	L09	9999	8330	08.04.2025	17.02.2025	0030	56522761	HLI0550	D839624004	0013839624	            0004	08.02.2025	       0
		4051560332		10849473	4538179580	00001	2261455	Core bit BI 22/320 SP-L abras	8330	0001	            24	PC	PC	000010	681821111	58303446	HLI0550	8300	L05	9999	8330	08.04.2025	17.02.2025	0150	56522761	HLI0550	D839624010	0013839624	            0010	08.02.2025	       0
		4051560332		10849473	4538179585	00001	2149226	Univ. cable tie holder X-UCT-E MX	8330	0001	        48.000	PC	PC	000010	681821116	58303345	HLI0550	8300	L04	9999	8330	08.04.2025	17.02.2025	0030	56524498	HLI0550	D845688011	0013845688	            0011	11.02.2025	-14
		4051560363		10851348	4538180326	00001	2396134	Core bit B 77/430+ P-U	8330	0001	             1	PC	PC	000010	681821700	58303451	HLI0550	8300	L05	9999	8330	08.04.2025	17.02.2025	0080	56521527	HLI0550	D837823001	0013837823	            0001	07.02.2025	       0
		4051560363		10851348	4538180328	00001	243752	Setting tool HSD-M M12 1/2"X50	8330	0001	             1	PC	PC	000010	681821702	58303451	HLI0550	8300	L02	9999	8330	08.04.2025	17.02.2025	0010	56522761	HLI0550	D839624001	0013839624	            0001	08.02.2025	       0
		4051560363		10851348	4538180331	00001	2261210	Hole saw 102mm-4" carbide tipp.	8330	0001	             1	PC	PC	000010	681821705	58303451	HLI0550	8300	L09	9999	8330	08.04.2025	17.02.2025	0060	56522761	HLI0550	D839624009	0013839624	            0009	08.02.2025	       0
		4051560363		10851348	4538180335	00001	2341092	Hammer drill bit TE-CX 1/2"-6"	8330	0001	             3	PC	PC	000010	681821709	58303451	HLI0550	8300	L09	9999	8330	08.04.2025	17.02.2025	0100	56522761	HLI0550	D839624014	0013839624	            0014	08.02.2025	       0
		4051562697		10867120	4538222498	00001	2357234	Diamond cup wheel 125/5" SPX (6) turbo A	8330	0001	             6	PC	PC	000010	681855526	58309128	HLI0550	8300	L05	9999	8330	15.04.2025	24.02.2025	0110	56530205	HLI0550	D854513017	0013854513	            0017	15.02.2025	       0
		4051562697		10867120	4538222501	00001	2293907	Cordl. stud fusion hand tool FX 3-HT kit	8330	0001	             1	PC	PC	000010	681855531	58308060	HLI0550	8300	L04	9999	8330	15.04.2025	24.02.2025	0130	56530205	HLI0550	D854513018	0013854513	            0018	15.02.2025	       0
		4051562697		10867120	4538222509	00001	2158238	Core bit B 107/450 SP-H abras	8330	0001	             2	PC	PC	000010	681855552	58309130	HLI0550	8300	L05	9999	8330	15.04.2025	24.02.2025	0170	56530205	HLI0550	D854513008	0013854513	            0008	15.02.2025	       0
		4051562697		10867120	4538222513	00001	273207	Round steel brush HIT-RB 5/8"	8330	0001	             1	PC	PC	000010	681855563	58309128	HLI0550	8300	L01	9999	8330	15.04.2025	24.02.2025	0010	56530211	HLI0550	D854311001	0013854311	            0001	15.02.2025	       0
		4051562697		10867120	4538222563	00001	2346073	Elec. connector S-BT-ER M8/15 SN 6 HL	8330	0001	           300	PC	PC	000010	681855601	58309128	HLI0550	8300	L10	9999	8330	15.04.2025	24.02.2025	0160	56530211	HLI0550	D854311019	0013854311	            0019	15.02.2025	       0
		4051565324		10885285	4538278027	00001	2150735	Cutting disc AC-D SP 230x1.8	8330	0001	            25	PC	PC	000010	681898752	58315313	HLI0550	8300	L09	9999	8330	29.04.2025	05.03.2025	0010	56530024	HLI0550	D854265001	0013854265	            0001	14.02.2025	       8
		4051565324		10885285	4538278029	00001	2133384	Firestop wrap strip CFS-W P	8330	0001	           240	PC	PC	000010	681898754	58315158	HLI0550	8300	L03	9999	8330	29.04.2025	05.03.2025	0010	56531331	HLI0550	D858068001	0013858068	            0001	17.02.2025	       8
		4051565324		10885285	4538278030	00001	2238581	Diamond cup DG-CW 180/7" P (2) univ	8330	0001	            24	PC	PC	000010	681898755	58315313	HLI0550	8300	L05	9999	8330	29.04.2025	05.03.2025	0020	56532510	HLI0550	D861655002	0013861655	            0002	18.02.2025	      15
