13.09.2024                          Dynamic List Display                                                                                   1


	ShPt	Plnt	SLoc	Delivery	Material	Item Description	 Dlv.Qty	BUn	Supplier Name	OPS	WM	GM	Deliv.date
	8330	8330	0001	681076161	2146846	Mart. demolidor TE 500-AVR 220V	     20	PC	HILTI			A	15.10.2024
	8330	8330	0001	681106487	2146846	Mart. demolidor TE 500-AVR 220V	     20	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106488	2146846	Mart. demolidor TE 500-AVR 220V	     20	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106497	2146846	Mart. demolidor TE 500-AVR 220V	     20	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106498	2146846	Mart. demolidor TE 500-AVR 220V	     20	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106499	2146846	Mart. demolidor TE 500-AVR 220V	     20	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106500	2146846	Mart. demolidor TE 500-AVR 220V	     10	PC	HILTI			A	22.10.2024
	8330	8330	0001	681106509	2146846	Mart. demolidor TE 500-AVR 220V	     20	PC	HILTI			A	22.10.2024
	3000	3000	0001	680860922	2148548	Montante de taladrar DD-HD 30	      2	PC	HILTI			A	17.09.2024
	8330	8330	0001	680889510	2148548	Coluna para perfuração DD-HD 30	      4	PC	HILTI			A	16.09.2024
	3000	3000	0001	680922139	2148548	Montante de taladrar DD-HD 30	      2	PC	HILTI			A	24.09.2024
	8330	8330	0001	681050766	2148548	Coluna para perfuração DD-HD 30	      4	PC	HILTI			A	08.10.2024
	8330	8330	0001	681077349	2148548	Coluna para perfuração DD-HD 30	      4	PC	HILTI			A	15.10.2024
	8650	8650	0001	681106377	2148548	Montante de taladrar DD-HD 30	      4	PC	HILTI			A	14.10.2024
	8330	8330	0001	681137735	2148548	Coluna para perfuração DD-HD 30	      4	PC	HILTI			A	29.10.2024
	8330	8330	0001	681137736	2148548	Coluna para perfuração DD-HD 30	      4	PC	HILTI			A	29.10.2024
	3000	3000	0001	681152274	2148548	Montante de taladrar DD-HD 30	      2	PC	HILTI			A	06.11.2024
	8750	8750	0001	209831241	2148674	Amoladora angular AG 230-24D 220V caja	      2	PC				A	10.05.2024
	3000	3000	0001	681068955	2148675	Amoladora angular AG 230-24D 127V caja	      1	PC				A	20.10.2024
	8650	8650	0001	680996041	2148677	Amoladora angular AG 230-24D 230V caja	     31	PC	HILTI			A	23.09.2024
	8330	8330	0001	681026061	2148677	Rebarb./Esmerilh. AG 230-24D 230V caixa	      5	PC	HILTI			A	11.10.2024
	8330	8330	0001	681026062	2148677	Rebarb./Esmerilh. AG 230-24D 230V caixa	      5	PC	HILTI			A	11.10.2024
	8650	8650	0001	681047873	2148677	Amoladora angular AG 230-24D 230V caja	      2	PC	HILTI			A	30.09.2024
	8650	8650	0001	681047874	2148677	Amoladora angular AG 230-24D 230V caja	      1	PC	HILTI			A	30.09.2024
	8650	8650	0001	681047876	2148677	Amoladora angular AG 230-24D 230V caja	      2	PC	HILTI			A	30.09.2024
	8330	8330	0001	680967210	2149225	Suporte de anilha X-WHC B3 embal.	     17	PC	HILTI			A	17.09.2024
	8330	8330	0001	681076159	2149225	Suporte de anilha X-WHC B3 embal.	     13	PC	HILTI			A	15.10.2024
	8330	8330	0001	681137065	2149225	Suporte de anilha X-WHC B3 embal.	     14	PC	HILTI			A	29.10.2024
	8330	8330	0001	680967204	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967205	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967206	2149226	Univ. cable tie holder X-UCT-E MX	 12.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967207	2149226	Univ. cable tie holder X-UCT-E MX	  6.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967208	2149226	Univ. cable tie holder X-UCT-E MX	  5.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967215	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967216	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967217	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967218	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967219	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967220	2149226	Univ. cable tie holder X-UCT-E MX	  6.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967221	2149226	Univ. cable tie holder X-UCT-E MX	  4.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967222	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967223	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967224	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967225	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967226	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967227	2149226	Univ. cable tie holder X-UCT-E MX	  6.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967228	2149226	Univ. cable tie holder X-UCT-E MX	  4.000	PC	HILTI			A	17.09.2024
	8330	8330	0001	681137102	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	29.10.2024
	8330	8330	0001	681137103	2149226	Univ. cable tie holder X-UCT-E MX	 24.000	PC	HILTI			A	29.10.2024
	8330	8330	0001	681137104	2149226	Univ. cable tie holder X-UCT-E MX	  6.000	PC	HILTI			A	29.10.2024
	8330	8330	0001	681137106	2149226	Univ. cable tie holder X-UCT-E MX	    500	PC	HILTI			A	29.10.2024
	8330	8330	0001	681137107	2149226	Univ. cable tie holder X-UCT-E MX	 48.000	PC	HILTI			A	29.10.2024
	8330	8330	0001	681026098	2149244	Chave sextavada S-NS 13 C 95/3 1/4"	      8	PC	HILTI			A	11.10.2024
	8750	8750	0001	681048705	2149244	Vaso directo S-NS 13 C 95/3 1/4"	      4	PC	HILTI			A	16.10.2024
	8330	8330	0001	681026104	2149245	Chave sextavada S-NS 15 C 95/3 1/4"	      4	PC	HILTI			A	11.10.2024
	8330	8330	0001	681076209	2149245	Chave sextavada S-NS 15 C 95/3 1/4"	      4	PC	HILTI			A	15.10.2024
	3000	3000	0001	680859368	2149471	Mart. rompedor TE 2000-AVR 120V	      8	PC	HILTI			A	17.09.2024
	8650	8650	0001	680995927	2149475	Mart. rompedor TE 2000-AVR 230V	      8	PC	HILTI			A	23.09.2024
	8330	8330	0001	680996101	2149475	Mart. demolidor TE 2000-AVR 230V	      8	PC	HILTI			A	23.10.2024
	8330	8330	0001	680996102	2149475	Mart. demolidor TE 2000-AVR 230V	      8	PC	HILTI			A	23.10.2024
	8330	8330	0001	681076147	2149475	Mart. demolidor TE 2000-AVR 230V	      8	PC	HILTI			A	15.10.2024
	8330	8330	0001	681076148	2149475	Mart. demolidor TE 2000-AVR 230V	      8	PC	HILTI			A	15.10.2024
	8650	8650	0001	681047866	2149511	Tronzadora DCH 300-X 230V	      1	PC	HILTI			A	30.09.2024
	8330	8330	0001	680967184	2149604	Cortadora DCH 300-X 220V	      1	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967185	2149604	Cortadora DCH 300-X 220V	      1	PC	HILTI			A	17.09.2024
	8330	8330	0001	680996057	2149604	Cortadora DCH 300-X 220V	      1	PC	HILTI			A	23.10.2024
	8330	8330	0001	681047975	2149604	Cortadora DCH 300-X 220V	      1	PC	HILTI			A	08.10.2024
	8330	8330	0001	681047976	2149604	Cortadora DCH 300-X 220V	      1	PC	HILTI			A	08.10.2024
	3000	3000	0001	680920907	2149988	Clavo para hormigón X-C 30 B3 MX	  1.000	PC	HILTI			A	24.09.2024
	8750	8750	0001	680937815	2149988	Clavo para hormigón X-C 30 B3 MX	  1.000	PC	HILTI			A	18.09.2024
	8750	8750	0001	680937815	2149988	Clavo para hormigón X-C 30 B3 MX	  1.000	PC	HILTI			A	18.09.2024
	8330	8330	0001	681023381	2149988	Prego para betão X-C 30 B3 MX	180.000	PC	HILTI			A	11.10.2024
	8330	8330	0001	681023382	2149988	Prego para betão X-C 30 B3 MX	 72.000	PC	HILTI			A	11.10.2024
	8330	8330	0001	681023383	2149988	Prego para betão X-C 30 B3 MX	108.000	PC	HILTI			A	11.10.2024
	8330	8330	0001	681023384	2149988	Prego para betão X-C 30 B3 MX	144.000	PC	HILTI			A	11.10.2024
	8330	8330	0001	680889298	2149989	Prego para betão X-C 36 B3 MX	180.000	PC	HILTI			A	16.09.2024
	8330	8330	0001	680889299	2149989	Prego para betão X-C 36 B3 MX	180.000	PC	HILTI			A	16.09.2024
	8330	8330	0001	680889304	2149989	Prego para betão X-C 36 B3 MX	 72.000	PC	HILTI			A	16.09.2024
	8330	8330	0001	680908207	2149989	Prego para betão X-C 36 B3 MX	180.000	PC	HILTI			A	12.09.2024
	8330	8330	0001	680908208	2149989	Prego para betão X-C 36 B3 MX	 36.000	PC	HILTI			A	12.09.2024
	3000	3000	0001	680920907	2149989	Clavo para hormigón X-C 36 B3 MX	  1.000	PC	HILTI			A	24.09.2024
	8750	8750	0001	680937815	2149989	Clavo para hormigón X-C 36 B3 MX	  3.000	PC	HILTI			A	18.09.2024
	8650	8650	0001	680995953	2149989	Clavo para hormigón X-C 36 B3 MX	  6.000	PC	HILTI			A	23.09.2024
	8650	8650	0001	680995953	2149989	Clavo para hormigón X-C 36 B3 MX	 12.000	PC	HILTI			A	23.09.2024
	8330	8330	0001	680995984	2149989	Prego para betão X-C 36 B3 MX	144.000	PC	HILTI			A	23.10.2024
	8330	8330	0001	680995985	2149989	Prego para betão X-C 36 B3 MX	180.000	PC	HILTI			A	23.10.2024
	8330	8330	0001	681023385	2149989	Prego para betão X-C 36 B3 MX	108.000	PC	HILTI			A	11.10.2024
	8330	8330	0001	681105327	2149989	Prego para betão X-C 36 B3 MX	180.000	PC	HILTI			A	22.10.2024
	8330	8330	0001	681105329	2149989	Prego para betão X-C 36 B3 MX	180.000	PC	HILTI			A	22.10.2024
	8330	8330	0001	681105332	2149989	Prego para betão X-C 36 B3 MX	180.000	PC	HILTI			A	22.10.2024
	8330	8330	0001	681137144	2149989	Prego para betão X-C 36 B3 MX	108.000	PC	HILTI			A	29.10.2024
	3000	3000	0001	680793768	2150367	Clavo para hormigón X-P 27 P8	  3.500	PC	HILTI			A	13.09.2024
	3000	3000	0001	680920910	2150367	Clavo para hormigón X-P 27 P8	  2.800	PC	HILTI			A	24.09.2024
	3000	3000	0001	681088753	2150367	Clavo para hormigón X-P 27 P8	  6.600	PC	HILTI			A	23.10.2024
	3000	3000	0001	680712108	2150381	Clavo para hormigón X-P 27 MX	    200	PC	HILTI			A	08.11.2024
	3000	3000	0001	680739232	2150382	Clavo para hormigón X-P 34 MX	    300	PC	HILTI			A	08.11.2024
	3000	3000	0001	680664966	2150701	Disco de corte AC-D SP 115x1.0	    600	PC	HILTI			A	04.09.2024
	3000	3000	0001	680664967	2150701	Disco de corte AC-D SP 115x1.0	    600	PC	HILTI			A	04.09.2024
	3000	3000	0001	680792678	2150701	Disco de corte AC-D SP 115x1.0	    625	PC	HILTI			A	13.09.2024
	3000	3000	0001	680792678	2150701	Disco de corte AC-D SP 115x1.0	  4.775	PC	HILTI			A	13.09.2024
	3000	3000	0001	680859337	2150701	Disco de corte AC-D SP 115x1.0	  4.050	PC	HILTI			A	17.09.2024
	3000	3000	0001	680920050	2150701	Disco de corte AC-D SP 115x1.0	  4.050	PC	HILTI			A	24.09.2024
	8650	8650	0001	680996007	2150701	Disco de corte AC-D SP 115x1.0	  2.700	PC	HILTI			A	23.09.2024
	8330	8330	0001	680996052	2150701	Disco de corte AC-D SP 115x1.0	  2.700	PC	HILTI			A	23.10.2024
	3000	3000	0001	681036378	2150701	Disco de corte AC-D SP 115x1.0	  4.050	PC	HILTI			A	09.10.2024
	3000	3000	0001	681063766	2150701	Disco de corte AC-D SP 115x1.0	    200	PC				A	20.10.2024
	8330	8330	0001	681106490	2150701	Disco de corte AC-D SP 115x1.0	  2.700	PC	HILTI			A	22.10.2024
	3000	3000	0001	681150430	2150701	Disco de corte AC-D SP 115x1.0	  4.050	PC	HILTI			A	06.11.2024
	3000	3000	0001	681150431	2150701	Disco de corte AC-D SP 115x1.0	  4.050	PC	HILTI			A	06.11.2024
	8650	8650	0001	681146372	2150702	Disco de corte AC-D SPX 115x1.0	     25	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859324	2150703	Disco de corte AC-D SP 115x2.5	  1.500	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859341	2150703	Disco de corte AC-D SP 115x2.5	  1.500	PC	HILTI			A	17.09.2024
	8750	8750	0001	681048700	2150704	Disco de corte AC-D SP 125x1.0	     25	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048763	2150704	Disco de corte AC-D SP 125x1.0	     25	PC	HILTI			A	16.10.2024
	8330	8330	0001	680996074	2150705	Disco de corte AC-D SPX 125x1.0	    100	PC	HILTI			A	23.10.2024
	8330	8330	0001	681048005	2150705	Disco de corte AC-D SPX 125x1.0	     25	PC	HILTI			A	08.10.2024
	8330	8330	0001	681026126	2150706	Disco de corte AC-D SP 125x1.6	     50	PC	HILTI			A	11.10.2024
	3000	3000	0001	680920031	2150707	Disco de corte AC-D SPX 125x1.6	     25	PC	HILTI			A	24.09.2024
	8330	8330	0001	681026130	2150707	Disco de corte AC-D SPX 125x1.6	    100	PC	HILTI			A	11.10.2024
	3000	3000	0001	680920051	2150708	Disco de corte AC-D SP 125x2.5	     25	PC	HILTI			A	24.09.2024
	8750	8750	0001	681048736	2150709	Disco de corte AC-D SP 150x1.2	     50	PC	HILTI			A	16.10.2024
	3000	3000	0001	680920053	2150730	Disco de corte AC-D SPX 150x1.2	     25	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920053	2150731	Disco de corte AC-D SP 150x2.5	     25	PC	HILTI			A	24.09.2024
	8650	8650	0001	206240545	2150732	Disco de corte AC-D SP 180x1.5	    250	PC	HILTI			A	29.03.2024
	8650	8650	0001	206240549	2150732	Disco de corte AC-D SP 180x1.5	    225	PC	HILTI			A	29.03.2024
	8750	8750	0001	209549677	2150732	Disco de corte AC-D SP 180x1.5	    175	PC	HILTI			A	25.04.2024
	3000	3000	0001	680792678	2150732	Disco de corte AC-D SP 180x1.5	  2.200	PC	HILTI			A	13.09.2024
	3000	3000	0001	680792678	2150732	Disco de corte AC-D SP 180x1.5	    200	PC	HILTI			A	13.09.2024
	8330	8330	0001	680937947	2150732	Disco de corte AC-D SP 180x1.5	    600	PC	HILTI			A	25.09.2024
	8330	8330	0001	680967197	2150732	Disco de corte AC-D SP 180x1.5	  1.200	PC	HILTI			A	17.09.2024
	8330	8330	0001	681026070	2150732	Disco de corte AC-D SP 180x1.5	  1.200	PC	HILTI			A	11.10.2024
	8330	8330	0001	681047963	2150732	Disco de corte AC-D SP 180x1.5	    600	PC	HILTI			A	08.10.2024
	8330	8330	0001	681047968	2150732	Disco de corte AC-D SP 180x1.5	    600	PC	HILTI			A	08.10.2024
	8330	8330	0001	681047973	2150732	Disco de corte AC-D SP 180x1.5	    125	PC	HILTI			A	08.10.2024
	8330	8330	0001	681048030	2150732	Disco de corte AC-D SP 180x1.5	  1.075	PC	HILTI			A	08.10.2024
	8330	8330	0001	681050756	2150732	Disco de corte AC-D SP 180x1.5	    125	PC	HILTI			A	11.09.2024
	8330	8330	0001	681050759	2150732	Disco de corte AC-D SP 180x1.5	  1.675	PC	HILTI			A	11.09.2024
	8650	8650	0001	681106397	2150732	Disco de corte AC-D SP 180x1.5	    600	PC	HILTI			A	14.10.2024
	3000	3000	0001	681150421	2150732	Disco de corte AC-D SP 180x1.5	  2.400	PC	HILTI			A	06.11.2024
	8750	8750	0001	681168356	2150732	Disco de corte AC-D SP 180x1.5	    100	PC				A	16.09.2024
	3000	3000	0001	681088063	2150733	Disco de corte AC-D SPX 180x1.5	     25	PC	HILTI			A	23.10.2024
	8650	8650	0001	681047858	2150734	Disco de corte AC-D SP 180x2.5	  3.600	PC	HILTI			A	30.09.2024
	8650	8650	0001	681106419	2150734	Disco de corte AC-D SP 180x2.5	  2.400	PC	HILTI			A	14.10.2024
	8650	8650	0001	681106420	2150734	Disco de corte AC-D SP 180x2.5	  1.200	PC	HILTI			A	14.10.2024
	3000	3000	0001	681150419	2150734	Disco de corte AC-D SP 180x2.5	  1.200	PC	HILTI			A	06.11.2024
	8750	8750	0001	681048700	2150735	Disco de corte AC-D SP 230x1.8	     75	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048736	2150735	Disco de corte AC-D SP 230x1.8	     25	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048761	2150735	Disco de corte AC-D SP 230x1.8	  1.125	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048763	2150735	Disco de corte AC-D SP 230x1.8	     50	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048763	2150735	Disco de corte AC-D SP 230x1.8	    150	PC	HILTI			A	16.10.2024
	8330	8330	0001	681026125	2150736	Disco de corte AC-D SPX 230x1.8	    100	PC	HILTI			A	11.10.2024
	8650	8650	0001	206240502	2150737	Disco de corte AC-D SP 230x2.5	  1.875	PC	HILTI			A	29.03.2024
	8650	8650	0001	206240505	2150737	Disco de corte AC-D SP 230x2.5	  1.125	PC	HILTI			A	29.03.2024
	3000	3000	0001	680859341	2150738	Disco de desbaste AG-D SP 115x6.4	  1.030	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859341	2150738	Disco de desbaste AG-D SP 115x6.4	    170	PC	HILTI			A	17.09.2024
	3000	3000	0001	680920067	2150738	Disco de desbaste AG-D SP 115x6.4	  1.800	PC	HILTI			A	24.09.2024
	8650	8650	0001	680996009	2150738	Disco de desbaste AG-D SP 115x6.4	  1.590	PC	HILTI			A	23.09.2024
	8650	8650	0001	680996009	2150738	Disco de desbaste AG-D SP 115x6.4	    210	PC	HILTI			A	23.09.2024
	8650	8650	0001	681047859	2150738	Disco de desbaste AG-D SP 115x6.4	  1.800	PC	HILTI			A	30.09.2024
	8650	8650	0001	681047878	2150738	Disco de desbaste AG-D SP 115x6.4	  1.800	PC	HILTI			A	30.09.2024
	8330	8330	0001	680907481	2150740	Disco abrasivo AG-D SP 125x6.4	     10	PC	HILTI			A	11.09.2024
	3000	3000	0001	680920051	2150740	Disco de desbaste AG-D SP 125x6.4	     10	PC	HILTI			A	24.09.2024
	8650	8650	0001	681146372	2150740	Disco de desbaste AG-D SP 125x6.4	    100	PC	HILTI			A	17.09.2024
	3000	3000	0001	680920051	2150741	Disco de desbaste AG-D SPX 125x6.4	     10	PC	HILTI			A	24.09.2024
	8330	8330	0001	681026127	2150741	Disco abrasivo AG-D SPX 125x6.4	     10	PC	HILTI			A	11.10.2024
	3000	3000	0001	681088063	2150741	Disco de desbaste AG-D SPX 125x6.4	     20	PC	HILTI			A	23.10.2024
	3000	3000	0001	680920051	2150742	Disco de desbaste AG-D SP 150x6.4	     10	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920053	2150743	Disco de desbaste AG-D SPX 150x6.4	     10	PC	HILTI			A	24.09.2024
	3000	3000	0001	680792681	2150744	Disco de desbaste AG-D SP 180x6.4	    720	PC	HILTI			A	13.09.2024
	3000	3000	0001	680920055	2150744	Disco de desbaste AG-D SP 180x6.4	    180	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920055	2150744	Disco de desbaste AG-D SP 180x6.4	     60	PC	HILTI			A	24.09.2024
	8650	8650	0001	680996015	2150744	Disco de desbaste AG-D SP 180x6.4	    720	PC	HILTI			A	23.09.2024
	3000	3000	0001	680859329	2151505	Broca para taladro TE-CX M1 (6) juego	      5	PC	HILTI			A	17.09.2024
	3000	3000	0001	680859329	2151505	Broca para taladro TE-CX M1 (6) juego	      2	PC	HILTI			A	17.09.2024
	8750	8750	0001	681048739	2151582	Broca para taladro TE-CX 12/17 MP8	     32	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048739	2151582	Broca para taladro TE-CX 12/17 MP8	      8	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048768	2151582	Broca para taladro TE-CX 12/17 MP8	      8	PC	HILTI			A	16.10.2024
	8330	8330	0001	680907523	2151586	Broca p/ perfurar TE-CX 14/17 MP8	     40	PC	HILTI			A	11.09.2024
	8330	8330	0001	680907558	2151586	Broca p/ perfurar TE-CX 14/17 MP8	      8	PC	HILTI			A	11.09.2024
	8750	8750	0001	680937771	2151586	Broca para taladro TE-CX 14/17 MP8	      8	PC	HILTI			A	18.09.2024
	8330	8330	0001	680937976	2151586	Broca p/ perfurar TE-CX 14/17 MP8	      8	PC	HILTI			A	25.09.2024
	8330	8330	0001	681107373	2151587	Broca p/ perfurar TE-CX 14/22 MP8	    144	PC	HILTI			A	13.09.2024
	8330	8330	0001	681107375	2151587	Broca p/ perfurar TE-CX 14/22 MP8	     56	PC	HILTI			A	13.09.2024
	8330	8330	0001	681137085	2151587	Broca p/ perfurar TE-CX 14/22 MP8	    144	PC	HILTI			A	29.10.2024
	8330	8330	0001	681137086	2151587	Broca p/ perfurar TE-CX 14/22 MP8	     56	PC	HILTI			A	29.10.2024
	8750	8750	0001	680937781	2151588	Broca para taladro TE-CX 14/27 MP8	      8	PC	HILTI			A	18.09.2024
	8750	8750	0001	681048768	2151592	Broca para taladro TE-CX 16/17	      1	PC	HILTI			A	16.10.2024
	3000	3000	0001	680920046	2151593	Broca para taladro TE-CX 16/22	     15	PC	HILTI			A	24.09.2024
	3000	3000	0001	680920046	2151593	Broca para taladro TE-CX 16/22	     33	PC	HILTI			A	24.09.2024
	8750	8750	0001	681048768	2151593	Broca para taladro TE-CX 16/22	      6	PC	HILTI			A	16.10.2024
	8330	8330	0001	681077474	2151596	Broca p/ perfurar TE-CX 16/47	      1	PC	HILTI			A	17.09.2024
	8330	8330	0001	681076146	2151597	Broca p/ perfurar TE-CX 16/61	      8	PC	HILTI			A	15.10.2024
	8650	8650	0001	681106388	2151597	Broca para taladro TE-CX 16/61	     80	PC	HILTI			A	14.10.2024
	8650	8650	0001	681106388	2151597	Broca para taladro TE-CX 16/61	     40	PC	HILTI			A	14.10.2024
	8650	8650	0001	681106391	2151597	Broca para taladro TE-CX 16/61	     30	PC	HILTI			A	14.10.2024
	8330	8330	0001	681106544	2151597	Broca p/ perfurar TE-CX 16/61	     10	PC	HILTI			A	22.10.2024
	3000	3000	0001	680920046	2151601	Broca para taladro TE-CX L2 (12) juego	      1	PC	HILTI			A	24.09.2024
	3000	3000	0001	680979490	2151601	Broca para taladro TE-CX L2 (12) juego	      1	PC	HILTI			A	02.10.2024
	8330	8330	0001	680907459	2151626	Broca p/ perfurar TE-CX 12/17	      5	PC	HILTI			A	11.09.2024
	8330	8330	0001	680907524	2151626	Broca p/ perfurar TE-CX 12/17	     10	PC	HILTI			A	11.09.2024
	8750	8750	0001	680937781	2151626	Broca para taladro TE-CX 12/17	      3	PC	HILTI			A	18.09.2024
	8750	8750	0001	680937781	2151626	Broca para taladro TE-CX 12/17	      3	PC	HILTI			A	18.09.2024
	8750	8750	0001	680937781	2151626	Broca para taladro TE-CX 12/17	     11	PC	HILTI			A	18.09.2024
	8330	8330	0001	680937986	2151626	Broca p/ perfurar TE-CX 12/17	      5	PC	HILTI			A	25.09.2024
	8330	8330	0001	680967192	2151626	Broca p/ perfurar TE-CX 12/17	      5	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967200	2151626	Broca p/ perfurar TE-CX 12/17	     15	PC	HILTI			A	17.09.2024
	8330	8330	0001	680996065	2151626	Broca p/ perfurar TE-CX 12/17	      8	PC	HILTI			A	23.10.2024
	3000	3000	0001	680859329	2151627	Broca para taladro TE-CX 12/22	     30	PC	HILTI			A	17.09.2024
	3000	3000	0001	681150410	2151627	Broca para taladro TE-CX 12/22	     30	PC	HILTI			A	06.11.2024
	8750	8750	0001	680937771	2151628	Broca para taladro TE-CX 12/27	      5	PC	HILTI			A	18.09.2024
	8750	8750	0001	680937771	2151628	Broca para taladro TE-CX 12/27	      9	PC	HILTI			A	18.09.2024
	8750	8750	0001	681048739	2151628	Broca para taladro TE-CX 12/27	      5	PC	HILTI			A	16.10.2024
	8750	8750	0001	681048768	2151628	Broca para taladro TE-CX 12/27	     10	PC	HILTI			A	16.10.2024
	8750	8750	0001	681154912	2151628	Broca para taladro TE-CX 12/27	     15	PC	HILTI			A	26.09.2024
	3000	3000	0001	680859329	2151629	Broca para taladro TE-CX 12/37	     15	PC	HILTI			A	17.09.2024
	3000	3000	0001	680920046	2151629	Broca para taladro TE-CX 12/37	      4	PC	HILTI			A	24.09.2024
	8330	8330	0001	681076181	2151629	Broca p/ perfurar TE-CX 12/37	      1	PC	HILTI			A	15.10.2024
	3000	3000	0001	680859323	2151630	Broca para taladro TE-CX 12/47	      2	PC	HILTI			A	17.09.2024
	8330	8330	0001	680996032	2151633	Broca p/ perfurar TE-CX 12.5/22	      5	PC	HILTI			A	23.10.2024
	8330	8330	0001	680996072	2151634	Broca p/ perfurar TE-CX 14/17	      5	PC	HILTI			A	23.10.2024
	8330	8330	0001	681047974	2151634	Broca p/ perfurar TE-CX 14/17	      5	PC	HILTI			A	08.10.2024
	8330	8330	0001	681077482	2151634	Broca p/ perfurar TE-CX 14/17	      5	PC	HILTI			A	17.09.2024
	3000	3000	0001	681088056	2151634	Broca para taladro TE-CX 14/17	      1	PC	HILTI			A	23.10.2024
	8330	8330	0001	681106494	2151634	Broca p/ perfurar TE-CX 14/17	      5	PC	HILTI			A	22.10.2024
	8330	8330	0001	681137039	2151634	Broca p/ perfurar TE-CX 14/17	      5	PC	HILTI			A	29.10.2024
	8750	8750	0001	681037405	2151635	Broca para taladro TE-CX 14/22	      5	PC	HILTI			A	13.09.2024
	8330	8330	0001	681076186	2151635	Broca p/ perfurar TE-CX 14/22	      1	PC	HILTI			A	15.10.2024
	3000	3000	0001	681150410	2151635	Broca para taladro TE-CX 14/22	      6	PC	HILTI			A	06.11.2024
	8330	8330	0001	680967265	2151636	Broca p/ perfurar TE-CX 14/27	      8	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967266	2151636	Broca p/ perfurar TE-CX 14/27	      9	PC	HILTI			A	17.09.2024
	8330	8330	0001	680967267	2151636	Broca p/ perfurar TE-CX 14/27	      7	PC	HILTI			A	17.09.2024
	8330	8330	0001	680996075	2151636	Broca p/ perfurar TE-CX 14/27	     11	PC	HILTI			A	23.10.2024
	8330	8330	0001	680996076	2151636	Broca p/ perfurar TE-CX 14/27	    120	PC	HILTI			A	23.10.2024
	8330	8330	0001	681026097	2151636	Broca p/ perfurar TE-CX 14/27	      3	PC	HILTI			A	11.10.2024
	8330	8330	0001	681048000	2151636	Broca p/ perfurar TE-CX 14/27	      6	PC	HILTI			A	08.10.2024
	8330	8330	0001	681107380	2151636	Broca p/ perfurar TE-CX 14/27	     40	PC	HILTI			A	13.09.2024
	8330	8330	0001	681107368	2151637	Broca p/ perfurar TE-CX 14/37	      5	PC	HILTI			A	13.09.2024
	8330	8330	0001	681026065	2151638	Broca p/ perfurar TE-CX 14/47	      8	PC	HILTI			A	11.10.2024
	8330	8330	0001	681047940	2151638	Broca p/ perfurar TE-CX 14/47	     20	PC	HILTI			A	08.10.2024
