26.03.2025				                                                                                                                          List complete material master																																  1


		SOrg.	Plnt		Material	Material number	X-Plant Material Status	MS	   Gross weight	WUn	Spart	ValidFrom	Min.order qty	BUn	Orig	Web	FM rel.	Av	PGr	GRT	Typ	MRPCn	  Min.lot size	BUn	SPT	 PDT	TABCD	XYZ	Pl	   Safety Stock	 Rounding val.	BUn	R.profile	LS	Min. dely qty		BUn
		8300	8330		2264845	Riser OS FOE-150 RI-IN-90-300 R6 FRP	18	40	         5.867	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264846	Riser OS FOE-150 RI-IN-90-600 R6 FRP	18	40	         6.306	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264851	T-pc OS FOE-150 TE-150/150 R300 FRP	18	40	        10.182	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264852	T-pc OS FOE-150 TE-150/150 R900 FRP	18	40	        21.820	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264853	T-pc OS FOE-150 TE-300/300 R300 FRP	18	40	        11.050	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264854	T-pc OS FOE-150 TE-300/300 R900 FRP	18	40	        23.170	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264855	T-pc OS FOE-150 TE-600/600 R3 FRP	18	40	        14.420	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264856	T-pc OS FOE-150 TE-600/600 R9 FRP	18	40	        27.880	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264857	T-pc OS FOE-150 TE-150/150 R600 FRP	18	40	        15.738	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264858	T-piece FOE150 TE300/300-R600 VE	18	40	        16.968	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264859	T-pc OS FOE-150 TE-450/450 R600 FRP	18	40	        18.758	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264860	T-pc OS FOE-150 TE-600/600 R600 FRP	18	40	        20.704	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264874	Ladder OS FOE-100 CL-500-3	14	40	         5.989	G		01.09.2023	           3	M	MY			ZC	L11	 2	X6	L11	            3	M	20	 62	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2265775	Crosspiece OS FOE-150CP-150/150R300	18	40	        14.010	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2265776	Crosspiece OS FOE-150CP-150/150R600	18	40	        21.410	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2265777	Crosspiece OS FOE-150CP-150/150R900	18	40	        29.010	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2265778	Crosspiece OS FOE-150CP-300/300R300	18	40	        14.980	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2265779	Crosspiece OS FOE-150CP-300/300R600	18	40	        22.820	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2265790	Crosspiece OS FOE-150CP-300/300R900	18	40	        30.860	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2265792	Elbow OS FOE-150 FE-90-900R600FRP	14	40	        17.131	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2265793	Elbow OS FOE-150 FE-90-150R900FRP	18	40	        13.198	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2265794	Elbow OS FOE-150 FE-90-300R900FRP	18	40	        15.000	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2265795	Riser OS FOE-150 RI-OU-90-900 R8 FRP	14	40	         9.582	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2266076	Elbow OS FOE-150 FE-90-300 R600FRP	14	40	        11.710	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2266077	Elbow OS FOE-150 FE-90-450 R600FRP	14	40	        12.774	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2266390	Pipe clamp OS OPS-SD-S PC21-050 SS	18	40	           260	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 82	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2266396	Angle bracket OS UNO SA-HO 2x2 T FRP	14	40	           134	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2266398	Bolt set BO-SET-NU-M10x40 FRP	14	40	            18	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2266412	Reducer OS FOE-100 RE-R-300/150FRP	14	40	         3.436	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2266413	Reducer OS FOE-150 RE-R-450/300FRP	14	40	         6.222	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2267257	Reducer OS FOE-150 RP-150 FRP	18	40	         1.030	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 55	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2267271	Ladder OE100 CL-CW-450-3000 HDG	18	40	         7.000	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 84	D	N	X	             0	            3	M	Z004	PK	           3		M
		8300	8330		2267280	T-pc OS FTE-50 TE-200/100	14	40	         1.123	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 76	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2267957	Cover clamp OS CH-50-1000 SS	18	40	         5.800	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 99	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2267959	Cover clamp OS FC-CH-38-4 HDG	18	40	           103	G		01.09.2023	           1	PC	CN			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268539	Hinge OS LOE-55 HH HDG	18	40	           300	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 84	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268587	Divider OE100 DI-FE-3000 PT HDG	16	40	         1.123	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 96	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2268597	Ladder OS LOE-100-500-MIG HDG	18	40	         5.000	G		01.09.2023	           3	M	CN			ZC	L11	 2	X6	L11	            3	M	20	 62	D	N	X	             0	            3	M	Z004	PK	           3		M
		8300	8330		2268599	Ladder OS LOE-75-200-1,25 MIG  HDG	18	40	         3.200	G		01.09.2023	           3	M	CN			ZC	L11	 2	X6	L11	            3	M	20	 62	D	N	X	             0	            3	M	Z004	PK	           3		M
		8300	8330		2268600	Ladder OS LOE-75-300-1,0 MIG SS	18	40	         2.833	G		01.09.2023	           3	M	CN			ZC	L11	 2	X6	L11	            3	M	20	 62	D	N	X	             0	            3	M	Z004	PK	           3		M
		8300	8330		2268601	Ladder OS LOE-75-300-1,25 MIG  HDG	18	40	         3.433	G		01.09.2023	           3	M	CN			ZC	L11	 2	X6	L11	            3	M	20	 62	D	N	X	             0	            3	M	Z004	PK	           3		M
		8300	8330		2268607	Ladder OS OE-100 CL-450-6000 SS	14	40	         5.016	G		01.09.2023	           6	M	MY			ZC	L11	 2	X6	L11	            6	M	20	 62	D	N		             0	            6	M	Z004	PK	           6		M
		8300	8330		2268662	Cover OE CO-FE90-150-R300 HDG	14	40	         1.400	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268671	Cover OS OE CO-30-300 R600	14	40	         1.461	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268672	Cover OS FOE-CO-45-300 R900 FRP	14	40	         2.400	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268673	Cover OS FOE-CO FE-60-300 R1500	18	40	         4.440	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268674	Cover OS OE-CO-90-300 R1500	14	40	         6.159	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268677	Cover OS FOE-CO-FR-600(400)	14	40	         1.464	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268680	Cover OS OE-CO T-300/600 R6	14	40	         8.163	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268691	Starter Mekano 50/100-2T ST-WD-300 HDG	14	40	         2.200	G		01.09.2023	           1	PC	CN			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268704	Hexagon nut OS S-M HE-M20X100	18	40	           330	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 66	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268714	Splice connector OS FOE150 FRP	14	40	           762	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268716	Riser OS FOE150 RI-IN-30-150R3GA	14	40	         1.950	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268717	Riser OS FOE150 R2-90-750 INS-GA	14	40	         5.600	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268718	Riser OS FOE150 RI-OU-30-150R3GA	14	40	         2.343	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268719	Riser OS FOE150GA-OU-90-300 R1500	14	40	        13.697	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268720	Riser OS FOE-100 RI-NI-45-300 R6	18	40	         3.490	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268721	Riser OS FOE-100 RI-OU-45-300 R6	18	40	         3.490	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268739	T-pc OS FOE150GA TE-600/750 R6	14	40	        18.568	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268749	Elbow OS OE-150GA FE-30-300-R6	14	40	         4.498	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268750	Elbow OS OE150GA FE-45-300 R1500	14	40	        10.682	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268751	Elbow OS OE150GA FE-60-300 R1500	14	40	        13.163	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268755	Elbow OS OE150GA FE-90-450 R1500	18	40	        20.877	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268799	Bracket OS CH100-4-C SS	18	40	         9.500	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 99	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268844	Bracket OS S-M WB-PL-CH100 SS	18	40	         2.760	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 99	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2299166	Flexi riser OE100 FR-900 CS	18	40	         3.700	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 94	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2264528	Cover OS FOE-CO-90-750 R600 FRP	18	40	         9.583	G		01.09.2023	           1	PC	MY			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2268598	Ladder OS LOE-100-600-MIG HDG	18	40	         5.333	G		01.09.2023	           3	M	CN			ZC	L11	 2	X6	L11	            3	M	20	 62	D	N	X	             0	            3	M	Z004	PK	           3		M
		8300	8330		2268595	Ladder OS LOE-100-400-MIG HDG	18	40	         4.733	G		01.09.2023	           3	M	CN			ZC	L11	 2	X6	L11	            3	M	20	 62	D	N	X	             0	            3	M	Z004	PK	           3		M
		8300	8330		2268594	Ladder OS LOE-100-300-MIG HDG	18	40	         4.466	G		01.09.2023	           3	M	CN			ZC	L11	 2	X6	L11	            3	M	20	 62	D	N	X	             0	            3	M	Z004	PK	           3		M
		8300	8330		2268593	Ladder OS LOE-100-200-MIG HDG	18	40	         4.166	G		01.09.2023	           3	M	CN			ZC	L11	 2	X6	L11	            3	M	20	 62	D	N	X	             0	            3	M	Z004	PK	           3		M
		8300	8330		2268586	Divider OE DI-FE-150 HDG	18	40	         1.876	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 96	D	N	X	             0	            3	M	Z004	PK	           3		M
		8300	8330		2261991	Bracket OS BS-CH60-2	18	40	         2.300	G		01.09.2023	           1	PC	CN			ZC	L11	 2	X6	L11	            1	PC	20	 62	D	N	X	             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257292	Flat elbow SPB-RF100 FE90-200R300 PT HDG	14	40	         4.000	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257293	Flat elbow SPB-RF100 FE45-200R300 PT HDG	14	40	         2.100	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257294	Elbow OS SPB-RF100-90-150 R3 HDG	14	40	         3.500	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257299	Flexi riser OS SPB-RF50 FR1-150-R175 HDG	14	40	         1.300	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257301	Flexi riser OS SPB-RF100-600 HDG	14	40	         7.700	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257302	Flexi riser OS SPB-RF100-300 HDG	14	40	         5.200	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257303	Flexi riser OS SPB-RF100-200 HDG	14	40	         3.800	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257304	Flexi riser OS SPB-RF100-150 HDG	14	40	         2.700	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257305	Flexi riser OS OE-150-FR5-600 HDG	14	40	        16.400	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257306	Flexi riser OS OE-150-FR5-900 HDG	14	40	        19.000	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257307	L.bolt OS S-M M6x60 A4	14	40	            17	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257311	Starter OS CH50-2T SS rotatable	14	40	           350	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257991	Flexi riser OS SPB-RF50-100 HDG	14	40	         2.000	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257992	Flexi riser OS SPB-RF50-50 HDG	14	40	         1.700	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257993	Elbow OS SPB-RF100-90-100 R3 HDG	14	40	         2.800	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257994	Elbow OS SPB-RF50-45-100 R3 HDG	14	40	         1.200	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257995	Elbow OS SPB-RF50-45- 50 R3 HDG	14	40	           850	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257996	T-pc OS SPBRF50-100/100 R3 HDG	14	40	         6.000	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2257997	T-pc OS SPB-RF50-100/50 R3 HDG	14	40	         6.300	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258000	Cover OS SPB-RF CO-TE-500/500-R75 SS	14	40	         4.548	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258001	Cover OS SPB 200/100 R3 HDG	14	40	         4.400	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258002	Cover OS SPB 100/50 R3 HDG	14	40	         2.800	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258003	Cover OS SPB-90-100 R3 HDG	14	40	         1.500	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258004	Cover OS SPB-90-50 R3 HDG	14	40	         1.000	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258005	Cover OS SPB-45- 50 R3 HDG	14	40	           400	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258006	Cover OS SPB 200/200 R3 HDG	14	40	         7.500	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258007	Reducer OS SPB-RF50 HDG	14	40	           200	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258272	Cable tie OS SST 200 316	14	40	            26	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258274	Angle bracket OS S-UNO D-92-03 SS	14	40	           200	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258454	Cable tray OS SPBE-20 CT-200-3000 SS	14	40	         2.439	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 92	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2258455	Cable tray OS SPB-RF-40-100 CS	14	40	         2.300	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 92	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2258456	Cable tray OS SPB-RF-40-150 CS	14	40	         2.600	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 92	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2258457	Cable tray OS SPB-RF-40-200 CS	14	40	         3.333	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 92	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2258458	Cable tray OS SPB-RF-40-300 CS	14	40	         6.366	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 92	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2258572	Cable tray SPB-RF50 CT-75-3000-1.5 SS	14	40	         2.200	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 92	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2258573	Cover SPB CO-CT-75-3000 SS	14	40	         1.200	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 92	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2258574	Channel OS S-M CH100-2T3-3000 CS	14	40	         6.195	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 92	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2258575	Channel OS S-M CH50-2T1.5-3000 CS	14	40	         1.366	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 92	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2258576	Channel OS S-M CH100-2T2-3000 CS	14	40	         3.733	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 92	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2258577	Channel OS S-M CH50-2T2-3000 CS	14	40	         1.806	G		01.09.2023	           3	M	NO			ZC	L11	 2	X6	L11	            3	M	20	 92	D	N		             0	            3	M	Z004	PK	           3		M
		8300	8330		2258579	Bracket OS Trefoil	14	40	           280	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258910	Bracket OS univ	14	40	           400	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258911	Sec.plate SEC-PL-SCLT-150 SS	14	40	         2.800	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258930	Cover cap OS EC CH100-4-5	14	40	            85	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258960	Flexi riser OS SPB-E-RF FR-100 CS	14	40	           600	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258961	Flexi riser OS SPB-E-RF FR-150 CS	14	40	           700	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258962	Flexi riser OS SPB-E-RF FR-200 CS	14	40	           900	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258963	Flexi riser OS SPB-E-RF FR-300 CS	14	40	         1.200	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
		8300	8330		2258964	Gusset plate OS CH100-2T CS	14	40	         1.200	G		01.09.2023	           1	PC	NO			ZC	L11	 2	X6	L11	            1	PC	20	 92	D	N		             0	            1	PC	Z004	PK	           1		PC
