13.09.2024                                                                                                                                                                                                                           Dynamic List Display                                                                                                                                                                                                                                                                                    1


		Material	Material Description	Plnt	MS	Typ	Combo Ind	BO items	      GrpValue	Curr.	BO quan.	Avail. QTY	Alt.ATP	SU	Altern.?	MM note	BO Note	Foc.Cust	l.postp.	maxDlvDate	ResCount	maxiPDdel.	maxRDdelay	maxPDdelay	 RES QTY	  PO qty	Next PO	  PO qty	Deliv.date	TABCD	XYZ	 PDT	ProcType	SPT	lastResc	PDcount	MRPCn	Name
		2158244	Core bit B 162/450 SP-H abras	3000	40	X5		      1	      481.169	CLP	      1	-1		PC					12.09.2024	11.10.2024	      3	        5	       40	        5		      4	4537132589	      1	25.09.2024	C	Y	 60	F	4C	12.09.2024	     1	L05	Angie Vergara
		2165911	Hammer drill bit TE-YX 1 1/16"-21"	8330	40	X6		      1	      348.236	CLP	      1	-1		PC				X		22.08.2024			        4			      5	4537340379	      5	11.09.2024	D	Z	 54	F	4C		     1	L09	Daniel Ruiz
		2136479	Impact socket SI-S 3/4"-46 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537265529	      1	23.10.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2136478	Impact socket SI-S 3/4"-41 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537343558	      1	06.11.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2136477	Impact socket SI-S 3/4"-36 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537265529	      1	23.10.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2136476	Impact socket SI-S 3/4"-32 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537265529	      1	23.10.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2136475	Impact socket SI-S 3/4"-30 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537265529	      1	23.10.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2136474	Impact socket SI-S 3/4"-27 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537265529	      1	23.10.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2136473	Impact socket SI-S 3/4"-24 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537265529	      1	23.10.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2160877	Impact socket SI-S 3/4"-22 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537265529	      1	23.10.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2136472	Impact socket SI-S 3/4"-21 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537265529	      1	23.10.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2136471	Impact socket SI-S 3/4"-19 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537265529	      1	23.10.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2136470	Impact socket SI-S 3/4"-17 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537265529	      1	23.10.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2235289	Impact socket SI-S 3/4"-15 L	3000	40	X6		      1	      270.093	CLP	      1	-1		PC				X	30.08.2024	13.11.2024	      4	       12	       61	       12		      1	4537265529	      1	23.10.2024	D	N	 60	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		371834	Impact socket S-NSD 1/2"-11/16" L	3000	40	X6		      1	      163.985	CLP	      1	-1		PC				X	13.09.2024	15.10.2024	     10	       38	       40	       38		      1	4537341884	      1	24.09.2024	D	Z	 14	F	90	13.09.2024	     1	L09	Daniel Ruiz
		339784	Impact socket S-NSD 1/2"-3/8" L	3000	40	X6		      1	      163.985	CLP	      1	-1		PC				X	13.09.2024	15.10.2024	      9	       24	       40	       24	      1		13528261	      1	10.10.2024	D	Z	 14	F	90	13.09.2024	     1	L09	Daniel Ruiz
		282991	Jack screw DD-CS-5/8"	3000	33	X5		      1	       66.256	CLP	      1	-1		PC				X	06.09.2024	10.10.2024	      1	        5	       38	        5		     15	4537132591	      7	25.09.2024	D	Y	 60	F	4C	06.09.2024	     1	L05	Angie Vergara
		2241997	Chisel TE-YX SM/FM 36 (4) set	3000	40	X6		      1	      131.841	CLP	      1	-1		PC				X	20.08.2024	29.10.2024	      1	        2	       50	        2		      1	4537265529	      1	23.10.2024	C	Y	 60	F	4C	20.08.2024	     1	L09	Daniel Ruiz
		2283217	Crimping dies NCR 6T D AL 10	8750	40	X6		      1		CLP	      1	-1		PC					27.08.2024	22.11.2024	      2	       19	       66	       19	      1		13478240	      1	15.11.2024	D	N	 60	F	U0	27.08.2024	     1	L09	Daniel Ruiz
		2151634	Hammer drill bit TE-CX 14/17	3000	40	X6		      1	       32.554	CLP	      1	-1		PC				X	22.08.2024	30.10.2024	      2	        2	       49	        2		      1	4537265522	      1	23.10.2024	D	Z	 60	F	4C	22.08.2024	     1	L09	Daniel Ruiz
		304916	Twist drill bit HSS 5,0x86mm "MP10	8330	40	X6		      1	       69.707	CLP	      2	-1		PAC						24.10.2024			       46			      2	4537288589	      2	22.10.2024	D	Z	 54	F	4C		     1	L09	Daniel Ruiz
		2163393	Crimping jaw NCR J D3 BULK	3000	40	X5		      1	      854.983	CLP	      1	-1		PC				X	28.08.2024	01.10.2024	      5		       28		      3	      1	4537341869	      1	24.09.2024	C	Z	 58	F	U0	02.09.2024	     1	L09	Daniel Ruiz
		2221575	Tool case TE 70-ATC/AVR empty	3000	40	X6		      1	      141.091	CLP	      1	-1		PC					23.08.2024	12.11.2024	      2	       11	       58	       11		      1	4537343563	      1	06.11.2024	D	Z	 60	F	4C	23.08.2024	     1	L15	Daniel Ruiz
		212131	Depth gauge DCH 300-X/ DCH 300	3000	40	X6		      1	      212.472	CLP	      1	-1		PC					30.08.2024	15.11.2024	      5	       11	       60	       11		      1	4537343537	      1	06.11.2024	D	N	 60	F	4C	02.09.2024	     1	L05	Angie Vergara
		2007688	Handwheel DD-HW-2A	3070	40	X6		      1	      325.308	CLP	      1	-1		PC				X	13.09.2024	03.10.2024	     15	       15	       26	       15						D	N	 15	F	9S	13.09.2024	     1	U26	SP\RDC Harrisburg
		2232908	Cordl. circular saw SC 30WR-22 box	8330	40	X6		      1	    1.411.719	CLP	      1	-1		PC				X	23.08.2024	01.11.2024	      2		       49			      1	4537288631	      1	22.10.2024	D	N	 53	F	U4	23.08.2024	     1	L15	Daniel Ruiz
		2197972	Anchor rod HAS-B-105 HDG 1/2"x8"	8330	33	X6		      1		CLP	      1	-1		PAC				X		26.11.2024					      1		13486861	      1	21.11.2024	B	Y	 47	F	90		     1	L01	Ana Sousa
		2087267	Diamond coring tool DD 500-CA BL 400V	8330	40	X6		      1		CLP	      1	-1		PC				X	28.08.2024	26.12.2024	      2				      1		13468192	      1	28.11.2024	D	N	 70	F	4C	02.09.2024	     1	L05	Angie Vergara
		2334179	Hand-held battery cut-off saw DSH 700-22	3000	33	X5		      1	    1.214.730	CLP	      1	-1		PC				X		25.09.2024			       21		      1	      3	4536983082	      1	02.09.2024	D	Z	 76	F	4C		     1	L05	Angie Vergara
		2362252	Kwik-X capsule KHC 1/2" LARGE	8330	33	X5		      1	      182.535	CLP	      1	-1		PAC				X		05.09.2024			        7		     17		13489051	      4	16.10.2024	D	Z	 19	F	90		     1	L02	Ana Sousa
		305448	Piston X-6-5-PGR	8750	40	X5		      1	       49.777	CLP	      1	-1		PC				X	13.09.2024	26.09.2024	      6	       13	       22	       13		      4	4536955886	      1	01.07.2024	B	Y	  2	F	LK	13.09.2024	     1	L04	Angie Vergara
		2107119	Tripod PUA 25	8750	40	X5	A2	      3	    2.903.830	CLP	      7	-1		PC				X	11.09.2024	21.11.2024	      8	       10	       47	       10	      3		13468193	      2	15.11.2024	C	Y	 62	F	4C	12.09.2024	     1	L07	Angie Vergara
		2182583	Accessory kit VC box	8750	40	X6		      1	       77.009	CLP	      1	-1		PC						22.11.2024			       61		     20		13528199	     10	07.11.2024	D	Y	 60	F	U0		     1	L05	Angie Vergara
		2291201	Adaptive torque module SI-AT-22 inch	8330	40	X0		      1	    5.378.278	CLP	      1	-1		PC				X		06.09.2024			        7		     18	     16	4537074236	      2	02.09.2024	B	Y	 47	F	90		     1	L15	Daniel Ruiz
		385106	Chuck DD-CS-BS	8335	40	X6		      3	    1.599.391	CLP	      3	-1		PC				X		13.11.2024			       54							B	Y	 30	F	9S		     1	U26	SP\RDC Harrisburg
		2059568	Circlip 72X3	8335	33	X6		      1	      477.243	CLP	      1	-1		PC						06.11.2024			       49							D	Z	 30	F	9S		     1	U26	SP\RDC Harrisburg
		51279	Hose coupling	8335	40	X6		      1	      414.300	CLP	      1	-1		PC						13.11.2024			       54							D	N	 30	F	9S		     1	U26	SP\RDC Harrisburg
		279418	Spring pin 5X28	8335	40	X6		      1	      974.046	CLP	      1	-1		PC						06.11.2024			       49							D	N	 30	F	9S		     1	U26	SP\RDC Harrisburg
		2199650	Core bit B 42/430 SP-L abras	3000	40	X6		      1	      185.774	CLP	      1	-1		PC					03.09.2024	15.11.2024	      4		       55			      1	4537343558	      1	06.11.2024	D	N	 81	F	4C	04.09.2024	     1	L05	Angie Vergara
		437867	Cordl. metal screwdr. ST 1800-A22 case	3000	40	X5		      1	      830.810	CLP	      1	-1		PC				X	03.09.2024	14.11.2024	      3	        4	       54	        4		      4	4537346029	      4	06.11.2024	B	X	 59	F	U4	03.09.2024	     1	L10	Angie Vergara
		2144191	Powder-actuated tool DX 9-ENP	3000	33	X6		      1	    6.951.501	CLP	      1	-1		PC				X		11.10.2024	      1		       30		      1		13495643	      1	07.10.2024	D	Z	 76	F	4C	02.09.2024	     1	L04	Angie Vergara
		2158086	Core bit BS-F 57/450 SP-H abras	8330	40	X6		      1	      198.784	CLP	      1	-1		PC						23.12.2024			       80			      1	4537327240	      1	29.10.2024	D	N	101	F	4C		     1	L05	Angie Vergara
		2158091	Core bit BS-F 82/450 SP-H abras	8330	40	X6		      1	      352.629	CLP	      1	-1		PC						06.11.2024			       49		      1		13507296	      1	07.11.2024	D	Z	 54	F	4C		     1	L05	Angie Vergara
		2158096	Core bit BS-F 112/450 SP-H abras	8330	40	X6		      1	      382.926	CLP	      1	-1		PC						06.11.2024			       49		      1		13507296	      1	07.11.2024	D	N	 54	F	4C		     1	L05	Angie Vergara
		2158101	Core bit BS-F 162/450 SP-H abras	8330	40	X6		      1	      607.236	CLP	      1	-1		PC						06.11.2024			       49		      1		13507296	      1	07.11.2024	D	N	 54	F	4C		     1	L05	Angie Vergara
		2352716	Cordless blower NBL 4-22 box	3000	40	Y1		      1		CLP	      1	-1		PC				X	04.09.2024	26.09.2024	      1	        3	       19	        3		     20	4536983073	      5	02.09.2024	C	X	 60	F	4C	04.09.2024	     1	L15	Daniel Ruiz
		282320	Marking head X-462-HM	3000	40	X5		      1	    2.471.312	CLP	      1	-1		PC				X	04.09.2024	24.09.2024	      1	        1	       17	        1		     10	4536903339	      2	19.08.2024	B	Y	 60	F	4C	04.09.2024	     1	L04	Angie Vergara
		2062050	Laser range meter PD-E	8750	40	X5		      1		CLP	      1	-1		PC				X		16.12.2024					      7	      2	4537346784	      1	08.10.2024	B	X	 62	F	4C		     1	L07	Angie Vergara
		2146795	Rotor TE 50 03 220-240V serv. set	8335	33	X6		      2	      250.818	CLP	      2	-1		PC						14.10.2024			       31							D	Z	 30	F	9S		     1	U26	SP\RDC Harrisburg
		2279735	Depth gauge S-DG BT M8/7 Short 6	8330	40	X6		      1	    2.723.749	CLP	      1	-1		PC						03.09.2024			        2		      1		13521464	      1	14.11.2024	D	Z	 54	F	4C		     1	L10	Angie Vergara
		2071083	Slope adapter PRA 79	8330	40	X5		      1	      199.240	CLP	      1	-1		PC				X		24.09.2024			       17		      1	      1	4537327280	      1	29.10.2024	D	Z	 54	F	4C		     1	L07	Angie Vergara
		2206734	Hammer drill bit TE-CX 25/48	8750	40	X5		      1	      206.781	CLP	      1	-1		PC				X		25.09.2024	      1		       18		      5	      4	4537081719	      1	18.09.2024	D	Y	 62	F	4C	30.08.2024	     1	L09	Daniel Ruiz
		2206738	Hammer drill bit TE-CX 28/48	8750	40	X5		      1	      235.871	CLP	      1	-1		PC				X		15.10.2024	      2		       32		      5	      1	4537346789	      1	08.10.2024	C	Y	 62	F	4C	03.09.2024	     1	L09	Daniel Ruiz
		2158229	Core bit B 57/450 SP-H abras	3000	40	X5		      1	      120.678	CLP	      1	-1		PC				X		01.11.2024			       44			      5	4537265529	      4	23.10.2024	C	Z	 60	F	4C		     1	L05	Angie Vergara
		2265707	Hand-held gas saw DSH 900-X 16"	3000	40	X5		      1	    2.166.317	CLP	      1	-1		PC					04.09.2024	20.09.2024	      1	        1	       15	        1	      3	      6	4536903352	      2	19.08.2024	A	Y	 78	F	4C	04.09.2024	     1	L05	Angie Vergara
		2381638	Sanding sheet SMT 4xp80,4xp120,2xp240	8650	33	X6		      1	        1.011	CLP	      1	-1		PC				X	11.09.2024	29.10.2024	      2		       38			     10	4537338918	     10	16.09.2024	D	Z	 53	F	4C	11.09.2024	     1	L09	Daniel Ruiz
		2218784	Cartridge holder CD 4 310ml plastic	8650	40	X6		      1	       38.015	CLP	      1	-1		PC				X	11.09.2024	29.10.2024	      3		       38			      1	4537335932	      1	16.09.2024	D	Z	 52	F	U4	11.09.2024	     1	L09	Daniel Ruiz
		2055718	Dust removal system TE DRS-Y case	8650	40	X5		      1	      460.660	CLP	      1	-1		PC				X	02.09.2024	03.10.2024	      5		       21		      2	      1	4537216465	      1	07.10.2024	C	Y	 53	F	4C	09.09.2024	     1	L08	Daniel Ruiz
		220929	Core bit extension DD-BI-ET300	3000	40	X5		      1	      504.577	CLP	      1	-1		PC					04.09.2024	23.09.2024	      1	        1	       14	        1		      8	4536903339	      2	19.08.2024	B	Y	 60	F	4C	04.09.2024	     1	L05	Angie Vergara
		2251572	Rotary hammer TE 6-CL 220V case	8330	40	X0		      1	    1.262.886	CLP	      1	-1		PC				X		17.10.2024			       33		     24	     30	4537084352	      6	10.09.2024	B	Y	 53	F	U4		     1	L08	Daniel Ruiz
		2182583	Accessory kit VC box	8330	40	X5		      1	      518.085	CLP	      1	-1		PC				X		24.09.2024			       15			      3	4537020745	      1	27.08.2024	D	Z	 52	F	U0		     1	L05	Angie Vergara
		5471	Guard plate	3000	40	X6		      1	       19.221	CLP	      1	-1		PC				X	12.09.2024	13.12.2024	      4	       21	       71	       21	      1		13513997	      1	22.11.2024	D	N	 60	F	4C	12.09.2024	     1	L09	Daniel Ruiz
		243746	Setting tool HSD-M M6 1/4"X25	8330	40	X5		      2	      113.480	CLP	      6	-1		PC				X	13.09.2024	22.11.2024	      1	        8	       49	        8	      5		13512635	      5	07.11.2024	D	Y	 54	F	4C	13.09.2024	     1	L02	Ana Sousa
		243748	Setting tool HSD-M M8 5/16"X30	8330	40	X5		      3	       94.972	CLP	      5	-1		PC						18.11.2024			       53		      5		13512635	      5	07.11.2024	D	Z	 54	F	4C		     1	L02	Ana Sousa
		2233889	Tile drill bit HEX 6-10/40 SPX set	8330	40	X6		      1	      291.317	CLP	      1	-1		PC				X		11.11.2024			       48		      1		13507296	      1	07.11.2024	D	N	 54	F	4C		     1	L05	Angie Vergara
		2233879	Tile drill bit HEX starter kit	8330	40	X6		      1	      775.617	CLP	      1	-1		PC				X		11.11.2024			       48		      1		13507296	      1	07.11.2024	D	N	 54	F	4C		     1	L05	Angie Vergara
		435001	Hammer drill bit TE-CX 1/4"-8"	8330	33	X6		      1	       65.459	CLP	      1	-1		PC						06.11.2024			       45		      1		13513259	      1	07.11.2024	D	Z	 54	F	4C		     1	L09	Daniel Ruiz
		2107829	Comfort side handle TE SH-STD 2	8650	40	X6		      1	       47.032	CLP	      1	-1		PC				X	11.09.2024	26.09.2024	      3		       13			      1	4537338918	      1	16.09.2024	A	X	 53	F	4C	11.09.2024	     1	L08	Daniel Ruiz
		2241993	Flat chisel TE-YX FM 70	8750	40	X5		      1	      163.567	CLP	      1	-1		PC				X		23.09.2024			       13		      3	      5	4537203269	      2	10.09.2024	D	Y	 62	F	4C		     1	L09	Daniel Ruiz
		2158346	Change module 172 SPX/SP-H abras	8330	40	X6		      1	      396.881	CLP	      1	-1		PC						09.12.2024			       66		      1		13521464	      1	07.11.2024	D	N	 85	F	4C		     1	L05	Angie Vergara
		2158341	Change module 122 SPX/SP-H abras	8330	40	X6		      1	      242.388	CLP	      1	-1		PC						06.11.2024			       45		      1		13521464	      1	14.11.2024	D	Z	 54	F	4C		     1	L05	Angie Vergara
		2163395	Cutting jaw NCT J CUAL BULK	8650	40	X5		      1	      770.672	CLP	      1	-1		PC				X	12.09.2024	26.09.2024	      5		       14		      1	      3	13524049	      1	25.09.2024	C	Y	 51	F	U0	12.09.2024	     1	L09	Daniel Ruiz
		2165511	Supply cord TE 800_AVR_1000 BRCLIL	8330	40	X6		      1	      114.221	CLP	      1	-1		PC						11.11.2024			       48							D	N	 54	F	4C		     1	L08	Daniel Ruiz
		412482	Float kit	8335	40	X6		      1	       49.557	CLP	      1	-1		PC						16.10.2024			       30							D	N	 30	F	9S		     1	U26	SP\RDC Harrisburg
		2157094	Drill UD 4 230V	8650	40	X5		      1	       94.090	CLP	      1	-1		PC						07.11.2024			       41		      3		13513874	      1	06.11.2024	D	Z	 53	F	4C		     1	L08	Daniel Ruiz
		2171238	Motor housing	8335	33	X6		      1	       49.507	CLP	      1	-1		PC				X		15.10.2024			       28							D	Z	 30	F	9S		     1	U26	SP\RDC Harrisburg
		343803	O-ring 48X2	8335	40	X6		      1	        1.042	CLP	      1	-1		PC				X		15.10.2024			       28							D	N	 30	F	9S		     1	U26	SP\RDC Harrisburg
		2261176	Bimetal hole saw 76mm-3" MultiCut	8650	40	X6		      1	       28.658	CLP	      1	-1		PC					11.09.2024	25.09.2024	      2		       11			      1	4537338919	      1	16.09.2024	D	N	 53	F	4C	11.09.2024	     1	L09	Daniel Ruiz
		2168890	Flat chisel TE-SX FM 36 (4)	8330	40	X5		      1	      434.649	CLP	      1	-1		PAC						03.10.2024			       19		      1	      2	4537081795	      2	10.09.2024	D	Z	 54	F	4C		     1	L09	Daniel Ruiz
		2042533	Hose HIT-VL 11 (1m)	8330	40	X5		      1	      253.799	CLP	      1	-1		PAC						21.11.2024			       52		      2		13523841	      2	14.11.2024	D	Z	 54	F	4C		     1	L01	Ana Sousa
		2185620	Core bit B 107/450 SP-L abras	3000	40	X6		      1	      295.720	CLP	      1	-1		PC				X		20.09.2024	      1		        9			      2	4537324415	      1	11.09.2024	D	N	 74	F	4C	06.09.2024	     1	L05	Angie Vergara
		2014595	Cable module CFS-T 15/0+3-9	8330	40	X6		      1	    1.152.668	CLP	      1	-1		PAC						26.11.2024			       55		      1		13520375	      1	01.10.2024	D	N	 54	F	4C		     1	L03	Ana Sousa
		2014866	Filler module CFS-T FB 30/0	8330	40	X6		      1	      243.570	CLP	      1	-1		PAC						26.11.2024			       55		      1		13520375	      1	01.10.2024	D	N	 54	F	4C		     1	L03	Ana Sousa
		2042739	Sealing strip CFS-T SST 40x10x5000	8330	40	X6		      1	      124.145	CLP	      1	-1		PC						26.11.2024			       55		      1	     10	4537341285	     10	11.09.2024	D	N	 54	F	4C		     1	L03	Ana Sousa
		2242011	Chisel TE-YX SM/FM 36/50 (4) set	8750	40	X6		      1	       40.497	CLP	      1	-1		PC				X	10.09.2024	21.11.2024	      2	        2	       53	        2	      1		13521070	      1	15.11.2024	D	Y	 62	F	4C	10.09.2024	     1	L09	Daniel Ruiz
		2177401	Cordl. drill driver SF 4-A22 case	8750	80	ND		      1	      123.220	CLP	      1	-1		PC				X	13.09.2024	13.02.2025	      2	        5	      106	        5						B	X	143	F	U0	13.09.2024	     1	L15	Daniel Ruiz
		2079853	Flange M14/22.2	8330	40	X5		      1	        8.072	CLP	      1	-1		PC				X		06.11.2024			       43			      5	4537288544	      5	22.10.2024	C	X	 54	F	4C		     1	L09	Daniel Ruiz
		3946451	REBARBADORA A BATERIA AG 5D-22-125 MALA	8330	40			      1	      977.335	CLP	      1	-1		PC				X		18.09.2024			        8									  0				     1
		2165919	Hammer drill bit TE-YX 1 3/8"-36"	8650	40	X0		      1	      644.112	CLP	      1	-1		PC				X		25.09.2024	      1		       11			      8	4537338922	      3	16.09.2024	B	Y	 53	F	4C	11.09.2024	     1	L09	Daniel Ruiz
		2315589	Water supply unit DWP 15-22	8330	40	X5		      1	      896.841	CLP	      1	-1		PC						22.10.2024			       31		      2	      6	4537216270	      1	08.10.2024	C	Y	 52	F	U0		     1	L05	Angie Vergara
		338720	Dispenser DSC box	3002	40	ND		      1	      266.616	CLP	      1	-1		PC				X	13.09.2024	24.09.2024	      3	        4	        7	        4						B	Y	  2	F	LA	13.09.2024	     1	L03	Ana Sousa
		2261681	Core bit B 52/430 P-U abras	8650	40	X0		      1		CLP	      1	-1		PC						27.09.2024			       10		     16	     32	4537152962	     16	23.09.2024	B	X	 53	F	4C		     1	L05	Angie Vergara
		2117992	Cutting disc EQD SPX 305/22 mason.	3000	40	X6		      1	      158.831	CLP	      1	-1		PC				X	13.09.2024	25.11.2024	      3	        5	       52	        5						D	N	 58	F	U0	13.09.2024	     1	L05	Angie Vergara
		2346085	Torque tool S-BT 1/4" - 16Nm	3000	33	X5		      1	      483.255	CLP	      1	-1		PC				X	13.09.2024	25.09.2024	      3		       10			      6	4537252793	      6	05.09.2024	D	N	 60	F	4C	13.09.2024	     1	L10	Angie Vergara
		2123719	Cordl. drill SF BT 22-A	3000	33	X0		      1	    1.060.600	CLP	      1	-1		PC				X	11.09.2024	27.11.2024	      1	        6	       54	        6	      3		13524286	      3	22.11.2024	B	Y	 59	F	U4	11.09.2024	     1	L04	Angie Vergara
		304939	Twist drill bit HSS 1-13 (25) set	3000	33	X0		      2	      537.696	CLP	     10	-1		PC				X	13.09.2024	23.09.2024	      3	        3	        8	        3	      8	     18	4536903334	      4	19.08.2024	C	Y	 60	F	4C	13.09.2024	     1	L09	Daniel Ruiz
		2136396	Battery pack B 22/5.2 Li-ion	8330	80	ND		      1	    1.892.180	CLP	      4	-1		PC		04 – Item saindo da carteira, solicitando o novo item 2136396; Rejeite a linha e insira uma nova.		X		10.09.2024			      999							T	X	 52	F	U0			L15	Daniel Ruiz
		2007688	Handwheel DD-HW-2A	8335	40	X6		      1	      279.567	CLP	      1	-1		PC						24.10.2024			       31							C	Z	 30	F	9S		     1	U26	SP\RDC Harrisburg
		2179275	Fastener guide X-FG B3-IF 02 packed	8330	40	X6		      1	      178.150	CLP	      1	-1		PC				X		22.11.2024			       49							B	Z	 54	F	4C		     1	L04	Angie Vergara
		2227008	Magnetic bracket PMA 89	8750	40	X5		      1	       17.663	CLP	      1	-1		PC				X		16.10.2024	      1		       25			      5	4537346801	      2	08.10.2024	D	Y	 62	F	4C	12.09.2024	     1	L07	Angie Vergara
		364544	Torx-soc tapt scr	8335	40	X6		      1	       24.441	CLP	      1	-1		PC				X		21.10.2024			       28		      1		13473618	      1	11.11.2024	D	N	 30	F	9S		     1	U26	SP\RDC Harrisburg
		243746	Setting tool HSD-M M6 1/4"X25	8650	40	X6		      1	       14.851	CLP	      1	-1		PC					12.09.2024	27.09.2024	      2		        9		      1		13528522	      1	25.09.2024	D	N	 53	F	4C	13.09.2024	     1	L02	Ana Sousa
		2183658	Crimping dies NCR SU AL 4	3000	40	X6		      1	      132.635	CLP	      1	-1		PC				X	12.09.2024	24.09.2024	      2		        8			      1	4537355570	      1	17.09.2024	D	N	 14	F	90	12.09.2024	     1	L09	Daniel Ruiz
		2183657	Crimping dies NCR SU AL 6	3000	40	X6		      1	      132.635	CLP	      1	-1		PC				X	12.09.2024	24.09.2024	      2		        8			      1	4537355570	      1	17.09.2024	D	N	 14	F	90	12.09.2024	     1	L09	Daniel Ruiz
		2183656	Crimping dies NCR SU AL 8	3000	40	X6		      1	      132.635	CLP	      1	-1		PC				X	12.09.2024	24.09.2024	      2		        8			      1	4537355570	      1	17.09.2024	D	N	 14	F	90	12.09.2024	     1	L09	Daniel Ruiz
		2238266	Diamond cup DG-CW 125/5" P (2) univ	8330	40	X0		      1	    1.246.364	CLP	      1	-1		PAC				X		07.10.2024			       17		     30	     60	4537081757	     30	10.09.2024	A	X	 54	F	4C		     1	L05	Angie Vergara
		2199310	Hammer drill bit TE-Y 25/52	8330	40	X6		      1	      111.642	CLP	      1	-1		PC				X		17.09.2024			        3		      1		13528262	      1	14.11.2024	D	Z	 54	F	4C		     1	L09	Daniel Ruiz
		2232909	Cordl. circular saw SC 30WR-22 case	3000	40	Y1		      1	      493.648	CLP	      1	-1		PC				X		26.09.2024			        9		      2	     15	4536985189	      2	02.09.2024	B	Y	 59	F	U4		     1	L15	Daniel Ruiz
		2172833	Cutting jaw NCT J ACSR	3000	40	X5		      1	    1.262.457	CLP	      1	-1		PC				X		25.09.2024			        8		      1	      3	4536983955	      1	02.09.2024	C	Z	 58	F	U0		     1	L09	Daniel Ruiz
		2197986	Anchor rod HAS-E-55 3/8"x5-1/8"	8330	40	X0		      1	    1.136.650	CLP	      1	-1		PAC						01.11.2024			       36		    130		13513659	    130	31.10.2024	C	Y	 47	F	90		     1	L01	Ana Sousa
		2137034	Cordl. impact driver SID 4-A22 case	8750	60	ND		      2	      324.513	CLP	      2	-1		PC				X	13.09.2024	26.11.2024	      1	        1	       50	        1						B	X	 60	F	U0	13.09.2024	     1	L15	Daniel Ruiz
		2378316	Laser receiver PRA 20G	8330	33	X6		      1	      352.153	CLP	      1	-1		PC						25.10.2024			       30			      2	4537189700	      2	01.10.2024	D	Z	 54	F	4C		     1	L07	Angie Vergara
		409192	Hammer drill bit TE-CX 10/47	8330	40	X5		      1	      115.001	CLP	      1	-1		PC						19.09.2024			        5		      1	     40	4537044079	      8	03.09.2024	C	Y	 54	F	4C		     1	L09	Daniel Ruiz
		2312432	Shank TE-Y SH 30	8650	40	X6		      1	       26.077	CLP	      1	-1		PC						30.09.2024	      1		        9		      1		13528522	      1	25.09.2024	D	Z	 53	F	4C	13.09.2024	     1	L09	Daniel Ruiz
		2018942	Hammer drill bit TE-CD 14/37	8750	40	X5		      1	       37.342	CLP	      1	-1		PC				X		27.11.2024	      1		       52		      2		13529672	      2	07.11.2024	D	Z	 62	F	4C	12.09.2024	     1	L09	Daniel Ruiz
		370827	Steel magazine MX SM assy	8750	40	X6		      1		CLP	      1	-1		PC						07.01.2025										D	N	 62	F	4C		     1	L04	Angie Vergara
		2287945	Dia blade 300/25 SPX univ A	3000	40	X0		      1		CLP	      3	-1		PC				X		26.11.2024						     12	4536983087	     12	02.09.2024	B	X	 60	F	4C		     1	L05	Angie Vergara
		308860	Grating disc X-FCP-R 5/10	8330	40	X6		      1	    4.704.834	CLP	      1	-1		PAC				X		16.12.2024			       64							C	Z	 54	F	4C		     1	L04	Angie Vergara
